"channel","reference","start","end","identity"
"12","ref4","6575","6636","100"
"1","ref4","7366","7451","99"
"9","ref3","1613","1694","86"
"3","ref2","3715","3841","88"
"1","ref1","2688","2756","80"
"10","ref2","2724","3200","97"
"10","ref4","6115","6193","94"
"5","ref4","7767","8055","85"
"5","ref1","3252","3344","99"
"2","ref2","2162","2198","81"
"11","ref3","1545","1722","99"
"4","ref5","4030","5029","99"
"3","ref4","8390","8531","80"
"9","ref3","1616","1651","96"
"5","ref4","9619","9764","93"
"10","ref4","7377","7443","87"
"11","ref3","1906","1991","86"
"10","ref2","2458","3093","87"
"3","ref1","7415","7810","86"
"9","ref3","1665","1728","85"
"1","ref2","2274","2563","96"
"4","ref5","4958","5957","99"
"3","ref4","8177","8393","80"
"5","ref1","2592","2687","94"
"11","ref4","8595","8630","89"
"2","ref3","1767","1912","88"
"3","ref2","2345","2707","81"
"4","ref1","6949","7015","96"
"8","ref2","3792","4791","81"
"7","ref2","2498","2581","99"
"7","ref3","1734","1748","98"
"2","ref1","3703","3855","89"
"11","ref3","1522","1559","92"
"9","ref1","6868","7225","97"
"8","ref1","5414","5533","96"
"5","ref1","2102","2131","89"
"8","ref4","7593","7872","89"
"12","ref1","5849","5895","96"
"4","ref2","3954","4637","81"
"5","ref1","1978","2016","100"
"2","ref1","4311","4385","84"
"11","ref4","7585","7662","86"
"12","ref3","1500","1690","80"
"6","ref3","1665","1980","95"
"12","ref5","7934","8047","90"
"7","ref4","6049","6519","81"
"4","ref4","7633","7882","87"
"8","ref4","8487","9062","96"
"11","ref2","2603","2754","99"
"4","ref3","1705","1730","88"
"9","ref2","2612","3223","95"
"3","ref4","7978","8111","86"
"7","ref4","6090","6209","83"
"1","ref4","9112","10111","92"
"1","ref3","1958","1987","97"
"11","ref1","1093","1165","84"
"4","ref1","3249","3293","87"
"3","ref4","6310","7097","99"
"2","ref2","3521","3755","80"
"5","ref1","7322","7353","100"
"9","ref5","8499","8717","86"
"1","ref1","3109","3116","98"
"1","ref2","3218","4217","93"
"1","ref3","1692","1733","91"
"12","ref2","2488","2924","88"
"5","ref3","1774","1876","83"
"4","ref5","5990","6118","100"
"10","ref3","1620","1737","95"
"4","ref5","4763","5353","99"
"8","ref2","2566","3037","93"
"8","ref1","5121","5165","83"
"6","ref1","6872","6901","83"
"11","ref1","2855","2926","92"
"1","ref3","1526","1544","97"
"3","ref3","1801","1850","82"
"3","ref2","3840","4839","91"
"11","ref4","7983","8053","96"
"9","ref2","3701","4700","84"
"9","ref4","8624","8670","83"
"2","ref1","5669","5710","84"
"2","ref4","7986","8201","92"
"10","ref3","1520","1635","83"
"5","ref1","2169","2223","82"
"1","ref2","3409","3454","85"
"9","ref3","1838","1914","100"
"11","ref2","2054","2330","84"
"7","ref5","4665","5664","81"
"1","ref1","5928","5955","91"
"4","ref4","8490","8645","94"
"3","ref1","1172","1263","86"
"5","ref2","2600","3026","81"
"2","ref4","9640","9706","90"
"6","ref4","6898","7075","100"
"4","ref5","6799","7798","85"
"8","ref4","6815","7184","98"
"2","ref2","2164","2639","89"
"9","ref1","6345","6618","96"
"10","ref4","9514","10427","82"
"4","ref4","6846","7111","97"
"1","ref5","4067","5066","93"
"10","ref2","2048","2127","91"
"8","ref1","6538","6631","91"
"10","ref4","8152","8479","90"
"12","ref3","1683","1754","91"
"11","ref4","9593","9618","96"
"12","ref1","3965","4074","90"
"6","ref4","9710","10035","84"
"3","ref4","8121","8275","83"
"4","ref1","2498","2588","99"
"11","ref1","530","601","98"
"5","ref1","2873","2974","85"
"6","ref1","3126","3210","96"
"8","ref1","3858","3926","93"
"2","ref1","7467","7585","100"
"5","ref3","1747","1791","82"
"2","ref4","6779","6888","84"
"11","ref3","1705","1760","87"
"8","ref1","613","680","100"
"4","ref4","7866","8362","82"
"6","ref2","2693","2746","89"
"5","ref1","2321","2412","100"
"3","ref1","5596","5757","92"
"2","ref5","6186","6832","80"
"9","ref4","6678","7034","80"
"12","ref1","6054","6302","88"
"2","ref4","9633","9849","96"
"1","ref3","1596","1610","99"
"7","ref2","2335","2911","98"
"11","ref2","2187","2738","86"
"11","ref4","7603","8293","88"
"12","ref2","3156","3708","84"
"12","ref1","7170","7593","86"
"11","ref5","5409","6218","96"
"4","ref4","9508","9758","84"
"1","ref2","2573","2752","100"
"1","ref1","5917","6132","80"
"4","ref3","1515","1538","84"
"2","ref2","2481","2518","93"
"4","ref3","1948","2003","83"
"5","ref1","4385","4574","82"
"10","ref2","3866","4865","98"
"10","ref4","7835","8345","98"
"7","ref4","7546","7605","87"
"6","ref4","7681","7831","97"
"7","ref1","3334","3457","89"
"7","ref1","5477","5528","86"
"5","ref3","1610","1670","93"
"2","ref4","7162","7646","93"
"6","ref3","1615","1837","82"
"6","ref3","1983","1992","92"
"3","ref2","2766","3765","97"
"1","ref3","1924","1936","100"
"1","ref2","3844","4608","90"
"5","ref5","6262","6454","100"
"5","ref5","7848","8847","84"
"10","ref1","7309","7456","95"
"10","ref4","8388","9387","89"
"3","ref2","3741","3998","97"
"9","ref4","9650","9978","91"
"8","ref2","2197","2283","86"
"9","ref4","6138","6211","100"
"11","ref4","7658","7888","100"
"12","ref5","8082","8114","92"
"9","ref2","3517","4003","86"
"9","ref5","6158","6399","98"
"9","ref4","9996","10995","81"
"11","ref2","3158","3590","81"
"7","ref1","4184","4301","88"
"8","ref4","8628","8651","90"
"9","ref1","3111","3156","93"
"3","ref4","6719","7315","100"
"10","ref5","5846","6693","85"
"9","ref2","2941","3940","94"
"3","ref5","7520","7822","86"
"11","ref2","2074","2865","82"
"6","ref1","5380","5430","80"
"5","ref3","1971","2167","96"
"12","ref2","3706","4062","98"
"3","ref4","6616","6710","90"
"8","ref1","5910","6229","94"
"12","ref4","8278","8390","89"
"7","ref2","2533","3014","97"
"2","ref4","7008","7055","100"
"12","ref2","2725","3094","94"
"11","ref4","9697","10595","96"
"11","ref4","6039","6640","89"
"12","ref3","1815","1937","93"
"7","ref1","4932","5354","91"
"1","ref5","5584","6149","93"
"9","ref1","6771","6878","83"
"6","ref1","6524","6567","93"
"4","ref1","6243","6265","95"
"9","ref3","1921","2268","93"
"10","ref1","5949","6084","82"
"6","ref3","1922","1956","81"
"2","ref2","2072","2212","99"
"1","ref1","4524","4579","97"
"1","ref2","2380","2440","85"
"2","ref3","1746","1902","96"
"10","ref2","3506","3696","87"
"11","ref3","1832","1905","83"
"2","ref3","1900","2075","81"
"7","ref4","9929","10167","94"
