"channel","reference","start","end","identity"
"6","ref1","5084","5150","92"
"10","ref1","5439","5530","93"
"10","ref3","1541","1572","83"
"2","ref2","2322","2430","94"
"7","ref4","9267","9365","87"
"5","ref4","6313","6500","98"
"11","ref5","8443","8528","99"
"7","ref5","7052","8051","84"
"11","ref1","2591","2684","91"
"3","ref4","7573","7623","95"
"5","ref3","1936","2033","80"
"8","ref4","6852","7158","82"
"4","ref1","7334","7539","98"
"8","ref1","3390","3577","92"
"6","ref1","6921","7112","82"
"12","ref1","6551","6679","89"
"12","ref3","1736","2093","82"
"6","ref4","9039","9163","93"
"11","ref1","3011","3216","85"
"4","ref1","6054","6213","100"
"12","ref3","1676","1698","89"
"10","ref4","6381","6579","89"
"12","ref3","1502","1567","88"
"7","ref1","4050","4164","98"
"3","ref1","2503","2599","82"
"2","ref2","3049","3653","84"
"6","ref3","1747","2065","96"
"1","ref1","1914","2272","88"
"12","ref2","3537","3883","86"
"11","ref5","4309","4442","93"
"9","ref1","5474","5508","96"
"8","ref3","1867","1879","89"
"6","ref3","1575","1588","81"
"11","ref3","1539","1549","83"
"12","ref3","1746","1793","91"
"12","ref4","9233","9267","99"
"8","ref4","8739","8891","97"
"10","ref4","9377","9839","81"
"7","ref1","5022","5047","94"
"3","ref1","1281","1457","95"
"8","ref1","3688","3982","85"
"4","ref3","1526","1601","91"
"10","ref2","3417","4416","91"
"5","ref2","2766","3120","91"
"6","ref2","2225","2633","84"
"4","ref4","8748","8766","84"
"8","ref5","7623","7700","93"
"6","ref4","7876","8268","88"
"2","ref4","7508","7738","83"
"11","ref1","4929","5928","96"
"2","ref4","9658","10220","87"
"2","ref3","1832","1879","92"
"1","ref1","7386","8004","87"
"7","ref5","5224","6223","94"
"4","ref5","4436","5435","96"
"9","ref2","3884","4115","87"
"2","ref2","2478","2546","93"
"12","ref2","3909","4216","87"
"10","ref1","343","405","98"
"10","ref4","7506","7609","92"
"1","ref4","6212","6547","88"
"7","ref4","9369","10050","89"
"11","ref1","1287","1343","86"
"12","ref2","2727","3135","100"
"10","ref3","1900","1962","96"
"2","ref2","2277","2670","99"
"12","ref4","8056","8504","97"
"1","ref1","3403","3521","87"
"3","ref2","2220","2325","92"
"3","ref2","3671","4016","88"
"2","ref1","5144","5184","84"
"11","ref4","7286","7522","100"
"1","ref2","2182","2996","94"
"11","ref3","1878","1886","99"
"8","ref4","8066","8797","80"
"11","ref1","582","639","92"
"3","ref1","879","987","84"
"8","ref1","4601","4708","86"
"1","ref2","3843","4395","89"
"9","ref4","7573","7664","91"
"10","ref4","8892","9033","88"
"5","ref4","9210","9431","83"
"5","ref3","1718","1736","88"
"7","ref2","3026","3349","91"
"11","ref3","1871","1888","94"
"1","ref4","9949","10264","85"
"4","ref4","9286","9421","90"
"8","ref1","4017","4232","91"
"8","ref4","8629","8853","88"
"10","ref3","1890","1911","81"
"11","ref1","1299","1944","87"
"2","ref1","6673","7006","94"
"10","ref1","2325","2433","80"
"3","ref5","7491","7921","82"
"5","ref2","3456","3544","82"
"6","ref5","6678","7677","96"
"10","ref3","1998","2015","95"
"8","ref4","9330","9936","81"
"7","ref5","4183","4731","85"
"9","ref2","3473","3536","98"
"11","ref1","17","87","92"
"2","ref1","1916","1926","90"
"7","ref4","9807","10282","84"
