"channel","reference","start","end","identity"
"5","ref1","2125","2347","90"
"2","ref1","1555","1662","99"
"4","ref5","8934","9933","100"
"5","ref4","9227","9526","93"
"1","ref4","6431","6494","100"
"4","ref4","8745","9628","86"
"11","ref2","3251","3472","96"
"2","ref1","7089","7161","92"
"4","ref3","1610","1624","82"
"9","ref3","1830","1845","88"
"1","ref2","3323","4212","91"
"1","ref5","4645","4765","92"
"10","ref4","8459","8495","83"
"8","ref1","2515","2764","96"
"2","ref1","2269","2366","86"
"9","ref3","1857","1929","97"
"3","ref1","7097","7123","80"
"2","ref2","3126","3319","95"
"11","ref4","6296","6552","84"
"3","ref4","7670","7890","90"
"2","ref2","2645","2959","94"
"5","ref3","1932","2030","82"
"8","ref5","6358","6994","84"
"3","ref4","9254","9639","87"
"5","ref3","1556","1916","82"
"4","ref1","6047","6110","97"
"8","ref1","6829","6833","92"
"7","ref3","1520","1525","83"
"1","ref3","1738","1785","96"
"5","ref5","5557","6545","94"
"1","ref2","3566","4169","96"
"6","ref4","8828","8957","87"
"7","ref1","6568","6691","93"
"6","ref1","4765","4936","92"
"12","ref3","1513","1540","83"
"12","ref4","9697","9909","85"
"2","ref1","4196","4372","84"
"10","ref3","1563","1625","85"
"9","ref1","4707","4798","88"
"1","ref3","1676","1687","92"
"9","ref3","1940","1954","88"
"10","ref4","8100","8325","96"
"5","ref1","1638","1667","90"
"8","ref4","6556","6791","90"
"9","ref1","3557","3606","81"
"9","ref1","7649","7768","81"
"7","ref4","8314","8490","99"
"7","ref5","7746","8745","86"
"6","ref4","6374","6693","83"
"12","ref4","6502","6544","83"
"11","ref3","1506","1770","87"
"5","ref1","7123","7318","85"
"11","ref1","3651","3684","81"
"6","ref3","1550","1633","87"
"4","ref3","1871","1901","98"
"2","ref1","5273","5332","81"
"2","ref1","6760","6782","81"
"6","ref3","1904","1929","91"
"1","ref1","2126","2173","82"
"10","ref4","6136","6329","89"
"3","ref1","5066","5385","92"
"4","ref5","5135","5286","91"
"11","ref1","2641","2724","81"
"9","ref2","2318","2809","81"
"11","ref4","8020","8156","94"
"7","ref1","5553","5625","95"
"1","ref2","3516","3730","87"
"7","ref1","5052","5333","86"
"1","ref2","3507","3559","90"
"11","ref2","3334","3562","82"
"9","ref1","1915","1925","88"
"5","ref4","9287","9678","81"
"9","ref2","2402","3401","100"
"1","ref1","3305","3377","85"
"7","ref3","1520","1596","100"
"9","ref1","3534","3632","95"
"4","ref1","3326","3837","97"
"1","ref4","6999","7048","87"
"12","ref1","7345","7568","92"
"9","ref1","2568","2687","80"
"5","ref4","6839","7419","81"
"1","ref1","1369","1397","93"
"1","ref1","1628","1757","92"
"3","ref3","1517","1523","92"
"1","ref1","158","196","82"
"6","ref3","1586","1729","88"
"3","ref2","2798","3797","95"
"1","ref2","3934","4933","91"
"10","ref1","336","711","92"
"1","ref4","6920","7028","86"
"1","ref4","6280","6490","90"
"4","ref4","8835","9834","99"
"5","ref4","7660","7688","86"
"6","ref2","3878","4172","81"
"12","ref1","3085","3133","84"
"7","ref1","687","741","92"
"10","ref2","2270","2480","81"
"8","ref2","3376","3583","90"
"2","ref3","1809","1860","88"
"10","ref2","3956","4561","97"
"2","ref2","3337","4254","91"
"4","ref3","1586","1604","82"
"3","ref4","8360","8741","89"
"9","ref4","6342","7059","86"
"8","ref1","4793","4866","84"
"8","ref1","5227","5293","100"
"6","ref2","2278","2476","97"
"4","ref2","2960","3043","93"
"12","ref2","3015","3134","80"
"5","ref3","1978","2002","96"
"10","ref5","7010","8009","87"
"9","ref1","1377","1406","99"
"6","ref2","3822","4821","98"
"7","ref2","3793","4300","86"
"8","ref2","2103","2342","93"
"8","ref5","7277","7391","99"
"1","ref2","2190","3189","87"
"11","ref3","1588","1677","85"
"11","ref1","6484","6608","95"
"1","ref5","7751","8076","97"
"12","ref2","3061","3141","82"
"7","ref4","9418","9506","83"
"3","ref1","6940","6994","84"
"2","ref4","9562","9602","91"
"10","ref4","8190","8747","80"
"4","ref4","8307","8459","100"
"3","ref1","1972","2083","97"
"12","ref1","3456","3601","86"
"7","ref1","2711","3141","89"
"3","ref1","721","837","97"
"10","ref1","4636","4744","96"
"5","ref2","3006","3734","96"
"12","ref1","4501","4720","91"
"7","ref4","9097","9440","95"
"3","ref2","2854","3573","86"
"7","ref2","2951","3548","92"
"7","ref1","3039","3054","99"
"7","ref1","740","787","98"
"3","ref2","3651","4019","82"
"12","ref4","8648","8701","91"
"7","ref4","8246","8355","98"
"10","ref5","8071","8328","86"
"8","ref1","6844","6953","98"
"11","ref3","1784","1901","88"
"4","ref1","5587","5739","99"
"4","ref4","8916","8918","85"
"10","ref1","1497","1585","89"
"5","ref1","7683","8076","81"
"6","ref5","4904","5903","80"
"9","ref1","7887","8120","96"
"12","ref3","1913","2004","95"
"12","ref1","1324","1380","88"
"1","ref1","5612","5892","98"
"2","ref4","6591","6944","96"
"7","ref2","3812","4070","97"
"7","ref5","8964","9092","94"
"1","ref1","2083","2250","90"
"9","ref4","6393","6948","83"
"3","ref4","6183","6418","84"
"11","ref4","8337","9336","99"
"12","ref1","1083","1116","85"
"9","ref4","6022","6053","95"
"7","ref3","1599","1606","93"
"11","ref4","8611","8679","91"
"11","ref2","3597","4504","96"
"10","ref1","983","1528","82"
"1","ref4","6336","6583","95"
"10","ref4","8953","9103","98"
"11","ref4","7007","7110","85"
"9","ref1","2582","2676","89"
"10","ref2","3841","4840","92"
"4","ref2","3620","4315","93"
"11","ref4","9697","10023","82"
"11","ref4","7170","7239","83"
"9","ref3","1589","1598","81"
"3","ref5","5291","5537","93"
"7","ref1","4406","4502","81"
"2","ref2","2504","3007","89"
"2","ref1","477","638","97"
"11","ref2","2625","2687","86"
"10","ref3","1847","2390","88"
"5","ref4","8665","8929","91"
"10","ref1","982","1284","86"
"12","ref1","4614","4617","100"
"2","ref3","1719","1746","95"
"12","ref4","9872","10018","100"
"7","ref5","8392","9391","92"
"10","ref1","1007","1068","88"
"8","ref3","1850","1968","89"
"9","ref5","7282","8030","96"
"6","ref2","2306","3072","95"
"5","ref2","2148","2276","89"
"6","ref2","3329","3445","91"
"6","ref4","6002","6273","82"
"3","ref2","2069","2205","81"
"3","ref1","7380","7466","100"
"4","ref1","5351","5421","94"
"6","ref1","1740","1803","92"
"9","ref1","7683","7729","98"
"11","ref1","4868","5105","84"
"9","ref4","7044","8022","80"
"1","ref1","1542","1587","90"
"12","ref1","7850","7879","90"
"3","ref2","2856","3056","91"
"4","ref4","8034","8129","93"
"11","ref4","9003","9428","84"
"1","ref2","2655","2704","99"
"3","ref3","1634","1655","95"
"10","ref2","2161","2700","91"
"3","ref1","1096","1174","95"
"1","ref2","2792","3166","81"
"8","ref3","1694","1715","90"
"4","ref2","3020","3098","84"
"6","ref3","1596","1868","96"
"1","ref1","2644","2710","94"
"12","ref1","7850","8038","85"
"5","ref4","6432","6623","81"
"2","ref4","6621","6788","94"
"7","ref3","1501","1555","93"
"8","ref1","5098","5476","85"
"8","ref2","2916","3545","88"
"9","ref1","434","535","87"
"2","ref1","4727","5000","86"
"9","ref3","1668","1719","95"
"2","ref1","6762","6980","93"
"12","ref3","1697","1872","94"
"9","ref4","9536","9870","81"
"1","ref3","1559","1743","83"
"10","ref1","325","540","92"
"1","ref5","7389","8388","97"
"12","ref4","8697","8972","80"
"6","ref2","2940","3308","88"
"12","ref3","1800","1933","87"
"3","ref2","2285","3284","80"
"1","ref3","1668","2328","83"
"10","ref4","6306","6353","86"
"4","ref5","7217","7338","86"
"9","ref4","9019","9315","92"
"11","ref4","8866","9040","87"
"10","ref4","7167","7308","88"
"3","ref1","5371","6240","95"
"12","ref5","4889","5330","97"
"4","ref3","1638","1672","93"
"11","ref1","1600","1665","91"
"5","ref4","6274","6915","89"
"2","ref3","1690","1775","89"
"12","ref3","1745","1761","82"
