"channel","reference","start","end","identity"
"8","ref1","3064","3685","83"
"4","ref4","9436","9684","89"
"1","ref3","1564","1761","83"
"3","ref2","2261","2378","100"
"8","ref2","2482","3276","97"
"4","ref2","3646","3931","96"
"4","ref5","5927","6926","83"
"12","ref2","3604","3697","85"
"8","ref2","2747","3746","80"
"7","ref2","3930","4081","82"
"8","ref1","1335","1389","90"
"6","ref1","7604","7625","81"
"10","ref4","9315","9588","80"
"11","ref1","1774","1826","91"
"3","ref2","3899","4088","80"
"4","ref2","2657","2734","94"
"5","ref4","6843","6932","99"
"3","ref1","6284","6372","92"
"8","ref3","1885","1898","84"
"9","ref4","6432","6926","100"
"12","ref4","7145","7549","83"
"4","ref3","1572","1595","82"
"1","ref2","2611","3610","100"
"3","ref1","4501","4516","93"
"3","ref4","6675","6979","91"
"10","ref3","1616","1620","85"
"3","ref3","1892","1959","91"
"11","ref2","2429","2719","97"
"5","ref2","2741","2962","83"
"4","ref4","7510","8509","82"
"6","ref1","311","342","80"
"7","ref3","1664","1674","83"
"1","ref3","1558","1733","86"
"5","ref1","871","943","84"
"5","ref1","4356","4498","98"
"3","ref2","3074","3463","90"
"12","ref1","2386","2503","97"
"11","ref2","2807","3183","88"
"9","ref5","4384","4758","97"
"3","ref3","1863","1881","96"
"8","ref2","2983","3460","95"
"1","ref3","1934","1947","92"
"6","ref3","1816","1841","88"
"4","ref1","4242","4344","84"
"5","ref2","3621","3683","92"
"1","ref4","8704","9078","97"
"12","ref3","1521","1849","92"
"9","ref4","7975","8708","80"
"2","ref2","2591","2727","91"
"11","ref1","5124","5364","81"
"1","ref4","6991","7990","91"
"6","ref3","1640","1914","85"
"6","ref2","2603","2922","99"
"2","ref3","1711","1876","90"
"3","ref5","4428","4518","84"
"12","ref2","2239","2800","83"
"10","ref3","1970","2012","87"
"4","ref3","1932","2004","83"
"10","ref1","4573","4599","84"
"7","ref2","3246","3693","80"
"8","ref1","3607","3876","98"
"1","ref3","1684","1753","99"
"11","ref2","3875","4290","80"
"5","ref4","6321","6569","90"
"2","ref3","1525","1564","85"
"12","ref2","3433","4343","84"
"4","ref3","1858","2038","87"
"7","ref4","6410","6616","99"
"12","ref4","6507","6557","91"
"3","ref5","6963","7045","86"
"10","ref2","2459","2670","98"
"9","ref3","1573","1651","92"
"2","ref4","8959","9034","99"
"11","ref3","1688","1709","92"
"5","ref2","2992","3208","89"
"10","ref2","3265","4264","90"
"7","ref3","1590","1617","100"
"9","ref2","2270","3269","91"
