"channel","reference","start","end","identity"
"6","ref2","3259","4247","95"
"5","ref5","6375","7374","99"
"5","ref4","7305","7480","93"
"9","ref1","5961","5995","81"
"5","ref2","2834","3138","84"
"9","ref4","8771","8984","86"
"3","ref5","7781","8090","89"
"5","ref3","1594","1861","97"
"12","ref2","2996","3212","90"
"2","ref2","2068","3022","90"
"3","ref2","3878","3942","95"
"11","ref4","8782","8879","84"
"9","ref3","1628","1637","92"
"9","ref3","1692","1760","91"
"12","ref4","8126","8198","93"
"5","ref1","5266","5346","92"
"2","ref5","7688","8687","90"
"12","ref2","3248","4247","94"
"6","ref4","6785","6987","83"
"1","ref1","6484","6536","90"
"6","ref1","327","572","82"
"3","ref4","9186","9999","98"
"11","ref4","7623","7750","86"
"7","ref4","9690","9758","89"
"11","ref1","175","251","88"
"11","ref2","2625","2918","100"
"7","ref1","4519","4631","91"
"5","ref4","7177","7496","93"
"11","ref2","2254","3253","83"
"7","ref1","507","749","87"
"1","ref4","8209","8345","82"
"11","ref1","7570","7594","97"
"3","ref3","1849","1875","81"
"5","ref5","4047","5046","95"
"9","ref3","1765","1793","87"
"4","ref1","3036","3103","97"
"3","ref2","3731","3989","99"
"4","ref4","8609","8863","96"
"5","ref2","2827","3004","83"
"6","ref1","4355","4370","94"
"11","ref4","7084","7479","90"
"1","ref2","3671","3772","86"
"6","ref2","2863","3170","93"
"12","ref4","7843","7917","92"
"1","ref4","6591","6993","96"
"2","ref2","2911","3837","84"
"12","ref1","5238","5653","90"
"7","ref1","2849","2972","80"
"7","ref3","1911","2311","92"
"11","ref3","1722","1818","87"
"11","ref1","1322","1380","95"
"2","ref1","5035","5076","90"
"4","ref2","2784","2969","99"
"5","ref5","7644","7740","90"
"11","ref4","9320","9339","84"
"4","ref4","6968","7089","87"
"4","ref2","3248","3380","97"
"5","ref2","2628","2857","89"
"9","ref4","8830","9002","94"
"7","ref1","1474","1671","89"
"10","ref1","4727","5207","94"
"11","ref2","3710","4132","95"
"3","ref2","3196","3952","95"
"3","ref4","6935","7016","95"
"7","ref1","1481","1882","91"
"11","ref1","874","944","89"
"11","ref5","4062","5061","91"
"6","ref3","1532","1772","90"
"4","ref2","2078","2248","84"
"8","ref3","1614","1638","82"
"8","ref2","3532","3658","86"
"5","ref3","1540","1620","83"
"12","ref1","4889","4979","97"
"2","ref4","9345","9413","83"
"10","ref3","1603","1958","83"
