"channel","reference","start","end","identity"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1689","2152","0.9468085106382979"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7329","7787","0.9375"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1710","2149","0.9420935412026726"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14883","15091","0.8565022421524664"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8901","9368","0.9090909090909091"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4071","4562","0.931237721021611"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4878","5354","0.9545454545454546"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2518","2997","0.9251012145748988"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9351","0.8968421052631579"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9284","9780","0.8954635108481263"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11651","12147","0.90625"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7324","7778","0.8829787234042553"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12840","13337","0.91015625"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7322","7785","0.9243697478991597"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","18434","18909","0.946058091286307"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3288","3791","0.793713163064833"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8901","9368","0.8586278586278586"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1264","1726","0.9147609147609148"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16967","0.8653465346534653"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6994","0.9070247933884298"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10507","10967","0.9386892177589852"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13328","0.9238476953907816"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","14076","14548","0.8724279835390947"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12850","13341","0.9304174950298211"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","14097","14563","0.9208333333333333"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16578","0.9127789046653144"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1349","0.9235412474849095"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.9131313131313131"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5280","5779","0.9214145383104125"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.8967611336032388"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.871900826446281"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13689","13948","0.9315589353612167"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.9128712871287129"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11245","11705","0.908315565031983"
"3","KF113528|Kelle_1|DRC|2003","989","1349","0.7642276422764228"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.913894324853229"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.8597938144329897"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13275","13751","0.9316770186335404"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5357","0.9491869918699187"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1747","0.9416342412451362"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4503","4963","0.9238900634249472"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6987","0.893305439330544"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.9123505976095617"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4579","0.8950381679389313"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.8873517786561265"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1751","0.8447937131630648"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4588","0.9274809160305344"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5280","5770","0.9338677354709419"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4883","5366","0.924643584521385"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8188","8526","0.9450867052023122"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1335","0.9124236252545825"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10108","10528","0.8778801843317973"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5363","0.9292730844793713"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2521","2997","0.9647302904564315"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13364","13774","0.918854415274463"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5319","5767","0.8766233766233766"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14559","0.9375"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12469","12942","0.9414225941422594"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2894","3370","0.8817635270541082"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3306","3770","0.9036885245901639"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11651","12145","0.9281553398058252"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","434","924","0.8972332015810277"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7324","7787","0.8718487394957983"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2066","2571","0.8679927667269439"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9281","9787","0.9494163424124513"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4505","4969","0.854251012145749"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5348","0.9149797570850202"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7323","7768","0.952914798206278"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12843","13341","0.8915187376725838"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14544","0.8964803312629399"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5366","0.95"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13682","14155","0.8895705521472392"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2075","2577","0.9242718446601942"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8521","8980","0.9385593220338984"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1687","2153","0.9297872340425531"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","17714","18173","0.9188034188034188"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9357","0.9284210526315789"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4911","5354","0.9052863436123348"
"1","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1699","2163","0.8995901639344263"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16490","16960","0.9354166666666667"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10503","10967","0.913135593220339"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10489","10953","0.8847736625514403"
"1","KC242792|Gabon|Gabon|1994","10499","10967","0.9126819126819127"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4880","5366","0.9196787148594378"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2894","3370","0.9175257731958762"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10503","10963","0.9139784946236559"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12852","13341","0.9031620553359684"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7196","7387","0.9289340101522843"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1687","2153","0.9471458773784355"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16494","16959","0.9206680584551148"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12477","12942","0.9237113402061856"
"1","KC242784|9_Luebo|DRC|2007","13672","14155","0.8507751937984496"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5401","5778","0.8371501272264631"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5366","0.9"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1698","2166","0.9347368421052632"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5354","0.8995983935742972"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.868"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16095","16575","0.9260780287474333"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9355","0.9197530864197531"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5290","5779","0.8913043478260869"
