"channel","reference","start","end","identity"
"9","ref1","4929","5015","91"
"1","ref3","1884","1887","100"
"9","ref4","6143","6414","80"
"9","ref5","7151","7314","80"
"4","ref1","7682","8168","88"
"7","ref3","1554","1995","81"
"11","ref3","1687","1819","93"
"3","ref5","8203","9202","95"
"5","ref1","925","1036","94"
"7","ref3","1857","1882","99"
"7","ref1","7793","7917","86"
"5","ref4","9024","9275","89"
"2","ref5","6527","7337","99"
"7","ref1","1794","1844","97"
"12","ref1","1271","1304","91"
"2","ref2","2811","3050","95"
"5","ref3","1533","1576","83"
"4","ref1","4337","4550","100"
"9","ref3","1574","1612","99"
"9","ref5","5603","5815","92"
"9","ref4","6026","6051","84"
"10","ref4","8361","8724","94"
"2","ref3","1673","1714","98"
"6","ref4","7398","7514","100"
"4","ref1","3581","3674","97"
"3","ref1","701","732","94"
"11","ref4","7179","7327","89"
"10","ref4","8739","8806","80"
"9","ref3","1677","1714","99"
"5","ref1","595","623","96"
"1","ref4","6501","6675","98"
"3","ref1","4215","4434","99"
"12","ref1","7356","7409","83"
"6","ref3","1510","1603","82"
"1","ref4","7560","7724","91"
"11","ref5","8115","8175","87"
"9","ref5","6810","7544","87"
"12","ref3","1729","1788","88"
"7","ref2","2240","2341","86"
"11","ref4","7211","7513","90"
"5","ref1","1119","1862","87"
"10","ref2","2414","3025","97"
"1","ref3","1733","1750","87"
"9","ref4","9491","9620","94"
"5","ref4","8599","8676","97"
"3","ref3","1793","1942","82"
"1","ref3","1973","2108","98"
"4","ref4","6314","6657","90"
"9","ref2","3247","3261","97"
"3","ref2","2180","2202","90"
"7","ref4","9141","9900","80"
"11","ref1","583","761","95"
"1","ref3","1508","1911","97"
"9","ref2","2050","2674","90"
"6","ref3","1923","1967","81"
"2","ref2","3135","3826","82"
"1","ref2","2830","3067","96"
"12","ref4","8952","9110","96"
"2","ref1","3311","3559","84"
"11","ref4","9629","9917","91"
"3","ref2","3833","4003","89"
"7","ref4","8542","8783","94"
"3","ref4","6989","7078","98"
"12","ref4","8614","8697","82"
"8","ref1","7854","7909","85"
"8","ref1","6863","6947","88"
"6","ref4","7413","7607","90"
"1","ref2","3697","4172","88"
"4","ref1","3928","3973","99"
"7","ref1","620","658","93"
"1","ref4","6363","6500","91"
"11","ref5","7145","7821","94"
"5","ref1","6291","6299","83"
"12","ref2","3738","3963","88"
"6","ref3","1931","1951","94"
"2","ref4","8213","9212","90"
"7","ref1","6343","6374","97"
"8","ref4","8757","8896","85"
"10","ref1","5024","5076","94"
"2","ref4","9087","9182","100"
"5","ref3","1686","1751","82"
"5","ref4","8819","9187","82"
"6","ref4","8904","9167","94"
"11","ref5","7644","8643","82"
"11","ref4","6448","6481","85"
"12","ref4","6679","6961","83"
"2","ref1","3140","3319","99"
"5","ref1","1274","1623","80"
"8","ref4","6137","6402","84"
"12","ref1","721","1200","100"
"12","ref4","6530","6652","90"
"4","ref2","3138","3331","94"
"7","ref2","2632","2789","83"
"8","ref2","2255","3225","97"
"9","ref1","5826","6042","85"
"7","ref3","1676","1686","97"
"6","ref4","7508","8507","95"
"6","ref2","3968","4105","88"
"3","ref3","1927","1958","90"
"9","ref2","2636","2779","94"
"9","ref3","1542","1645","83"
"9","ref2","3855","4420","82"
"2","ref2","2324","2429","87"
"9","ref1","2899","3023","100"
"12","ref2","3666","4118","92"
"9","ref4","8272","8991","94"
"8","ref4","7027","7136","84"
"3","ref2","3183","3275","91"
"9","ref1","16","159","85"
"1","ref4","6546","7545","97"
"9","ref2","2201","2474","93"
"11","ref5","6233","7232","99"
"2","ref1","7863","7892","81"
"10","ref2","3399","3589","82"
"12","ref4","8041","8104","80"
"11","ref4","7143","7200","80"
"5","ref1","514","625","87"
"10","ref1","1346","1412","92"
"3","ref4","9187","9643","82"
"8","ref3","1880","1929","100"
"2","ref2","2360","2574","83"
"7","ref4","7115","8114","81"
"4","ref2","2756","2955","100"
"8","ref4","7543","7609","100"
"1","ref2","3479","3647","81"
"1","ref4","8012","8103","100"
"6","ref2","3302","3571","96"
"6","ref1","4953","5002","80"
"11","ref1","5225","5256","80"
"11","ref1","2721","3053","89"
"6","ref2","2885","3057","85"
"7","ref4","6604","6964","90"
"5","ref4","9831","10245","98"
"7","ref1","6036","6499","88"
"12","ref1","5484","5517","91"
"3","ref1","1888","1966","88"
"7","ref3","1582","1587","81"
"3","ref1","1127","1425","100"
"7","ref5","8741","8820","89"
"4","ref1","312","479","87"
"5","ref3","1815","1831","98"
"4","ref3","1678","1703","100"
"8","ref4","6811","7212","94"
"9","ref1","737","875","87"
"2","ref3","1946","2038","83"
"11","ref3","1939","1976","87"
"4","ref4","6148","6728","94"
"9","ref2","3886","3910","90"
"12","ref4","9332","9454","80"
"7","ref5","5515","6447","90"
"6","ref2","3544","3785","92"
"5","ref4","8585","8755","86"
"3","ref5","6284","6501","86"
"6","ref3","1543","1559","89"
"12","ref3","1917","1968","94"
"3","ref3","1623","1678","91"
"6","ref2","2006","2179","95"
"12","ref1","6268","6314","87"
"8","ref3","1532","1544","88"
"2","ref4","8380","8507","95"
"8","ref5","4583","4835","82"
"3","ref2","3744","3956","87"
"10","ref4","7070","7296","84"
"11","ref4","7290","8289","83"
"3","ref3","1531","1567","90"
"9","ref1","3472","3543","98"
"4","ref1","4390","4534","85"
"10","ref1","1039","1062","90"
"4","ref5","4588","4907","93"
"12","ref3","1916","1947","90"
"11","ref3","1687","1894","89"
"9","ref4","6833","7001","91"
"1","ref1","1359","1375","96"
"9","ref1","351","420","87"
"6","ref4","9779","9877","88"
"5","ref4","7228","7290","99"
"12","ref4","9385","9427","88"
"3","ref4","6624","7036","94"
"2","ref2","2591","2890","93"
"7","ref2","2406","3405","87"
"12","ref4","9646","9735","91"
"3","ref2","2325","3324","99"
"3","ref4","9675","10643","81"
"10","ref1","6849","6927","82"
"4","ref4","7380","7517","90"
"3","ref1","6560","6610","97"
"3","ref4","6203","7202","84"
"5","ref5","6459","7458","94"
"7","ref2","3125","3209","95"
"5","ref5","7457","8181","90"
"10","ref1","4825","5482","93"
"1","ref4","6677","7676","86"
"9","ref3","1871","1915","92"
"5","ref4","8442","8672","84"
"12","ref4","7119","7179","93"
"2","ref4","6013","6063","80"
"1","ref3","1937","1955","89"
"2","ref1","2976","3199","81"
"5","ref3","1697","1749","83"
"1","ref4","7017","7976","99"
"9","ref1","4679","4971","84"
"12","ref1","5360","5826","95"
"11","ref3","1591","1599","87"
"9","ref4","9921","9964","98"
"1","ref2","2394","3393","91"
"12","ref1","3382","3415","92"
"1","ref2","2324","2702","97"
"8","ref1","4394","4594","94"
"8","ref4","8596","9053","80"
"5","ref2","2025","2178","94"
"1","ref1","1036","1283","95"
"8","ref2","3628","3933","81"
"5","ref4","7649","7726","80"
"3","ref1","7556","7608","96"
"6","ref1","6825","6870","82"
"10","ref4","8786","9785","94"
"5","ref4","7803","8031","95"
"2","ref4","6550","6793","86"
"12","ref2","2649","3216","81"
"12","ref4","7024","8023","97"
"5","ref3","1556","1634","82"
"5","ref4","9212","10211","93"
"3","ref3","1648","1991","83"
"7","ref4","6855","7159","82"
"10","ref1","7824","8105","93"
"8","ref4","7842","8076","90"
"12","ref5","8193","8362","86"
"2","ref4","9350","9374","80"
"4","ref4","7853","8058","81"
"10","ref1","6881","6951","90"
"9","ref3","1933","1989","100"
"4","ref4","6473","6734","81"
"1","ref3","1596","1645","100"
"8","ref2","2169","3085","91"
"7","ref4","8624","8942","92"
"12","ref3","1754","1843","80"
"12","ref1","7562","7645","97"
"7","ref4","8132","8263","96"
"10","ref3","1864","1906","91"
"1","ref2","2982","3174","80"
"2","ref4","9370","10356","91"
"6","ref2","2776","2906","86"
