"channel","reference","start","end","identity"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10503","10968","0.9475890985324947"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16969","0.8959183673469387"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16513","16971","0.859538784067086"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5283","5766","0.751984126984127"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4114","4521","0.8154205607476636"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6997","0.8295687885010267"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5359","0.9071146245059288"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9366","0.9359504132231405"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4085","4562","0.9235537190082644"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13649","14156","0.9319066147859922"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5355","0.9308943089430894"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","862","1341","0.9240246406570842"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","861","1328","0.8385744234800838"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9351","0.9316239316239316"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13678","14156","0.9202453987730062"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1338","0.9469387755102041"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1256","1750","0.90234375"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9365","0.9107505070993914"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","15276","15768","0.95"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16500","16937","0.9192825112107623"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1695","2163","0.9102296450939458"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1332","0.8964803312629399"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8908","9316","0.9036144578313253"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.8716904276985743"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","15276","15768","0.9147286821705426"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11244","11523","0.9059233449477352"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","869","1349","0.9481327800829875"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.8947368421052632"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6526","6997","0.920997920997921"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","862","1343","0.898406374501992"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5284","5768","0.9294354838709677"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","871","1347","0.9257731958762887"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16970","0.9311740890688259"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8994","0.9214876033057852"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13341","0.8613861386138614"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1752","0.8656429942418427"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4074","4581","0.9205426356589147"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6523","6850","0.8849557522123894"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16105","16575","0.9235537190082644"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3711","4166","0.9182795698924732"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5305","5779","0.906"
