"channel","reference","start","end","identity"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9268","9777","0.9147727272727273"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4890","5366","0.9085365853658537"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4074","4562","0.9518072289156626"
"3","KC242784|9_Luebo|DRC|2007","8523","8993","0.9472573839662447"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4886","5366","0.8707070707070707"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3289","3778","0.956"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3299","3791","0.8794466403162056"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11258","11711","0.8021505376344086"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5355","0.9348268839103869"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10508","10967","0.9159663865546218"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.9218436873747495"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13281","13751","0.9474789915966386"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4876","5357","0.888663967611336"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5349","0.9484536082474226"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8515","8993","0.8775933609958506"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13278","13751","0.9008097165991903"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8893","9352","0.90625"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5280","5779","0.9298245614035088"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","9268","9770","0.9311023622047244"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.9649484536082474"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1317","0.9122055674518201"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1736","2163","0.8600451467268623"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.9169960474308301"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8523","8993","0.9372384937238494"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4493","4970","0.9222903885480572"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.924643584521385"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.8379446640316206"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16105","16543","0.9170403587443946"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8519","8993","0.8983402489626556"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3289","3778","0.9206349206349206"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.9054325955734407"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12841","13331","0.878727634194831"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4886","5359","0.9200819672131147"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8982","0.9268817204301075"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10958","0.919917864476386"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12137","0.9196787148594378"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","128","521","0.9095477386934674"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16500","16971","0.9272349272349273"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4883","5341","0.872651356993737"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6997","0.8693069306930693"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13673","14136","0.8935281837160751"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8515","8993","0.936734693877551"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16114","16563","0.93058568329718"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","884","1347","0.9243697478991597"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14156","0.8915187376725838"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8899","9367","0.9248434237995825"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","876","1349","0.835030549898167"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8528","8993","0.8870292887029289"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.9163265306122449"
"3","KC242784|9_Luebo|DRC|2007","8537","8993","0.9331896551724138"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11244","11718","0.8964803312629399"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13341","0.8441814595660749"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12851","13341","0.896414342629482"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9367","0.9138655462184874"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9357","0.9436325678496869"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9368","0.9040816326530612"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8910","9365","0.9322033898305084"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4081","4562","0.822"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16500","16971","0.9043659043659044"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4071","4577","0.9050387596899225"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","9268","9754","0.9165009940357853"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","9268","9781","0.8425047438330171"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10967","0.9016736401673641"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4572","0.919921875"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1338","0.9175050301810865"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13663","14128","0.885480572597137"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10967","0.9081419624217119"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13341","0.902"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5351","0.9304703476482618"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","2004","2157","0.9683544303797469"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","885","1349","0.9180672268907563"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5291","5779","0.9169960474308301"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9368","0.91701244813278"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16517","0.8955916473317865"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5297","5767","0.9366053169734151"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13341","0.8966202783300199"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10503","10967","0.917864476386037"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.9090909090909091"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9317","0.9074074074074074"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8519","8993","0.8785425101214575"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13681","14156","0.9230769230769231"
"3","KM519951|Boende-Lokolia|DRC|2014","8519","8975","0.8696581196581197"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6992","0.8713692946058091"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5350","0.9366053169734151"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7324","7785","0.884453781512605"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","869","1349","0.9425051334702259"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8894","9365","0.94824016563147"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13688","14155","0.8670756646216768"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","858","1341","0.9063745019920318"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8902","9368","0.9389473684210526"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12466","12927","0.9234042553191489"
"1","KC242798|1Ikot|Gabon|1996","3696","4161","0.9358974358974359"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9268","9777","0.9325626204238922"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8515","8980","0.8553719008264463"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5289","5779","0.9366336633663367"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","15294","15767","0.9279835390946503"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3694","4158","0.879492600422833"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8526","8996","0.9459459459459459"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5354","0.8888888888888888"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1706","2166","0.9049586776859504"
