"channel","reference","start","end","identity"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4131","4588","0.9027484143763214"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9354","0.9595744680851064"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10502","10967","0.940552016985138"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1699","2161","0.9339019189765458"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11244","11713","0.8495934959349594"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10499","10967","0.8336798336798337"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3289","3791","0.9395711500974658"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","863","1335","0.9075975359342916"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13275","13751","0.896414342629482"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6997","0.9454926624737946"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12131","0.890020366598778"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12842","13293","0.785140562248996"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12145","0.9436619718309859"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5357","0.9251012145748988"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6531","7008","0.8842315369261478"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11658","12119","0.8747346072186837"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8516","8980","0.9123931623931624"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1698","2163","0.9206680584551148"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13331","0.9244532803180915"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.9193548387096774"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9024896265560166"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.9298597194388778"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6122","6588","0.9238900634249472"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","435","929","0.8803921568627451"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4505","4970","0.9184100418410042"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1740","0.8359375"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10967","0.9596602972399151"
