"channel","reference","start","end","identity"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","862","1337","0.9219712525667351"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","434","927","0.9143426294820717"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","13680","14155","0.9259259259259259"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","2064","2571","0.9179389312977099"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","16490","16957","0.9371069182389937"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","4084","4583","0.9191321499013807"
"2","KC242798|1Ikot|Gabon|1996","460","918","0.9182795698924732"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6523","6986","0.9050632911392406"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","445","927","0.9249492900608519"
"1","KC242784|9_Luebo|DRC|2007","8901","9368","0.9326315789473684"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9268","9776","0.9320388349514563"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1699","2166","0.9256198347107438"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1251","1762","0.9070208728652751"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16500","16971","0.9159836065573771"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7321","7788","0.9260042283298098"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16910","17367","0.9222689075630253"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","18449","18921","0.9503105590062112"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5290","5771","0.9387755102040817"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16500","16971","0.9643605870020965"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.8811881188118812"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11650","12145","0.9235294117647059"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.902970297029703"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5366","0.9443339960238568"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4493","4969","0.8823529411764706"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14083","14535","0.922077922077922"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14503","14968","0.9390756302521008"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13668","14143","0.934560327198364"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4087","4585","0.9137254901960784"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4882","5364","0.9166666666666666"
