"channel","reference","start","end","identity"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","434","928","0.8717948717948718"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5290","5779","0.9594320486815415"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14085","14566","0.8904665314401623"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1251","1747","0.9403578528827038"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.9331983805668016"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","873","1349","0.9219712525667351"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9368","0.9489795918367347"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11659","12144","0.8413926499032882"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3300","3791","0.9244532803180915"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8967","0.9030837004405287"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4887","5366","0.9567901234567902"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4499","4965","0.9018789144050104"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8911","9368","0.9051724137931034"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4505","4970","0.8350515463917526"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16532","16961","0.8719646799116998"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","7008","0.91"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1687","2147","0.9127659574468086"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","14076","14544","0.941544885177453"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6523","7007","0.9153225806451613"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1762","0.9240986717267552"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10503","10963","0.930379746835443"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12134","0.9306122448979591"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1763","2097","0.8126801152737753"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10957","0.9556025369978859"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8894","9368","0.8977505112474438"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13342","0.892578125"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14144","0.8959183673469387"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14144","0.9016393442622951"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12145","0.9145129224652088"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5289","5776","0.9298597194388778"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12855","13341","0.8853118712273642"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4503","4943","0.8980044345898004"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","18447","18917","0.9111570247933884"
