"channel","reference","start","end","identity"
"2","ref1","1013","1106","99"
"10","ref4","9912","10044","82"
"6","ref1","3043","3267","100"
"2","ref4","6922","6990","82"
"11","ref3","1836","1872","83"
"7","ref1","2833","2947","90"
"9","ref3","1657","1749","92"
"5","ref4","8955","9074","88"
"12","ref3","1540","1571","90"
"3","ref1","2868","2890","84"
"1","ref1","6475","6707","80"
"8","ref4","9430","9746","84"
"2","ref4","8806","8916","96"
"2","ref2","2633","2729","90"
"4","ref4","9023","9063","94"
"12","ref4","8228","8258","85"
"7","ref4","9684","9816","87"
"4","ref1","2952","3044","98"
"1","ref4","9982","10489","96"
"1","ref3","1790","1823","99"
"9","ref3","1797","2001","81"
"10","ref2","2734","3733","90"
"5","ref1","7915","7957","88"
"2","ref3","1912","2022","99"
"4","ref1","4913","4932","96"
"11","ref2","2347","2591","97"
"2","ref4","7032","7119","96"
"4","ref3","1858","2198","93"
"10","ref1","7919","8065","92"
"1","ref1","4163","4275","83"
"10","ref3","1586","1599","96"
"3","ref2","2771","2933","96"
"8","ref4","8675","8777","95"
"5","ref1","5804","5958","87"
"10","ref4","8471","8738","82"
"10","ref5","7046","7243","86"
"4","ref1","2064","2120","82"
"4","ref2","2068","3067","97"
"6","ref2","3910","4415","84"
"5","ref4","9101","9304","81"
"6","ref1","883","962","89"
"2","ref3","1593","1647","83"
"11","ref4","8335","8480","94"
"3","ref3","1672","1706","92"
"6","ref4","7465","7474","91"
"8","ref2","2096","2598","91"
"8","ref2","2627","2693","88"
"3","ref2","3586","3692","92"
"10","ref4","6549","6626","86"
"11","ref1","5869","6463","90"
"4","ref1","3718","3783","100"
"5","ref5","7023","7407","94"
"11","ref5","4921","5474","84"
"6","ref4","7764","8146","90"
"12","ref2","2010","2720","94"
"12","ref2","2938","3937","87"
"2","ref4","6306","6471","98"
"11","ref4","6035","6059","85"
"11","ref2","2241","2519","91"
"12","ref5","6756","7043","88"
"9","ref5","6606","6975","97"
"5","ref4","8880","9010","88"
"5","ref4","6267","7191","83"
