"channel","reference","start","end","identity"
"1","ref2","2502","3069","90"
"10","ref3","1827","1954","86"
"2","ref1","7814","8066","100"
"10","ref3","1676","1691","84"
"1","ref4","9091","9166","98"
"3","ref1","2320","2358","85"
"1","ref2","2281","2503","94"
"6","ref3","1640","1721","84"
"6","ref5","4163","4896","82"
"5","ref5","6736","7148","82"
"11","ref1","1208","1322","90"
"3","ref1","5819","5976","95"
"1","ref3","1610","1695","95"
"11","ref2","2660","2836","99"
"7","ref1","2355","2393","98"
"10","ref5","5754","6201","85"
"7","ref5","7328","7474","90"
"8","ref2","3082","3149","84"
"11","ref1","1057","1113","91"
"9","ref2","2919","3051","99"
"9","ref3","1634","1688","84"
"6","ref4","7616","7671","94"
"6","ref1","241","281","80"
"1","ref2","2662","3318","90"
"2","ref4","9868","10791","98"
"2","ref2","3545","4500","97"
"6","ref2","2717","2824","98"
"3","ref3","1879","1916","82"
"5","ref4","8993","9068","91"
"9","ref2","2548","2616","94"
"10","ref1","7048","7082","96"
"8","ref2","2579","2821","99"
"9","ref1","2167","2707","88"
"4","ref3","1557","1594","82"
"10","ref4","9426","9464","90"
"1","ref1","7055","7413","80"
"8","ref2","3379","3559","83"
"4","ref3","1952","2006","99"
"8","ref2","3974","4308","85"
"5","ref4","6120","6498","98"
"3","ref1","2149","2202","90"
"9","ref5","8323","8381","96"
"8","ref2","3282","3375","83"
"11","ref2","2593","2669","92"
"5","ref1","3157","3287","94"
"1","ref2","3225","3729","80"
"2","ref3","1513","1880","81"
"12","ref2","3503","4062","88"
"11","ref1","53","99","81"
"5","ref5","7222","7413","83"
"1","ref1","1803","1946","92"
"12","ref4","6386","6572","88"
"6","ref4","6265","6304","85"
"12","ref4","8977","9900","95"
"2","ref1","1407","2142","81"
"4","ref3","1550","1629","98"
"2","ref1","5060","5670","88"
"3","ref5","5216","6215","99"
"5","ref4","6930","7009","87"
"1","ref2","2696","3517","90"
"9","ref4","7028","7476","100"
"5","ref5","4441","5440","96"
"10","ref3","1873","2041","98"
"5","ref1","3199","4198","81"
"6","ref1","6852","6860","83"
"1","ref1","2481","2618","100"
"1","ref3","1703","1764","98"
"10","ref1","1706","1788","84"
"5","ref1","1500","2499","80"
"4","ref1","7387","7438","88"
"4","ref3","1645","1717","100"
"6","ref3","1861","1890","97"
"2","ref1","3261","3860","82"
"1","ref4","6047","6107","95"
"7","ref1","4199","4406","80"
"8","ref4","6647","6922","93"
"6","ref1","7050","7180","90"
"8","ref3","1805","1814","96"
"10","ref3","1546","1549","85"
"9","ref4","7478","7594","86"
"10","ref4","9750","10076","92"
"3","ref3","1837","1838","87"
"9","ref4","9650","10611","83"
"3","ref1","5498","5670","87"
"7","ref1","6216","6230","99"
"11","ref1","3099","3695","81"
"5","ref1","4351","4452","90"
"10","ref2","3227","4226","87"
"1","ref2","3758","3814","92"
"11","ref1","5163","5196","92"
"5","ref1","4631","4703","98"
"9","ref2","2940","3223","94"
"10","ref4","9815","9854","84"
"11","ref3","1802","1912","82"
"4","ref4","9655","9722","91"
"6","ref1","2196","2436","89"
"2","ref1","6479","6696","80"
"5","ref2","3911","4910","96"
"4","ref1","1315","1399","96"
"7","ref1","7726","7824","87"
"1","ref5","7833","8703","93"
"9","ref2","3008","4007","98"
"4","ref2","3532","3576","90"
"5","ref3","1739","1785","97"
"10","ref1","1360","1533","97"
"1","ref4","7956","8477","100"
"4","ref1","6541","6573","86"
"7","ref1","3604","3673","83"
"1","ref1","7300","7444","89"
"11","ref2","3514","3961","93"
"11","ref3","1525","1695","80"
"10","ref2","2376","2483","99"
"8","ref3","1930","1938","82"
"8","ref3","1787","1961","83"
"8","ref2","3915","4421","90"
"5","ref2","2942","3120","88"
"8","ref3","1840","1923","86"
