"channel","reference","start","end","identity"
"5","ref2","3224","3693","87"
"4","ref2","3330","3427","84"
"6","ref2","2113","3112","85"
"8","ref3","1898","2087","83"
"4","ref4","9415","9753","86"
"2","ref4","9683","9743","99"
"12","ref2","2684","2923","84"
"10","ref4","8241","8303","82"
"11","ref4","9640","10454","94"
"5","ref4","8439","8474","81"
"1","ref5","7268","7825","91"
"5","ref2","2372","3140","94"
"6","ref3","1525","1628","80"
"1","ref4","6645","6813","99"
"8","ref1","6940","6962","99"
"12","ref4","8145","8888","83"
"6","ref1","3798","3901","94"
"9","ref2","2969","3220","89"
"3","ref4","7614","7923","97"
"10","ref3","1821","1868","87"
"11","ref2","2667","3314","92"
"10","ref2","3741","3912","100"
"10","ref1","2632","2868","88"
"2","ref4","6678","6776","91"
"6","ref4","9231","9766","84"
"8","ref2","3060","4059","89"
"3","ref3","1996","2084","81"
"9","ref4","7885","7971","80"
"4","ref3","1671","1691","91"
"2","ref1","2413","2435","86"
"12","ref4","7995","8573","83"
"10","ref4","7209","7327","90"
"3","ref5","5222","5390","89"
"12","ref4","8798","8900","96"
"6","ref4","7163","7429","97"
"7","ref4","9544","9598","100"
"4","ref1","2495","2559","96"
"12","ref2","2402","3079","95"
"6","ref4","8476","8580","80"
"3","ref1","4699","4738","99"
"3","ref2","3576","3712","84"
"6","ref2","2390","3389","81"
"8","ref2","3433","3498","92"
"9","ref1","7524","7611","88"
"12","ref1","746","901","90"
"4","ref1","4314","4344","89"
"9","ref1","2377","2408","88"
"4","ref4","8526","8633","100"
"2","ref5","7108","8107","83"
"6","ref1","2247","2336","99"
"1","ref4","7479","7523","86"
"1","ref4","8594","8842","92"
"9","ref3","1981","2123","88"
"7","ref2","3244","4243","84"
"11","ref2","3621","3753","85"
"6","ref4","7788","7970","82"
"3","ref4","9783","9853","100"
"7","ref4","8485","8526","90"
"8","ref2","2731","2849","94"
"1","ref4","7197","7907","88"
"4","ref4","8111","9048","100"
"4","ref2","3730","3928","90"
"8","ref2","3192","3729","87"
"5","ref4","9430","9740","90"
"2","ref1","4996","5031","93"
"3","ref2","2787","3087","96"
"4","ref4","7244","7368","81"
"4","ref4","7184","7257","100"
"8","ref1","4598","4776","84"
"10","ref1","5190","5272","93"
"1","ref1","777","1622","81"
"9","ref1","4914","4953","92"
"5","ref1","4422","4475","81"
"11","ref3","1905","1939","94"
"2","ref3","1919","2343","80"
"8","ref3","1675","1685","98"
"3","ref3","1738","1747","84"
"4","ref4","9487","9581","100"
"8","ref1","4844","4965","98"
"4","ref3","1555","1562","84"
"12","ref4","9978","10074","88"
"10","ref5","6892","7248","94"
"5","ref4","7268","7554","85"
"5","ref5","4833","5832","81"
"7","ref3","1579","1695","94"
"8","ref3","1805","1849","99"
"6","ref2","3544","4358","94"
"7","ref2","2542","3524","95"
"1","ref1","5729","5774","92"
"8","ref3","1974","2029","80"
"9","ref4","9723","9785","88"
"12","ref2","3826","4399","90"
"8","ref1","6279","6556","100"
"1","ref3","1697","1733","81"
"4","ref4","8261","8678","80"
"10","ref1","1956","2017","98"
"2","ref3","1616","1655","85"
"7","ref1","3635","3906","88"
"9","ref1","1372","1664","86"
"11","ref4","9759","9992","99"
"5","ref1","5778","5861","86"
"5","ref2","2762","2856","100"
"6","ref1","6291","6453","80"
"1","ref2","2207","2223","87"
"4","ref4","6233","6315","86"
"11","ref1","2746","2956","83"
"9","ref1","5999","6052","82"
"11","ref3","1993","2050","87"
"7","ref1","1037","1078","85"
"4","ref3","1674","1773","94"
"5","ref1","5814","5918","94"
"6","ref4","9583","10025","94"
"11","ref1","7360","7832","99"
"10","ref1","5558","5684","90"
"2","ref1","2357","2551","84"
"7","ref2","2136","2225","95"
"8","ref3","1894","2057","84"
"7","ref4","9819","10058","85"
"1","ref3","1827","2307","92"
"9","ref3","1905","1921","97"
"9","ref2","2069","2123","98"
"5","ref4","9968","10300","89"
"11","ref4","9839","10626","100"
"5","ref2","3042","3453","95"
"9","ref2","2150","3149","86"
"10","ref4","8300","8425","83"
"6","ref4","6432","6645","82"
"6","ref4","9749","9796","83"
"9","ref1","3293","3622","84"
"3","ref3","1593","1642","98"
"5","ref1","2288","2958","82"
"8","ref2","2445","2544","82"
"3","ref4","7443","7892","100"
"4","ref2","2704","3197","93"
"6","ref3","1517","1561","83"
"10","ref2","3024","3161","91"
"11","ref2","3127","3166","89"
"5","ref1","3897","3935","100"
"9","ref1","5817","5960","96"
"3","ref4","6708","6843","94"
"8","ref3","1594","1838","84"
"5","ref5","5887","6279","90"
"11","ref5","4672","5140","85"
"6","ref4","9766","10144","88"
"11","ref1","2481","2676","89"
"12","ref4","6531","6575","80"
"10","ref1","3799","3825","99"
"7","ref5","4171","4945","91"
"6","ref1","5606","5839","96"
"12","ref1","5607","5681","82"
"3","ref4","7000","7847","85"
"10","ref5","5102","5945","95"
"8","ref2","3110","3959","94"
"2","ref4","7355","7424","92"
"1","ref1","1129","1256","81"
"12","ref4","9278","9586","85"
"4","ref4","6684","6711","82"
"6","ref4","8508","9148","95"
"6","ref1","78","100","93"
"7","ref1","4996","5126","83"
"5","ref1","5970","5989","94"
"6","ref5","8785","8928","88"
"9","ref1","1052","1213","84"
"1","ref3","1837","1903","82"
"2","ref1","7434","7471","100"
"1","ref4","7042","7430","82"
"9","ref1","3516","3643","95"
"3","ref1","2263","2281","83"
"1","ref2","3650","3889","96"
"5","ref3","1901","1903","80"
"7","ref5","8909","8948","80"
"1","ref1","6930","7463","87"
"7","ref3","1905","1927","97"
"4","ref4","8741","8795","95"
"12","ref3","1613","1690","100"
"7","ref1","4116","4909","82"
"7","ref4","8372","8423","90"
"9","ref2","3757","4040","90"
"12","ref1","3480","3492","85"
"6","ref5","8538","8874","82"
"8","ref2","2093","2790","89"
"6","ref5","6197","7196","82"
"4","ref5","5646","6645","84"
"5","ref1","5769","6021","94"
"12","ref2","2916","3165","95"
"9","ref2","2211","2250","86"
"9","ref3","1901","1919","81"
"5","ref4","9315","9533","95"
"9","ref1","2399","2478","91"
"2","ref4","8997","9117","80"
"3","ref3","1670","1735","96"
"6","ref4","6510","6659","90"
"2","ref1","1231","1850","84"
"8","ref3","1873","1995","93"
"12","ref4","8708","8914","90"
"1","ref1","5262","5778","83"
"4","ref4","7424","8423","96"
"8","ref5","7151","8150","91"
"8","ref3","1597","1663","98"
"11","ref3","1767","1890","82"
"6","ref1","2635","2701","82"
"1","ref4","6312","6464","87"
"8","ref4","8990","9103","80"
"10","ref1","1872","1945","85"
"7","ref4","9029","9111","90"
"6","ref3","1521","1534","82"
"6","ref3","1920","1994","93"
"11","ref4","7553","7627","99"
"8","ref3","1851","1876","99"
"7","ref5","6372","7371","81"
"6","ref4","6271","6295","90"
"4","ref3","1915","1958","97"
"4","ref1","446","479","83"
"11","ref3","1696","1846","87"
"2","ref4","6503","6578","88"
"4","ref4","6945","7944","84"
"7","ref2","3428","4013","80"
"4","ref5","5854","6246","81"
"10","ref5","7794","7970","94"
"12","ref3","1574","1662","93"
"1","ref2","3006","3499","87"
"10","ref4","8475","8980","95"
"7","ref3","1863","1888","94"
"9","ref1","6867","6880","87"
"6","ref2","3327","3517","89"
"1","ref1","4297","4308","91"
"5","ref2","3165","3751","86"
"12","ref2","3224","4072","91"
"3","ref1","7836","7947","83"
"8","ref1","3708","3750","84"
"11","ref2","2390","2532","89"
"1","ref1","5462","5634","95"
"2","ref3","1640","1667","95"
"7","ref2","2204","2701","99"
"10","ref4","7289","7379","91"
"8","ref2","2291","2445","84"
"12","ref3","1783","1833","99"
"3","ref1","950","1018","80"
"5","ref4","8882","9881","86"
"12","ref2","2849","3848","80"
"3","ref1","6464","6485","95"
"8","ref4","7109","7170","84"
"6","ref2","3672","4181","82"
"11","ref2","2911","3125","84"
"7","ref1","592","608","85"
"1","ref2","3359","3743","92"
"10","ref5","8371","8459","95"
"8","ref3","1786","1826","97"
"10","ref4","6146","6171","92"
"9","ref2","3508","4267","98"
"11","ref4","6607","6792","87"
"11","ref4","9362","9422","86"
"3","ref4","6367","6736","90"
"6","ref3","1663","1711","93"
"7","ref2","3337","3877","81"
"6","ref1","6571","6600","93"
"5","ref2","2299","2947","80"
"9","ref5","6663","6905","83"
"9","ref1","2994","3586","90"
"5","ref2","3870","4644","95"
"4","ref1","5881","5940","89"
"7","ref4","7746","7807","83"
"6","ref1","3650","3804","93"
"7","ref4","6821","6942","99"
"4","ref2","3856","4473","90"
"9","ref4","9966","9991","87"
"2","ref4","7217","8216","87"
"10","ref2","3675","3883","99"
"1","ref4","7522","7760","80"
"10","ref2","2960","3891","86"
"9","ref4","6080","6140","90"
"12","ref2","2120","2289","89"
"4","ref4","8901","8950","82"
"11","ref3","1992","2032","80"
"12","ref1","4707","4786","87"
"1","ref1","4790","5018","88"
"8","ref3","1582","1735","80"
"12","ref5","4826","5825","96"
"7","ref3","1728","1740","80"
"11","ref1","1716","1873","91"
"2","ref1","3282","3957","82"
"2","ref4","6859","7388","94"
"11","ref5","5744","6022","87"
"7","ref4","6567","6704","83"
"12","ref5","8802","9701","83"
"3","ref1","6065","6209","100"
"5","ref3","1876","1884","96"
"5","ref2","3871","4753","96"
"12","ref2","3762","4179","82"
"12","ref2","2879","2979","87"
"11","ref2","2640","2822","82"
"5","ref5","5248","5709","88"
"4","ref2","3679","3744","93"
"3","ref3","1855","1907","92"
"6","ref2","2289","2815","88"
"7","ref1","6581","6929","93"
"1","ref5","5852","6428","97"
"10","ref3","1660","1692","89"
"5","ref1","6877","7200","83"
"8","ref4","9145","9297","96"
"7","ref1","5798","5815","99"
"7","ref1","1959","2129","83"
"6","ref3","1751","1779","99"
"9","ref2","3548","3929","93"
"4","ref2","3044","4043","82"
"2","ref1","6527","6648","92"
"6","ref4","7589","8355","93"
"3","ref1","6499","6522","98"
"4","ref2","3621","3995","88"
"12","ref2","2685","3059","86"
"11","ref4","7248","7409","83"
"7","ref1","7022","7201","80"
"7","ref1","1651","1674","85"
"2","ref2","3566","3749","91"
"7","ref1","1703","1775","82"
"2","ref3","1936","1987","87"
"9","ref3","1597","1659","89"
"11","ref3","1739","1743","83"
"2","ref1","1746","1779","86"
"7","ref2","3936","4218","89"
"8","ref4","9514","9642","87"
"10","ref3","1588","1656","94"
"2","ref4","8024","8403","97"
"7","ref3","1811","1834","88"
"4","ref2","3216","3372","95"
