"channel","reference","start","end","identity"
"9","ref2","3863","4118","86"
"2","ref4","9746","9842","96"
"9","ref4","9763","10019","92"
"4","ref2","3518","4127","96"
"6","ref3","1803","1828","94"
"5","ref1","3454","3485","95"
"4","ref2","2338","2728","83"
"7","ref4","6259","7096","92"
"1","ref3","1673","1715","88"
"10","ref4","7663","7752","97"
"8","ref4","7802","7937","90"
"6","ref1","6739","6811","98"
"5","ref4","9328","9361","87"
"4","ref1","5362","5413","87"
"12","ref1","713","794","100"
"12","ref1","1977","1997","95"
"7","ref5","6515","7514","95"
"12","ref1","2524","2576","89"
"6","ref1","5508","5600","81"
"4","ref4","7220","7291","96"
"3","ref3","1706","1804","87"
"3","ref5","4168","4623","91"
"2","ref1","5063","5301","91"
"10","ref4","8422","9096","87"
"5","ref4","8662","8785","99"
"3","ref4","8470","8553","96"
"4","ref5","4674","4951","84"
"2","ref1","7685","7940","89"
"2","ref3","1538","1652","94"
"9","ref4","9479","10145","86"
"10","ref2","2034","2595","99"
"10","ref4","7361","7563","82"
"10","ref3","1885","2029","96"
"12","ref4","9055","9489","96"
"9","ref4","6912","7235","98"
"6","ref2","2599","2841","99"
"8","ref1","7006","7392","95"
"1","ref1","1674","1819","82"
"12","ref4","7408","7426","83"
"12","ref2","3102","3268","97"
"2","ref1","3610","3705","80"
"12","ref1","7945","8206","89"
"11","ref5","6609","6874","91"
"11","ref4","8337","8848","83"
"4","ref2","2191","2754","94"
"7","ref5","8107","8471","90"
"8","ref4","7405","7473","87"
"9","ref1","3585","3852","96"
"7","ref4","9049","9207","82"
"2","ref1","6644","6817","87"
"6","ref1","6466","7242","93"
"11","ref1","6612","6638","88"
"7","ref1","1543","1591","90"
"7","ref1","378","381","84"
"9","ref4","7291","8017","87"
"8","ref1","179","233","91"
"8","ref3","1921","2012","81"
"12","ref2","2319","2379","97"
"7","ref4","9483","9601","94"
"10","ref4","8077","8390","81"
"4","ref1","7338","7383","94"
"11","ref2","3421","3812","82"
"12","ref3","1589","1683","94"
"5","ref1","2343","2476","98"
"10","ref1","5231","5292","81"
"8","ref4","8671","9162","85"
"1","ref4","9295","9395","94"
"5","ref2","3596","3661","88"
"7","ref1","1887","2172","96"
"7","ref4","6200","6804","83"
"4","ref4","7124","7335","89"
"10","ref3","1741","1799","100"
"8","ref1","7945","8262","80"
"4","ref4","6416","6644","80"
"8","ref4","9648","9849","89"
"1","ref1","1151","1280","91"
"7","ref2","2973","3487","94"
"10","ref1","6044","6377","97"
"10","ref1","7684","7824","88"
