"channel","reference","start","end","identity"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11669","12134","0.9398340248962656"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","859","1345","0.9551020408163265"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16500","16971","0.9527720739219713"
"1","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4084","4584","0.9158512720156555"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.7769230769230769"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2076","2580","0.9127134724857685"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","472","913","0.8638297872340426"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1251","1751","0.8113207547169812"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.9396378269617707"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","435","919","0.9375"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7734","7983","0.948"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11255","11726","0.8418891170431212"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16489","16967","0.921875"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","858","1339","0.946611909650924"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","447","903","0.9171974522292994"
"1","KC242792|Gabon|Gabon|1994","12854","13307","0.7953091684434968"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2064","2571","0.9235181644359465"
"1","KC242793|1Eko|Gabon|1996","876","1266","0.8241206030150754"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2524","2997","0.9061224489795918"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16504","16971","0.9147609147609148"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1699","2166","0.9560669456066946"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8905","9368","0.9193205944798302"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9268","9773","0.8486590038314177"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","2076","2580","0.9324324324324325"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16095","16561","0.9451476793248945"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1251","1752","0.8699029126213592"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5299","5779","0.9050505050505051"
"1","KM519951|Boende-Lokolia|DRC|2014","1260","1646","0.8790931989924433"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","873","1341","0.8445378151260504"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","17726","18189","0.951271186440678"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12852","13341","0.9227722772277228"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10497","10967","0.94375"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16095","16536","0.9223946784922394"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11651","12145","0.80990099009901"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1687","2153","0.9384288747346072"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6128","6591","0.9344608879492601"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14500","14973","0.8716904276985743"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10503","10967","0.9385593220338984"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7335","7759","0.9277389277389277"
