"channel","reference","start","end","identity"
"3","ref4","9785","10002","92"
"9","ref3","1712","1715","80"
"2","ref1","6991","7252","82"
"4","ref1","6795","6975","95"
"6","ref1","6784","6860","91"
"12","ref3","1891","1957","83"
"2","ref4","7412","7893","85"
"3","ref2","2191","2344","98"
"3","ref5","7111","7458","90"
"2","ref1","203","268","90"
"9","ref1","2287","2397","98"
"1","ref5","7189","7602","83"
"3","ref3","1502","1548","81"
"2","ref1","1492","1592","86"
"1","ref4","6409","7147","91"
"10","ref1","3137","3169","82"
"4","ref3","1543","1665","98"
"2","ref5","5736","6635","92"
"12","ref2","2364","2475","100"
"10","ref1","4915","4972","96"
"12","ref5","8974","9076","80"
"10","ref2","3800","4036","93"
"4","ref2","2072","2217","80"
"1","ref4","6915","6971","97"
"3","ref3","1671","1680","92"
"9","ref1","7070","7556","84"
"11","ref1","5188","5345","82"
"7","ref3","1819","1907","85"
"3","ref4","9306","9534","88"
"8","ref4","8689","8787","85"
"10","ref1","1578","1658","83"
"8","ref1","5348","5418","84"
"10","ref4","6557","6936","95"
"2","ref3","1948","1972","94"
"4","ref4","8561","8744","88"
"5","ref2","3075","3702","89"
"1","ref4","9362","9388","84"
"2","ref2","3051","3690","87"
"10","ref5","6705","6822","89"
"8","ref2","2360","2432","85"
"11","ref2","3428","3519","94"
"12","ref4","9746","9894","100"
"7","ref3","1652","1686","92"
"3","ref2","3149","3587","95"
"2","ref4","7010","7057","87"
"3","ref2","3453","4452","82"
"11","ref2","2241","2403","81"
"6","ref3","1770","1852","96"
"1","ref1","7069","7163","89"
"1","ref2","2757","3756","94"
"8","ref1","979","1021","98"
"2","ref2","3283","3600","97"
"11","ref1","3282","3343","98"
"10","ref4","8800","8951","99"
"9","ref1","7862","7994","85"
"1","ref1","1866","1880","82"
"3","ref4","9224","9782","90"
"7","ref5","5417","6119","90"
"5","ref3","1732","1750","84"
"10","ref2","2996","3054","91"
"5","ref3","1818","1853","95"
"7","ref5","8920","9148","94"
"1","ref1","3959","4002","80"
"10","ref1","7892","7930","91"
"8","ref4","8105","8129","96"
"11","ref4","9099","9242","91"
"5","ref1","5954","6045","85"
"3","ref4","7773","8350","84"
"5","ref4","7831","7953","84"
"5","ref4","6068","6618","94"
"12","ref1","634","810","94"
"9","ref3","1823","1991","83"
"9","ref3","1796","1814","96"
"11","ref1","7113","7123","82"
"11","ref3","1715","1887","85"
"9","ref1","6954","7035","91"
"7","ref1","1697","1716","80"
"3","ref2","2198","2261","83"
"2","ref4","8688","8743","99"
"7","ref4","8518","8657","81"
"3","ref4","9924","10012","94"
"10","ref1","720","847","80"
"12","ref2","3689","3767","85"
"9","ref4","7698","7861","83"
"10","ref4","8424","8823","89"
"3","ref1","4357","4592","97"
"9","ref5","7412","7645","88"
"7","ref2","3916","4514","96"
"1","ref2","2757","2893","86"
"11","ref4","8091","8161","81"
"6","ref2","2072","2816","91"
"2","ref4","8435","9269","87"
"1","ref4","6340","6618","92"
"2","ref1","1495","2078","80"
"12","ref1","5841","5910","90"
"3","ref4","9775","9843","99"
"7","ref2","3279","3682","86"
"8","ref1","6440","6876","84"
"9","ref1","1101","1314","92"
"2","ref1","1680","2054","89"
"5","ref4","8157","8363","86"
"11","ref1","7092","7104","90"
"5","ref4","6017","6050","88"
"7","ref4","9592","9716","96"
"2","ref1","7735","8229","84"
"3","ref2","2646","3444","90"
"10","ref3","1718","1765","90"
"5","ref2","3071","3424","97"
"12","ref5","5151","5679","95"
"3","ref3","1912","1920","94"
"5","ref2","3305","3815","88"
"12","ref3","1815","1856","80"
"9","ref3","1617","1743","83"
"5","ref1","1436","1513","83"
"1","ref2","2817","3380","94"
"2","ref3","1842","1944","91"
"7","ref4","7794","7965","82"
"8","ref4","9924","10368","92"
"10","ref4","8959","9040","87"
"2","ref5","6245","6440","82"
"9","ref1","4585","4612","97"
"2","ref4","6015","6083","90"
"3","ref1","2926","2958","93"
"11","ref1","3123","3748","91"
"9","ref4","6744","6837","92"
"11","ref1","3020","3167","84"
"7","ref4","7742","8284","83"
"2","ref2","3073","3564","87"
"11","ref4","9074","9274","88"
"1","ref2","2285","2633","85"
"6","ref2","3658","4162","82"
"3","ref1","6463","6503","98"
"3","ref1","7845","8050","85"
"6","ref3","1944","2080","86"
"6","ref3","1996","2427","85"
"7","ref3","1571","1660","92"
"3","ref1","1026","1099","92"
"12","ref4","9619","9781","96"
"10","ref4","8204","8305","81"
"7","ref4","6388","6480","98"
"2","ref4","9145","9298","86"
"8","ref2","2212","2391","100"
"12","ref1","4798","4850","100"
"12","ref4","7463","7859","83"
"12","ref4","6365","6657","96"
"8","ref3","1991","2015","97"
"9","ref2","3729","4127","98"
