"channel","reference","start","end","identity"
"3","KC242793|1Eko|Gabon|1996","10489","10967","0.918200408997955"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12856","13341","0.9510204081632653"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","447","912","0.9208333333333333"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1699","2163","0.9022869022869023"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10499","10967","0.9204081632653062"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","15290","15768","0.9287169042769857"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8993","0.9300847457627118"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16490","16971","0.9551020408163265"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3703","4169","0.885480572597137"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4074","4569","0.9366336633663367"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7324","7786","0.8924050632911392"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8901","9368","0.9495798319327731"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16616","16971","0.9526462395543176"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","434","922","0.93812375249501"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11651","12145","0.9294117647058824"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14156","0.918"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4493","4958","0.8945147679324894"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8993","0.878099173553719"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","7008","0.8853754940711462"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","869","1347","0.896551724137931"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4586","0.9021113243761996"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13682","14144","0.8818565400843882"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9368","0.9156378600823045"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16500","16971","0.9366053169734151"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4505","4970","0.8742393509127789"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13681","14156","0.9130434782608695"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","440","929","0.8810916179337231"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9367","0.9432773109243697"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1338","0.9313131313131313"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6996","0.8886597938144329"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5290","5779","0.883399209486166"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13329","0.9103585657370518"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","858","1341","0.902834008097166"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1349","0.920892494929006"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9357","0.9109730848861284"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1689","2153","0.9194915254237288"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4892","5363","0.9126016260162602"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4090","4588","0.9207920792079208"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11677","12131","0.9120171673819742"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12140","0.9038076152304609"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12839","13341","0.912621359223301"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8515","8980","0.9184100418410042"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6996","0.9056603773584906"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11244","11717","0.9246861924686193"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.9609856262833676"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6997","0.9077568134171907"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16960","0.9145833333333333"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","9268","9777","0.9045801526717557"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16959","0.9276859504132231"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13337","0.9133858267716536"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9368","0.9524793388429752"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16969","0.8831683168316832"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8526","8993","0.8962655601659751"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10506","10967","0.7926078028747433"
"3","KR063672|Kikwit-807223|DRC|1995-04-01","16490","16957","0.9558823529411765"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5351","0.8693877551020408"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11660","12145","0.9252525252525252"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.8511904761904762"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11244","11713","0.8952772073921971"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1687","2153","0.8851774530271399"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9357","0.9157894736842105"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5292","5779","0.9477911646586346"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.890625"
"3","KR063672|Kikwit-807223|DRC|1995-04-01","10504","10967","0.8822314049586777"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1284","0.9267734553775744"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12134","0.9503105590062112"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.8732943469785575"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16496","16954","0.8907563025210085"
"3","KC242800|Ilembe|Gabon|2002","8530","8981","0.8900862068965517"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4891","5351","0.859538784067086"
