"channel","reference","start","end","identity"
"5","ref2","2865","3287","95"
"5","ref4","8745","8856","93"
"8","ref3","1721","1763","87"
"3","ref4","8142","8511","88"
"4","ref1","497","515","90"
"12","ref2","3297","3937","84"
"6","ref2","3936","4221","82"
"3","ref5","5007","5149","98"
"6","ref4","7120","7617","82"
"3","ref4","9465","10464","92"
"7","ref3","1658","1692","97"
"1","ref2","3990","4012","87"
"9","ref4","6058","6331","96"
"2","ref3","1757","2251","86"
"6","ref3","1786","1821","86"
"11","ref1","7801","7891","81"
"4","ref1","5","74","97"
"7","ref2","2067","2493","96"
"3","ref1","673","831","92"
"10","ref4","9661","10660","94"
"11","ref1","7039","7264","100"
"1","ref2","3435","4044","86"
"4","ref1","5189","5281","86"
"11","ref1","4072","4120","85"
"5","ref4","6006","6054","80"
"8","ref2","3098","3786","88"
"10","ref1","5314","5338","86"
"11","ref1","1229","1328","96"
"1","ref4","6180","6214","80"
"10","ref4","7904","8512","93"
"3","ref2","3611","3778","97"
"5","ref2","2098","2345","85"
"11","ref4","9376","9493","85"
"6","ref2","3322","3595","94"
"7","ref5","4180","4615","93"
"8","ref2","3296","4295","98"
"10","ref3","1792","1827","87"
"8","ref2","3138","3957","86"
"4","ref4","8710","9075","82"
"1","ref2","3911","4380","93"
"9","ref2","3919","4218","86"
"5","ref5","7624","8623","94"
"4","ref1","7718","7917","99"
"4","ref4","6272","6329","85"
"1","ref4","7809","7905","94"
"2","ref2","3285","3347","83"
"7","ref4","8092","8193","84"
"8","ref2","2439","2628","97"
"9","ref4","9174","9277","86"
"8","ref1","3125","3541","85"
"5","ref1","1500","1745","82"
"3","ref4","8469","9073","88"
"7","ref2","3877","3932","100"
"9","ref2","3291","3663","85"
"7","ref1","604","689","93"
"9","ref1","7758","7846","86"
"11","ref2","2960","3606","80"
"1","ref5","6913","7116","81"
"6","ref4","9876","9954","97"
"6","ref1","2518","2675","93"
"5","ref5","5776","6275","88"
"9","ref2","3727","4726","96"
"12","ref2","2107","3106","84"
"3","ref2","3314","3446","98"
"4","ref4","8651","9099","93"
"11","ref3","1707","1714","88"
"1","ref5","7340","8251","82"
"5","ref1","7071","7093","98"
"2","ref1","1046","1117","83"
"3","ref2","2086","2477","96"
"12","ref4","6611","6692","92"
"4","ref1","615","643","91"
"6","ref1","6478","6568","94"
"11","ref1","5896","6221","99"
"11","ref3","1519","1773","85"
"11","ref1","4863","4962","80"
"6","ref2","2569","3110","81"
"1","ref3","1904","1934","87"
"7","ref4","8083","8180","85"
"8","ref2","2720","3080","98"
"10","ref4","9903","10513","80"
"2","ref1","1568","1637","91"
"2","ref4","8436","8497","84"
"6","ref3","1552","1608","82"
"5","ref4","8063","8658","95"
"9","ref3","1915","1965","95"
"10","ref1","561","1068","93"
"10","ref2","2770","2801","98"
"3","ref5","4125","4281","88"
"1","ref2","2613","3612","83"
"10","ref1","5803","6132","88"
"11","ref1","635","786","91"
"9","ref5","5756","6497","91"
"12","ref5","7810","8809","93"
"8","ref3","1885","1990","88"
"1","ref3","1996","2211","96"
"8","ref4","6953","7397","96"
"1","ref3","1561","1612","84"
"7","ref4","8263","8421","94"
"8","ref3","1737","1761","88"
"5","ref4","9535","10204","80"
"8","ref3","1770","1818","99"
"9","ref2","2759","3758","99"
"7","ref1","4923","5001","94"
"7","ref1","4578","4941","100"
"12","ref5","4177","5176","91"
"3","ref1","4648","4702","80"
"10","ref4","6127","6222","85"
"9","ref1","6064","6181","100"
"2","ref4","7025","7355","83"
"10","ref1","4194","4611","93"
"9","ref4","7855","7909","97"
"8","ref2","2590","3589","84"
"9","ref3","1721","1735","83"
"1","ref1","7603","7639","94"
"6","ref3","1736","1891","91"
"1","ref1","7733","8019","91"
"2","ref3","1644","1662","82"
"11","ref2","3797","4299","100"
"1","ref4","7313","7529","81"
"11","ref3","1543","1552","100"
"8","ref1","7142","7207","92"
"4","ref2","3897","3997","80"
"2","ref4","6380","7181","96"
"1","ref3","1893","1941","99"
"3","ref1","1506","1555","99"
"8","ref1","6673","6788","88"
"2","ref2","3009","3227","93"
"7","ref1","4450","4671","90"
"6","ref4","6126","6197","91"
"1","ref2","2598","3072","92"
"10","ref5","7644","8643","88"
"2","ref5","4304","4684","81"
"5","ref3","1926","1940","97"
"9","ref1","4689","4703","89"
"2","ref1","3869","3933","83"
"4","ref5","5551","6001","95"
"11","ref2","2834","2922","94"
"6","ref1","1810","2007","98"
"2","ref4","8302","9301","85"
"2","ref1","4962","5006","85"
"11","ref4","8362","8513","82"
"7","ref4","7894","8087","83"
"3","ref5","4899","4996","80"
"1","ref3","1905","1949","90"
"9","ref1","1454","1493","85"
"5","ref4","7675","7994","93"
"5","ref2","2239","2307","88"
"11","ref2","3383","3463","100"
"5","ref2","3939","4361","84"
"11","ref2","3036","3273","93"
"4","ref3","1913","1966","94"
"2","ref2","2826","3825","94"
"6","ref4","7596","7675","90"
"12","ref3","1639","1758","89"
"5","ref1","2027","2251","91"
"9","ref3","1866","1963","86"
"2","ref1","6452","6599","82"
"2","ref1","5252","5363","88"
"7","ref2","3964","4421","96"
"7","ref3","1506","1582","96"
"5","ref3","1573","1643","88"
"12","ref4","7383","7468","93"
"6","ref2","2771","3770","100"
"8","ref2","3174","3687","84"
"2","ref3","1758","1826","90"
"7","ref1","5328","5391","88"
"12","ref4","8427","8607","93"
"8","ref2","3102","3210","96"
"3","ref2","2269","2545","80"
"12","ref1","6044","6309","97"
"7","ref1","6874","7212","81"
"2","ref1","3575","4001","100"
"5","ref2","2918","3917","99"
"7","ref4","9239","9299","81"
"6","ref1","7671","7890","97"
"3","ref1","4190","4223","89"
"12","ref1","376","434","93"
"10","ref4","8215","8735","94"
"9","ref1","5856","6200","95"
"8","ref1","5512","5603","99"
"2","ref2","2315","2341","83"
"5","ref3","1663","1682","96"
"12","ref5","4554","4894","85"
"4","ref1","1794","1945","95"
"10","ref1","3451","3510","99"
"12","ref1","6266","6420","97"
"9","ref1","1702","1780","100"
"5","ref2","2632","2762","93"
"2","ref4","6954","7198","87"
"8","ref1","765","1323","80"
"6","ref4","8779","8877","99"
"7","ref2","2150","2401","93"
"1","ref2","2184","2466","88"
"2","ref3","2000","2016","98"
"9","ref5","4668","4934","88"
"2","ref3","1990","2057","90"
"1","ref2","2810","3055","81"
"9","ref4","6946","7162","93"
"12","ref1","7352","7691","98"
"5","ref1","2028","2177","98"
"8","ref4","9727","10096","97"
"9","ref1","1731","1867","82"
"12","ref4","7742","8159","93"
"7","ref1","5318","5554","94"
"3","ref1","388","421","97"
"5","ref3","1663","1977","85"
"1","ref4","8347","9052","85"
"4","ref3","1846","1980","91"
"8","ref3","1923","1939","100"
