"channel","reference","start","end","identity"
"10","ref2","3026","3125","99"
"6","ref3","1597","1605","81"
"6","ref1","1515","1759","90"
"5","ref4","6964","7003","95"
"1","ref5","6527","6764","92"
"2","ref4","6825","6929","84"
"7","ref2","2270","2519","90"
"9","ref1","4700","4875","87"
"6","ref4","7161","7256","85"
"3","ref3","1780","1788","94"
"1","ref2","2330","3329","81"
"8","ref1","5908","6048","90"
"8","ref3","1537","1577","82"
"9","ref4","8318","8436","89"
"2","ref5","6044","6557","86"
"4","ref1","902","974","89"
"5","ref4","7203","7346","92"
"6","ref1","1173","1195","93"
"10","ref2","3752","4092","95"
"3","ref2","2698","3426","96"
"6","ref1","6495","6517","99"
"9","ref3","1805","1975","84"
"10","ref2","3917","4095","100"
"3","ref3","1958","1986","93"
"4","ref5","4078","5077","95"
"5","ref1","5684","5835","97"
"1","ref2","3415","4414","100"
"10","ref4","9888","10053","83"
"12","ref3","1826","1914","81"
"3","ref2","2940","3258","82"
"12","ref1","1682","1712","91"
"8","ref2","3855","3996","93"
"2","ref1","4436","5030","87"
"1","ref1","6662","7088","96"
"11","ref2","2389","2625","88"
"2","ref3","1852","1863","84"
"2","ref4","8550","8837","90"
"10","ref1","5886","5945","95"
"7","ref2","2766","3208","89"
"6","ref4","6823","6887","94"
"12","ref1","4369","4849","92"
"8","ref3","1606","1752","83"
"12","ref2","3064","3938","92"
"12","ref4","6119","6265","92"
"6","ref1","5679","5734","98"
"2","ref4","6859","7053","83"
"11","ref1","714","806","92"
"12","ref1","7848","8039","97"
"10","ref2","2680","2781","98"
"4","ref1","2306","2423","100"
"5","ref5","4607","4925","81"
"1","ref2","3235","3437","94"
"5","ref5","6827","7684","91"
"1","ref4","6065","6195","83"
"7","ref2","3218","3972","94"
"8","ref2","3803","4049","80"
"3","ref1","1381","1734","86"
"9","ref1","4411","4471","90"
"11","ref4","8438","8519","99"
"9","ref1","4517","4655","81"
"8","ref3","1543","1577","84"
"11","ref3","1503","1655","82"
"9","ref1","1306","1318","91"
"1","ref1","3181","3207","92"
"4","ref1","7830","7961","83"
"12","ref1","713","915","100"
"10","ref1","2357","2447","92"
"1","ref5","4812","5215","86"
"9","ref3","1713","1741","88"
"12","ref1","2074","2140","94"
