"channel","reference","start","end","identity"
"2","ref1","2121","3120","88"
"7","ref5","8952","9381","100"
"12","ref5","8039","9009","98"
"8","ref1","7328","7408","80"
"6","ref2","2040","2468","86"
"2","ref3","1848","2132","93"
"1","ref1","4282","4344","88"
"6","ref1","6875","7083","91"
"8","ref3","1829","1900","89"
"12","ref4","7916","8529","98"
"8","ref1","6931","7093","86"
"11","ref2","2433","3095","81"
"9","ref3","1845","1854","98"
"4","ref3","1651","1655","96"
"6","ref5","7712","8711","98"
"3","ref2","3023","3362","85"
"3","ref4","9835","10331","99"
"5","ref2","3237","4062","89"
"1","ref1","2393","3140","98"
"6","ref4","9514","9555","97"
"11","ref3","1918","1939","94"
"8","ref3","1696","1755","97"
"5","ref1","2464","2558","91"
"5","ref1","3226","3345","97"
"7","ref5","6348","6627","85"
"6","ref4","8614","9029","84"
"7","ref1","4682","4765","82"
"9","ref2","3342","3595","95"
"10","ref4","9659","9851","96"
"8","ref5","7907","8906","82"
"8","ref3","1667","1733","97"
"12","ref1","39","115","97"
"9","ref2","3817","3874","91"
"8","ref2","3326","3423","85"
"12","ref2","2249","3248","80"
"8","ref1","6965","7576","97"
"6","ref2","2813","3383","99"
"11","ref3","1785","1839","86"
"9","ref1","6980","7104","81"
"9","ref1","180","486","85"
"4","ref2","2259","2775","92"
"11","ref5","5296","5720","89"
"5","ref1","515","547","93"
"5","ref1","341","361","85"
"11","ref3","1852","1854","88"
"2","ref5","5472","5565","98"
"7","ref1","2060","2244","96"
"9","ref4","6259","6433","89"
"6","ref2","2713","2961","83"
"11","ref4","7334","7795","91"
"9","ref3","1604","1629","91"
"10","ref1","6147","6680","82"
"11","ref3","1725","1746","95"
"2","ref1","1929","2113","87"
"1","ref4","9707","9937","94"
"7","ref3","1698","1802","86"
"6","ref2","3746","3822","97"
"3","ref3","1633","1637","80"
"6","ref3","1601","1640","97"
"2","ref3","1771","1799","89"
"1","ref4","6746","7012","99"
"6","ref4","6262","6422","85"
"12","ref3","1739","1777","83"
"5","ref5","7020","7159","87"
"1","ref3","1507","1869","80"
"10","ref4","9144","9922","93"
"8","ref2","3731","3994","93"
"8","ref1","5092","5139","83"
"5","ref4","7120","7269","82"
"6","ref2","2430","2791","95"
"9","ref3","1565","1623","96"
"1","ref2","2824","3215","83"
"5","ref5","8507","9386","85"
"5","ref4","9840","10027","88"
"11","ref4","9597","9803","84"
"12","ref1","6426","6483","97"
"9","ref2","3338","3412","94"
"11","ref5","8410","9162","95"
"8","ref1","4389","4539","92"
"6","ref5","5998","6558","87"
"2","ref1","7822","7934","95"
"8","ref1","7455","7461","90"
"12","ref2","3966","4410","83"
"9","ref4","6631","6742","89"
"12","ref1","5095","5160","92"
"5","ref3","1959","1976","87"
"10","ref1","7738","7915","87"
"1","ref4","9626","10061","92"
"10","ref1","4964","5009","83"
"4","ref5","5596","6270","81"
"7","ref1","963","1149","97"
"2","ref4","7033","7130","95"
"12","ref1","1350","1517","83"
"2","ref1","6407","6476","88"
"7","ref2","3229","3782","84"
"6","ref2","2827","3330","81"
"11","ref1","2141","2165","91"
"8","ref2","3441","3596","86"
"6","ref1","7376","7487","89"
"3","ref5","6278","6353","94"
"10","ref3","1544","1614","84"
"12","ref1","7102","7283","80"
"1","ref4","7051","7084","82"
"5","ref4","7589","7811","99"
"3","ref4","7389","7878","97"
"6","ref3","1707","1754","82"
"3","ref3","1842","2294","97"
"4","ref4","8498","8512","100"
"8","ref4","8330","8733","89"
"9","ref2","3192","3405","87"
"2","ref2","3416","3533","91"
"7","ref1","4798","5348","96"
"3","ref2","3532","3729","85"
"10","ref4","6867","7042","88"
"2","ref5","6889","7235","82"
"1","ref4","9287","10286","91"
"10","ref3","1899","2113","88"
"3","ref1","4765","4811","100"
"11","ref2","2021","2529","82"
"6","ref2","2602","3601","91"
"6","ref4","8100","8205","95"
"1","ref2","2121","2174","98"
"7","ref3","1566","1711","88"
"10","ref2","3218","3835","83"
"2","ref3","1804","1848","80"
"7","ref1","3986","4053","85"
"2","ref2","2601","3425","86"
"2","ref4","9997","10079","97"
"10","ref3","1822","1853","92"
"4","ref4","6431","6583","97"
"5","ref1","6444","6530","93"
"1","ref4","9466","9533","96"
"11","ref5","7110","7634","90"
"12","ref1","4923","4968","94"
"2","ref2","3453","3631","91"
"7","ref1","7414","7467","81"
"6","ref1","6601","6654","91"
"11","ref4","6331","6517","96"
"12","ref2","3020","3657","84"
"9","ref4","7020","7131","84"
"10","ref3","1958","1965","85"
"11","ref1","6523","6673","98"
"10","ref2","3675","4450","94"
"9","ref3","1653","1685","86"
"2","ref4","9726","10725","91"
"8","ref3","1589","1649","90"
"4","ref4","6020","6183","89"
"4","ref5","8521","8794","84"
"10","ref4","8971","9227","84"
"6","ref3","1715","1795","93"
"7","ref2","2213","2368","87"
"10","ref2","2787","3330","80"
"8","ref1","6429","6459","93"
"6","ref1","7879","7910","80"
"9","ref1","7341","7763","90"
"12","ref1","7164","7232","97"
"4","ref3","1818","1922","80"
"4","ref2","2012","2322","98"
"10","ref1","1755","1786","80"
"2","ref4","6487","7393","97"
"7","ref3","1904","1928","87"
"11","ref2","2236","2308","83"
"4","ref3","1884","1904","92"
"7","ref2","3112","3234","85"
"7","ref3","1708","1738","92"
"2","ref2","3126","3279","89"
"4","ref4","6841","7115","92"
"5","ref2","2170","2881","98"
"9","ref4","8260","8406","97"
"4","ref2","3099","3188","100"
"10","ref4","8539","8660","96"
"3","ref4","7792","8115","96"
"10","ref1","1783","2056","92"
"1","ref4","6370","6676","86"
"9","ref4","7898","8078","86"
"10","ref4","6161","6507","91"
"7","ref1","4771","5276","86"
"12","ref3","1968","2092","100"
"8","ref5","7462","7710","82"
"6","ref3","1745","1887","97"
"1","ref1","6328","6376","83"
"12","ref1","4728","4923","91"
"2","ref2","2285","2449","92"
"6","ref2","3612","3914","98"
"11","ref3","1865","1887","96"
"1","ref3","1706","1747","92"
"11","ref2","3296","3579","90"
"8","ref3","1734","1882","84"
"4","ref5","6339","7155","95"
"6","ref2","3020","4019","95"
"1","ref3","1547","2094","83"
"10","ref3","1787","1855","99"
"2","ref1","3886","4885","95"
"8","ref3","1855","1999","95"
"2","ref4","6713","6888","86"
"10","ref4","8391","8456","80"
"3","ref4","7646","7896","100"
"11","ref2","3723","3930","86"
"10","ref1","5439","5461","93"
"8","ref4","6686","6776","86"
"10","ref4","8975","9073","95"
"2","ref4","8679","8987","86"
"7","ref1","4130","4208","83"
"11","ref4","7771","7805","87"
"3","ref2","3323","3460","95"
"11","ref1","3281","3378","86"
"11","ref5","4772","4915","94"
"1","ref4","8726","8796","83"
"12","ref3","1785","1911","90"
"5","ref5","8308","8784","89"
"8","ref3","1774","1801","86"
"4","ref1","1734","1739","92"
"3","ref4","8769","8901","86"
"4","ref4","7892","8065","80"
"1","ref2","2420","2560","90"
"10","ref4","7559","8355","98"
"9","ref4","6523","6979","91"
"11","ref4","6212","6591","84"
"1","ref1","2373","2440","93"
"4","ref4","8269","8303","90"
"3","ref1","3387","3449","100"
"12","ref2","2468","3369","99"
"2","ref1","1367","1376","99"
"5","ref4","9940","10041","93"
"3","ref2","3757","4363","86"
"6","ref1","4560","4572","89"
"10","ref4","7928","8433","81"
"3","ref1","3449","3617","92"
"5","ref5","8754","9753","81"
"10","ref4","7985","8245","89"
"12","ref3","1508","1517","83"
"5","ref2","2888","2950","97"
"5","ref1","5399","5409","90"
"12","ref4","9052","9196","93"
"7","ref3","1575","1686","97"
"2","ref1","5923","6035","80"
"3","ref4","6965","7161","83"
"1","ref2","2628","3627","98"
"10","ref3","1553","1588","88"
"4","ref4","8883","9228","87"
"9","ref5","8423","9095","96"
"7","ref2","3455","3878","90"
"1","ref4","8291","8385","82"
"5","ref1","5760","6015","94"
"7","ref4","8952","9145","95"
"11","ref2","3371","3551","82"
"12","ref3","1978","2284","89"
"5","ref3","1761","1775","97"
"11","ref1","2451","2527","95"
"12","ref4","7726","7852","84"
"2","ref1","1650","1726","90"
"1","ref5","6492","6779","84"
"11","ref3","1756","1812","96"
"3","ref4","6094","6258","96"
"4","ref2","3377","3478","95"
"4","ref1","6831","6990","82"
"12","ref4","8648","8722","82"
