"channel","reference","start","end","identity"
"8","ref1","3460","3530","94"
"4","ref4","7490","7934","96"
"9","ref1","1456","1485","99"
"9","ref4","9139","9481","98"
"9","ref4","8615","9094","86"
"4","ref1","6825","7160","80"
"10","ref3","1859","1874","91"
"12","ref1","7260","7400","83"
"9","ref2","2972","3507","95"
"2","ref1","4004","4825","83"
"6","ref4","9001","9575","95"
"1","ref2","3719","4127","95"
"6","ref4","6306","6331","89"
"7","ref1","308","410","83"
"6","ref4","6023","6272","93"
"3","ref1","1821","2567","82"
"11","ref4","7870","8028","92"
"7","ref2","2899","3050","90"
"1","ref2","2807","3199","94"
"8","ref2","3022","3147","91"
"4","ref1","7591","7624","89"
"12","ref2","3129","3668","87"
"8","ref1","2851","3328","98"
"8","ref1","6146","6361","94"
"6","ref1","1010","1175","80"
"3","ref1","4625","4677","96"
"6","ref5","8683","9603","98"
"12","ref3","1821","1834","88"
"4","ref3","1668","1721","86"
"11","ref2","3606","4605","100"
"12","ref2","3590","3660","89"
"12","ref1","1063","1338","95"
"2","ref5","8210","8440","96"
"4","ref4","7834","7836","81"
"12","ref4","6041","6901","98"
"11","ref2","2297","2447","86"
"10","ref4","8304","8360","99"
"2","ref5","7544","7702","99"
"7","ref4","8531","8634","86"
"9","ref1","1827","1892","82"
"5","ref3","1922","2000","83"
"1","ref1","5268","5428","90"
"10","ref4","9962","10291","90"
"6","ref2","3200","3648","85"
"9","ref3","1813","1925","99"
"1","ref4","7284","7498","96"
"1","ref1","4591","4662","99"
"11","ref1","1045","1159","98"
"2","ref4","9269","9751","93"
"10","ref3","1690","1892","98"
"8","ref1","1175","1346","99"
"7","ref4","7568","7932","95"
"4","ref3","1550","1584","92"
"6","ref4","8826","9011","82"
"5","ref1","3402","3473","90"
"10","ref1","4838","5148","100"
"1","ref3","1680","1722","94"
"4","ref1","6630","6687","99"
"5","ref3","1598","1739","85"
"4","ref4","7468","7568","91"
"5","ref5","4833","5321","80"
"5","ref2","2803","3802","96"
"7","ref4","6987","7054","93"
"4","ref3","1741","1851","80"
"12","ref2","3517","3716","87"
"3","ref2","2341","2599","80"
"11","ref1","2402","2430","99"
"7","ref1","1793","1863","99"
"9","ref3","1815","1876","85"
"12","ref4","9952","10951","97"
"11","ref2","3023","4022","98"
"6","ref2","2135","2276","86"
"3","ref4","9575","9802","95"
"6","ref1","1250","1342","83"
"6","ref5","7212","7643","90"
"12","ref2","2996","3096","99"
"7","ref1","351","366","83"
"8","ref2","2377","2555","82"
"10","ref2","3232","3397","81"
"3","ref1","5204","5244","82"
"12","ref4","8665","9032","89"
"3","ref1","570","578","96"
"8","ref2","3316","3696","90"
"11","ref3","1957","1964","82"
"8","ref4","7627","7659","94"
"5","ref4","6475","6528","86"
"3","ref2","3193","3462","81"
"7","ref2","2164","2186","98"
"10","ref1","5788","6022","83"
"4","ref5","6299","6575","90"
"5","ref5","4683","4814","85"
"11","ref4","7107","7887","95"
"1","ref1","2575","2625","88"
"8","ref1","7490","7506","93"
"7","ref4","9511","9866","99"
"9","ref2","2239","2404","94"
"4","ref3","1638","1697","92"
"10","ref1","2380","2486","82"
