"channel","reference","start","end","identity"
"1","KR063672|Kikwit-807223|DRC|1995-04-01","12854","13320","0.8595744680851064"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10502","10967","0.9140461215932913"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","15702","16168","0.8888888888888888"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6534","6997","0.9125"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13668","14143","0.9323770491803278"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5280","5768","0.935871743486974"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8549","8993","0.8766519823788547"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9279","9786","0.925"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.900398406374502"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16105","16578","0.9024896265560166"
"1","KC242792|Gabon|Gabon|1994","858","1349","0.87890625"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7324","7783","0.8919491525423728"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1698","2161","0.9136842105263158"
"1","KF113528|Kelle_1|DRC|2003","6118","6566","0.9259259259259259"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5280","5768","0.8844621513944223"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5354","0.9210526315789473"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10507","10967","0.9106382978723404"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.9148514851485149"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","17714","18180","0.9121338912133892"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9357","0.941544885177453"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8526","8993","0.8683127572016461"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8894","9368","0.9436325678496869"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5351","0.9188640973630832"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4071","4576","0.9038461538461539"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10096","10548","0.8275862068965517"
"1","KR063672|Kikwit-807223|DRC|1995-04-01","16490","16961","0.9100204498977505"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10491","10940","0.8865096359743041"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1704","2166","0.8912579957356077"
