"channel","reference","start","end","identity"
"6","ref1","1125","1135","88"
"8","ref1","901","991","96"
"4","ref4","9920","10034","94"
"8","ref2","3870","4791","95"
"3","ref2","3103","3178","89"
"10","ref1","606","849","83"
"1","ref1","5059","5350","80"
"7","ref4","8629","8695","91"
"10","ref2","3691","3826","97"
"2","ref1","3995","4023","87"
"11","ref2","3601","3689","89"
"9","ref1","998","1157","91"
"8","ref4","9075","9224","82"
"2","ref4","7314","7441","87"
"9","ref3","1729","1810","92"
"7","ref4","9840","10006","89"
"9","ref2","2725","3064","80"
"12","ref3","1866","1869","80"
"10","ref4","8685","9684","99"
"12","ref2","2404","2602","80"
"8","ref4","7266","7297","93"
"5","ref1","761","1077","80"
"7","ref4","6865","7226","84"
"10","ref4","7398","7522","88"
"11","ref4","8872","9249","82"
"7","ref4","9159","9512","98"
"12","ref2","2495","3494","97"
"2","ref3","1811","1882","89"
"2","ref2","2284","3240","80"
"3","ref5","4696","5695","83"
"10","ref3","1711","1866","83"
"11","ref2","2472","2636","82"
"2","ref2","2067","2482","93"
"4","ref1","2688","2896","87"
"5","ref3","1514","1540","81"
"9","ref4","9911","10458","83"
"9","ref5","6954","7347","81"
"4","ref4","8381","8409","85"
"3","ref4","9269","9298","80"
"11","ref2","2125","3124","97"
"12","ref1","4215","4269","88"
"12","ref5","8658","8839","80"
"6","ref3","1925","2039","93"
"12","ref1","4591","4938","80"
"12","ref3","1735","1920","83"
"5","ref1","3375","3413","100"
"11","ref4","8408","8585","80"
"12","ref3","1686","1728","92"
"12","ref4","9881","10356","99"
"6","ref1","3412","3443","85"
"8","ref2","3569","4568","100"
"1","ref1","7270","7315","95"
"10","ref4","9395","9641","86"
"10","ref4","6561","6981","85"
"9","ref1","4313","4399","81"
"2","ref2","2448","2874","95"
"7","ref4","7897","8674","82"
"1","ref1","5286","5323","82"
"2","ref1","2269","2454","91"
"8","ref1","7774","7983","84"
"10","ref1","5310","5410","81"
"2","ref3","1559","1588","86"
"5","ref5","6828","7372","92"
"1","ref5","8085","9084","90"
"8","ref4","6577","6956","80"
"10","ref2","2015","2904","100"
"5","ref1","911","1184","89"
"7","ref1","2103","2127","96"
"1","ref2","2827","2858","87"
