"channel","reference","start","end","identity"
"2","ref2","3029","3254","92"
"7","ref3","1617","1660","89"
"11","ref4","9157","9425","95"
"10","ref2","2590","3102","87"
"5","ref4","8392","9391","96"
"4","ref4","7133","7276","98"
"5","ref5","8483","8587","97"
"6","ref4","9081","9233","84"
"10","ref4","6320","7071","97"
"9","ref5","5058","5158","98"
"6","ref5","5821","6820","95"
"6","ref1","3894","4893","83"
"9","ref5","5253","5427","91"
"3","ref1","7529","7591","92"
"3","ref4","7944","8804","90"
"6","ref3","1977","1990","93"
"7","ref2","2338","2967","84"
"5","ref5","5392","6204","99"
"6","ref4","9948","10554","97"
"5","ref4","6118","6399","83"
"1","ref2","3829","3944","97"
"2","ref3","1641","1663","83"
"4","ref1","3385","3437","83"
"6","ref4","8450","8470","93"
"8","ref1","5242","5282","96"
"4","ref2","3425","3675","87"
"3","ref1","1624","1831","99"
"11","ref1","4887","5886","96"
"11","ref4","6039","6186","95"
"12","ref1","2830","2887","90"
"4","ref2","3233","3580","83"
"2","ref4","8095","8232","99"
"2","ref4","8077","8242","93"
"3","ref3","1726","1746","81"
"8","ref3","1825","1829","80"
"11","ref5","4178","4636","82"
"5","ref1","2859","2870","92"
"7","ref3","1729","1785","96"
"6","ref3","1905","1951","87"
"6","ref2","3292","3704","91"
"12","ref4","9302","9492","84"
"11","ref5","8770","9235","90"
"4","ref5","8491","9490","81"
"11","ref5","6448","7249","84"
"5","ref5","6756","7016","85"
"4","ref4","7769","7809","97"
"11","ref4","6981","7315","81"
"6","ref2","3248","3764","85"
"5","ref3","1598","1611","86"
"8","ref5","8128","8568","92"
"2","ref4","7473","7777","99"
"8","ref1","2629","2832","92"
"6","ref5","5710","6496","85"
"11","ref4","7942","8941","83"
"9","ref1","6130","6396","82"
"1","ref3","1614","1640","96"
"4","ref2","2656","2786","83"
"2","ref1","6458","6559","99"
"5","ref4","9613","9668","99"
"1","ref4","7796","7867","85"
"10","ref4","7026","7391","96"
"7","ref4","8399","8568","84"
