"channel","reference","start","end","identity"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9266247379454927"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1705","2099","0.8728179551122195"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8993","0.8987603305785123"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1745","0.892"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12130","0.9240246406570842"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1691","2163","0.9090909090909091"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8915","9368","0.9120171673819742"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8911","9365","0.8961864406779662"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8524","8993","0.9132231404958677"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6522","6992","0.9201680672268907"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.9127789046653144"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1689","2153","0.8721174004192872"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6550","7008","0.8742004264392325"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10520","10967","0.8943965517241379"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5359","0.9326732673267327"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13341","0.9211538461538461"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","9268","9785","0.9252336448598131"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","15288","15768","0.9428571428571428"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8523","8993","0.9085239085239085"
"3","KR063672|Kikwit-807223|DRC|1995-04-01","14490","14960","0.9245283018867925"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13341","0.9196078431372549"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10967","0.9154639175257732"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10963","0.9279661016949152"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1349","0.9537223340040242"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4511","4970","0.911578947368421"
"3","KC242784|9_Luebo|DRC|2007","8526","8993","0.9438669438669439"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","433","914","0.8949494949494949"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11661","12145","0.888"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5339","0.9206680584551148"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11655","12145","0.908183632734531"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.8502994011976048"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8515","8993","0.8953722334004024"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9354","0.951063829787234"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4202","4583","0.8220551378446115"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16522","16971","0.9375"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5358","0.9354838709677419"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10502","10963","0.9363057324840764"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10491","10967","0.9397089397089398"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12850","13324","0.8704453441295547"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4874","5366","0.9076620825147348"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13336","0.9235294117647059"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16492","16971","0.9266802443991853"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12860","13336","0.9072164948453608"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5350","0.9240246406570842"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7323","7786","0.9285714285714286"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8894","9366","0.9057377049180327"
