"channel","reference","start","end","identity"
"11","ref3","1766","1879","93"
"11","ref2","2805","3461","84"
"7","ref2","2056","2496","94"
"7","ref5","8183","8358","82"
"12","ref4","8749","8811","89"
"1","ref1","5751","5840","91"
"6","ref4","7145","7259","80"
"6","ref5","6573","6631","88"
"10","ref3","1851","1896","92"
"11","ref3","1720","1843","80"
"6","ref2","3450","4419","95"
"3","ref3","1955","2009","89"
"5","ref1","2617","3047","91"
"6","ref2","3786","3944","94"
"5","ref3","1776","1875","99"
"8","ref1","6625","7470","87"
"6","ref2","3250","3484","99"
"2","ref2","3476","4054","83"
"5","ref1","6629","6714","85"
"11","ref2","3505","3669","96"
"12","ref3","1730","1740","83"
"10","ref3","1768","1938","91"
"8","ref5","6859","7439","100"
"9","ref3","1874","1951","87"
"3","ref1","144","155","100"
"4","ref1","7252","7285","97"
"3","ref2","2768","2890","96"
"2","ref1","6423","6805","91"
"2","ref2","3165","3489","100"
"11","ref5","7422","7843","82"
"2","ref1","6876","7875","100"
"4","ref4","8641","8974","99"
"4","ref4","6504","6718","87"
"5","ref1","4495","4608","94"
"7","ref4","9609","9706","84"
"11","ref2","2065","2170","81"
"9","ref2","2212","2456","99"
"7","ref1","3610","3753","92"
"1","ref4","7820","8078","83"
"3","ref3","1711","1743","95"
"9","ref4","8598","8845","100"
"5","ref1","6753","6796","81"
"1","ref1","2038","2494","80"
"10","ref5","6435","7165","87"
"12","ref1","4677","4731","97"
"12","ref1","3332","3339","98"
"3","ref1","297","321","100"
"3","ref4","9757","10244","86"
"10","ref2","2756","2830","93"
"3","ref2","3253","3592","98"
"12","ref4","9000","9225","87"
"12","ref1","7922","7983","83"
"12","ref1","3632","4011","95"
"4","ref2","3554","3817","83"
"8","ref4","6188","6946","86"
"12","ref1","2708","2773","97"
"6","ref3","1631","1779","94"
"12","ref1","5273","5343","83"
"4","ref2","2779","2965","88"
"6","ref4","9890","10374","90"
"4","ref1","1945","2155","99"
"4","ref1","3625","3792","87"
"12","ref3","1622","1660","88"
"11","ref4","9613","9746","88"
"12","ref1","7383","7440","94"
"11","ref1","4920","5380","95"
"3","ref1","5348","5499","81"
"9","ref1","863","883","83"
"10","ref1","4818","4958","81"
"11","ref1","2716","2848","89"
"10","ref1","1906","1961","81"
"8","ref2","3061","3693","88"
"10","ref3","1601","1744","87"
"10","ref4","6241","6305","81"
"5","ref4","7195","7496","80"
"11","ref4","7643","7698","84"
"6","ref5","6904","7693","82"
"2","ref4","6251","6563","100"
"8","ref5","7114","7367","98"
"6","ref1","2403","2551","94"
"8","ref2","3551","3717","80"
"6","ref3","1793","1835","98"
"3","ref3","1777","1836","93"
"1","ref3","1792","1958","98"
"7","ref1","3337","3478","90"
"2","ref4","9988","10107","94"
"11","ref4","8706","8742","89"
"6","ref1","2679","2793","84"
"2","ref1","1737","2413","100"
"8","ref5","6046","6662","87"
"9","ref2","3077","3295","100"
"10","ref2","2171","2305","94"
"4","ref2","2325","2637","86"
"6","ref1","1792","2097","91"
"5","ref1","391","694","85"
"8","ref4","6775","7117","100"
"2","ref2","3918","4048","98"
"10","ref2","3341","3567","97"
"12","ref5","7062","8061","82"
"7","ref1","1991","2368","85"
"9","ref4","8647","8856","97"
"11","ref4","6312","6384","83"
"1","ref4","6276","6875","85"
"10","ref4","8265","9264","88"
"12","ref4","6932","7247","91"
"2","ref2","2990","3283","100"
"10","ref5","5143","5404","97"
"6","ref3","1872","1884","80"
"1","ref3","1768","1830","81"
"3","ref4","6320","6603","98"
"7","ref3","1933","1954","87"
"7","ref2","3677","4676","95"
"8","ref4","7249","7445","96"
"12","ref3","1880","1903","84"
"7","ref3","1964","2002","93"
"9","ref3","1856","1902","97"
"10","ref4","8550","9549","92"
"5","ref4","8904","9064","83"
"9","ref4","7314","7804","80"
"3","ref2","3634","3997","95"
"6","ref4","7314","7385","96"
"2","ref1","1554","1688","80"
"11","ref4","9832","10064","89"
"10","ref3","1988","2269","93"
"5","ref1","2207","2426","98"
"9","ref4","7255","8155","95"
"6","ref1","5549","6319","82"
"10","ref4","9275","9431","92"
"10","ref4","7465","7602","85"
"7","ref4","6783","7014","99"
"4","ref3","1918","1930","89"
"4","ref4","9734","9942","98"
"4","ref2","2080","3079","82"
"10","ref2","2765","2909","89"
"5","ref4","8189","8703","81"
"9","ref4","8856","9505","99"
"8","ref1","5380","5960","80"
"2","ref3","1505","1522","100"
"11","ref4","6032","6142","83"
"8","ref2","2037","2968","92"
"5","ref3","1504","1518","97"
"4","ref3","1519","1607","82"
"5","ref2","3092","3309","92"
"1","ref3","1584","1693","97"
"1","ref3","1711","1761","87"
"4","ref3","1719","1751","92"
"2","ref1","3457","3600","86"
"1","ref4","6798","7038","96"
"12","ref4","6682","6923","94"
"9","ref4","7535","8210","86"
"4","ref2","3307","3428","80"
"10","ref4","7630","8238","86"
"6","ref1","3570","3721","81"
"9","ref1","325","393","82"
"10","ref3","1680","1736","86"
"9","ref1","2338","2612","82"
"3","ref4","6261","6975","92"
"2","ref1","5233","5253","91"
"12","ref1","4931","5022","80"
"5","ref5","8512","9511","85"
"2","ref1","5917","6019","93"
"7","ref2","2336","2540","92"
"8","ref4","6804","6959","98"
"9","ref1","5066","5403","89"
"1","ref1","2359","2392","85"
"7","ref4","9971","10117","85"
"6","ref5","8500","9019","93"
"10","ref3","1975","2108","96"
"4","ref2","3212","3580","91"
"11","ref3","1607","1617","98"
"5","ref1","1592","1733","85"
"3","ref1","4933","5657","96"
"8","ref4","9013","9115","94"
"4","ref3","1763","1792","99"
"3","ref4","9545","10393","100"
"7","ref1","3435","3461","87"
"1","ref3","1503","1536","91"
"5","ref4","8600","8825","89"
"2","ref2","3586","3635","82"
"2","ref4","8611","9239","82"
"7","ref4","8208","8273","91"
"2","ref3","1544","1563","96"
"6","ref1","4846","4991","93"
"3","ref1","400","583","86"
"1","ref3","1771","1780","84"
"4","ref2","2896","3895","91"
"2","ref1","3127","3575","91"
"2","ref1","3245","3311","99"
"7","ref5","7522","8521","88"
"5","ref3","1865","1882","80"
"7","ref2","2238","3237","95"
"5","ref5","8194","8354","91"
"11","ref3","1532","1616","92"
"1","ref5","6179","6287","90"
"4","ref4","6613","6897","86"
"12","ref3","1635","1722","98"
"4","ref4","6984","7690","87"
"5","ref4","6545","7544","89"
"6","ref1","3718","3792","86"
"9","ref1","6650","6989","80"
"12","ref1","4812","4886","100"
"10","ref1","6938","7019","84"
"10","ref1","7626","7751","99"
"11","ref2","2814","3813","85"
"10","ref2","2532","3453","94"
"7","ref2","3838","4180","82"
"2","ref2","2814","3003","89"
"9","ref4","8538","8661","85"
"1","ref1","4835","5034","85"
"3","ref4","6917","6993","90"
"5","ref3","1714","1801","96"
"9","ref4","7970","8320","95"
"10","ref2","2299","2677","86"
"1","ref2","3138","3680","97"
"3","ref4","9612","9713","80"
"9","ref1","914","1089","98"
"6","ref1","1907","2037","98"
"8","ref2","2661","2830","91"
"10","ref1","1977","2056","100"
"6","ref2","3047","4046","80"
"4","ref1","6121","6178","80"
"4","ref5","6924","7197","85"
"2","ref2","2624","3623","89"
"4","ref1","3316","3465","90"
"3","ref1","1897","1934","91"
"3","ref5","6520","6627","94"
"2","ref2","2409","2958","86"
"1","ref5","6855","7302","81"
"6","ref2","3207","4111","98"
"12","ref1","3123","3298","98"
"6","ref5","4339","4440","98"
"3","ref1","334","410","86"
"8","ref2","2820","3144","80"
"12","ref4","9628","10048","91"
"11","ref3","1981","2175","81"
"6","ref4","9731","10291","84"
"12","ref1","7658","7677","88"
"1","ref1","4577","5304","87"
"7","ref3","1653","1667","90"
"8","ref4","6499","6573","86"
"5","ref3","1690","1701","98"
"11","ref4","6268","6594","92"
"6","ref3","1749","1899","80"
"3","ref5","4107","5106","99"
"4","ref3","1793","1890","100"
"5","ref4","7715","7861","84"
"6","ref3","1598","1625","82"
"1","ref1","6808","6908","84"
"8","ref3","1535","1613","83"
"9","ref3","1872","2062","82"
"4","ref4","8677","8967","89"
"1","ref5","5113","5903","97"
"11","ref4","6678","6716","85"
"12","ref3","1904","1961","83"
"10","ref5","8957","9575","91"
"8","ref2","3855","4854","95"
"7","ref5","4244","5094","80"
"6","ref1","3284","3572","94"
"2","ref4","7139","7419","80"
"4","ref4","8006","8181","85"
"8","ref1","4001","4286","94"
"1","ref2","2348","2469","92"
"8","ref4","6354","6593","89"
"5","ref1","3717","3977","90"
"1","ref1","427","593","92"
"10","ref3","1639","1695","94"
"5","ref1","2026","2128","87"
"10","ref1","6252","6416","100"
"5","ref3","1957","1980","90"
"7","ref5","6802","7801","96"
"4","ref3","1739","1845","88"
"7","ref1","2004","2109","89"
"7","ref1","561","855","85"
"1","ref4","7579","8011","85"
"1","ref1","4820","4981","100"
"9","ref2","3808","4386","100"
"4","ref1","6299","6440","98"
"10","ref1","3278","3335","90"
"5","ref5","8153","8505","95"
"5","ref4","7346","8076","80"
"9","ref5","8608","9090","98"
"3","ref1","827","921","92"
"11","ref3","1793","2041","94"
"9","ref2","3381","3526","98"
"12","ref1","6263","6440","85"
"9","ref1","6967","7077","83"
"12","ref4","6371","6701","91"
"6","ref3","1764","1792","96"
"3","ref1","6746","7659","83"
"4","ref1","6214","6244","86"
"8","ref1","7968","7994","97"
"3","ref2","3933","4587","95"
"7","ref2","2204","2288","89"
"10","ref3","1800","1829","85"
"6","ref2","3322","3512","100"
"11","ref2","2838","3397","92"
"6","ref4","9223","9385","82"
"3","ref1","3500","3521","90"
"2","ref4","9145","9189","92"
"6","ref3","1566","1590","88"
"12","ref3","1679","1715","86"
"3","ref2","2777","2978","94"
"3","ref4","8884","8943","97"
"1","ref4","7001","7059","87"
"3","ref1","5894","5980","84"
"4","ref4","8052","8268","94"
"11","ref2","2960","3959","87"
"3","ref3","1599","1655","81"
"9","ref1","4544","4585","82"
"3","ref3","1652","2166","97"
"5","ref2","3488","4487","98"
"6","ref4","9793","10095","86"
"5","ref2","2458","3016","100"
"7","ref4","8273","8415","92"
"11","ref3","1777","1801","84"
"6","ref3","1551","1576","92"
"8","ref1","7347","7424","82"
"6","ref4","9442","9489","90"
"11","ref4","9162","9294","99"
"6","ref1","7662","8233","95"
"1","ref2","3369","4349","82"
"4","ref2","3633","3944","83"
"5","ref5","5633","6203","85"
"10","ref2","3657","3875","86"
"12","ref1","7102","7217","85"
"6","ref2","2066","3065","99"
"1","ref4","6750","7404","87"
