"channel","reference","start","end","identity"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4928","5359","0.9031531531531531"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12130","0.9399585921325052"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4505","4970","0.9203354297693921"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9368421052631579"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9357","0.9074074074074074"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8906","9368","0.909853249475891"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4503","4970","0.893970893970894"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4088","4588","0.825426944971537"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1762","0.7738317757009345"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4493","4969","0.773469387755102"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10499","10967","0.906054279749478"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8991","0.9557894736842105"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11657","11863","0.9198113207547169"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16512","16971","0.9482758620689655"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11665","12145","0.8732394366197183"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","878","1349","0.9163265306122449"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10539","10967","0.8806306306306306"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12145","0.9350393700787402"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16108","16571","0.9308176100628931"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9161554192229039"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1338","0.8913934426229508"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5280","5779","0.9007782101167315"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9592","9787","0.8731707317073171"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8528","8993","0.9126819126819127"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5290","5779","0.922"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9280","9787","0.9001883239171374"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13668","14144","0.918"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14881","15379","0.8875968992248062"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7323","7798","0.9330628803245437"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","15692","16140","0.9235807860262009"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11655","12145","0.914"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14097","14548","0.8921775898520085"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7331","7798","0.9033613445378151"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16494","16971","0.9185336048879837"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5359","0.902970297029703"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3289","3790","0.870722433460076"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1695","2161","0.9246861924686193"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4074","4434","0.9088471849865952"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14080","14566","0.927710843373494"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","873","1349","0.8620689655172413"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.9371196754563894"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12481","12942","0.9184549356223176"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16904","17377","0.901840490797546"
