"channel","reference","start","end","identity"
"3","ref5","5112","6111","93"
"7","ref2","3714","4027","84"
"7","ref4","8874","9023","82"
"3","ref2","3538","4411","89"
"4","ref2","3125","3358","86"
"8","ref1","269","280","97"
"12","ref1","6873","6926","83"
"6","ref2","3222","3804","89"
"1","ref1","5327","5340","93"
"12","ref3","1796","1814","99"
"5","ref1","1170","1276","85"
"1","ref2","3289","3598","96"
"8","ref2","2614","3066","86"
"2","ref2","2661","3425","82"
"3","ref1","4452","4664","92"
"10","ref3","1963","2157","93"
"10","ref3","1527","1575","94"
"1","ref4","8510","8550","84"
"1","ref1","1768","1851","80"
"11","ref2","3856","4556","84"
"12","ref3","1980","2000","81"
"12","ref3","1821","1839","82"
"7","ref4","9731","9857","95"
"8","ref1","1525","1641","100"
"7","ref1","7667","7815","92"
"1","ref3","1922","1941","89"
"12","ref4","6201","6380","93"
"1","ref3","1804","1816","94"
"8","ref1","2814","2849","97"
"3","ref1","2848","3602","84"
"9","ref4","7566","8565","97"
"12","ref1","5487","5719","83"
"1","ref1","1771","2262","88"
"6","ref1","719","738","84"
"5","ref4","6423","7043","88"
"2","ref4","9171","9191","94"
"6","ref4","6200","6282","97"
"7","ref1","5860","6054","100"
"10","ref2","2028","2460","87"
"1","ref3","1759","1804","94"
"2","ref2","3092","3285","95"
"4","ref1","5264","5363","95"
"4","ref3","1543","1564","82"
"11","ref1","1900","1997","90"
"3","ref1","1393","1458","84"
"4","ref2","3711","3739","84"
"1","ref4","9414","9636","97"
"4","ref1","1152","1343","100"
"9","ref4","9339","9715","85"
"2","ref2","2501","2646","84"
"7","ref2","2524","2885","83"
"1","ref2","3447","3953","91"
"12","ref2","3856","4635","97"
"7","ref4","6735","6799","97"
"8","ref1","2782","3029","97"
"11","ref4","7584","7666","97"
"7","ref4","9014","9175","98"
"11","ref2","2686","3678","92"
"8","ref2","3636","3668","99"
"12","ref4","7519","7777","90"
"1","ref2","2694","3164","85"
"3","ref4","6901","7868","81"
"9","ref2","2045","3044","97"
"6","ref4","7530","7618","92"
"3","ref2","3165","4164","83"
"9","ref1","3821","4048","82"
"9","ref1","6981","7444","93"
"9","ref1","388","406","96"
"12","ref4","9675","9832","85"
"11","ref4","6154","6293","84"
"2","ref2","2548","2736","94"
"4","ref2","3964","4057","90"
"10","ref3","1539","1555","99"
"9","ref4","6624","7108","96"
"1","ref5","5139","5757","99"
"2","ref2","3698","4020","89"
"11","ref2","2655","2817","99"
"9","ref2","2132","2395","80"
"1","ref4","8968","9071","96"
"10","ref3","1821","1882","81"
"4","ref4","9284","9471","94"
"10","ref3","1744","1797","80"
"1","ref1","119","220","93"
"3","ref2","2559","2677","90"
"1","ref4","8151","8458","100"
"4","ref4","6175","6340","89"
"1","ref1","4403","4575","99"
"1","ref4","9347","9456","80"
"6","ref3","1759","1795","96"
"2","ref1","5043","5065","90"
"10","ref4","9705","9805","81"
"3","ref1","4780","4951","86"
"2","ref1","7837","7961","87"
"8","ref2","2146","2548","94"
"12","ref4","6157","6980","88"
"9","ref3","1555","1623","98"
"4","ref4","8589","9061","89"
"8","ref5","4836","5300","100"
"11","ref1","768","967","87"
"1","ref3","1742","1768","89"
"4","ref2","3254","3819","83"
"2","ref5","4155","5154","98"
"9","ref2","2546","3545","87"
"9","ref1","6768","6960","82"
"6","ref1","7599","7697","95"
"11","ref1","5160","5181","94"
"6","ref1","6266","6540","99"
"8","ref3","1937","1945","80"
"10","ref4","9863","10307","97"
"8","ref4","8108","8265","82"
"7","ref1","4923","5001","98"
"7","ref2","2324","2466","85"
"3","ref2","2247","2603","96"
"1","ref4","8658","8778","84"
"12","ref1","7046","7215","98"
"10","ref5","7189","8188","89"
"2","ref2","2243","2720","99"
"2","ref4","9713","10296","96"
"5","ref5","8978","9777","86"
"5","ref2","2977","3044","80"
"6","ref2","3610","3646","84"
"3","ref2","3891","4061","97"
"2","ref1","3868","3902","88"
"10","ref5","4701","4968","88"
"6","ref3","1720","1800","83"
"10","ref5","7654","7945","86"
"2","ref3","1951","1982","89"
"3","ref2","3856","4016","81"
"10","ref3","1959","1979","83"
"4","ref2","3157","3323","89"
"3","ref1","6341","6545","97"
"3","ref3","1524","2129","91"
"12","ref4","8447","8562","82"
"8","ref4","6451","7450","87"
"1","ref2","3279","3509","86"
"10","ref2","3546","4545","81"
"5","ref4","7173","8172","100"
"11","ref1","2914","2932","85"
"1","ref1","7586","7793","93"
"7","ref4","9740","10020","86"
"3","ref1","1293","1354","86"
"11","ref1","3848","4589","80"
"10","ref3","1660","1689","95"
"6","ref2","3050","3155","86"
"7","ref2","2529","2757","94"
"4","ref4","7898","7997","81"
"3","ref1","7807","7855","94"
"2","ref5","4263","4484","89"
"7","ref1","7299","7312","82"
"5","ref5","8491","8656","84"
"11","ref4","6158","6404","91"
"8","ref3","1661","1715","85"
"1","ref2","3274","3356","87"
"7","ref3","1759","1809","93"
"11","ref4","9158","9354","93"
"11","ref3","1617","1670","80"
"1","ref4","9470","9492","80"
"12","ref4","6703","6933","91"
"11","ref4","6322","7321","81"
"8","ref2","2637","2692","91"
"3","ref1","4117","4227","96"
"4","ref1","3986","4109","87"
"12","ref3","1617","1759","88"
"4","ref1","6491","6693","92"
"2","ref3","1513","1759","92"
"8","ref1","4703","4739","88"
"1","ref3","1581","1619","96"
"4","ref3","1902","1951","87"
"8","ref2","3432","4356","86"
"8","ref1","7149","7171","93"
"1","ref1","4964","5033","96"
"3","ref5","6823","6870","88"
"12","ref1","4600","4667","90"
"4","ref2","3202","3610","100"
"5","ref3","1571","1602","85"
"5","ref1","6828","6888","89"
"8","ref5","6766","7568","87"
"8","ref3","1948","1960","87"
"7","ref5","6692","6816","86"
"6","ref1","1630","1682","97"
"6","ref2","2261","3260","86"
"12","ref2","2337","2509","97"
"4","ref3","1821","1885","93"
"6","ref5","6458","6787","90"
"7","ref3","1653","1674","94"
"4","ref1","6680","6771","91"
"5","ref3","1607","1622","82"
"12","ref4","8603","8940","80"
"11","ref2","3601","3794","87"
"12","ref1","1108","1152","97"
"6","ref4","6471","6644","84"
"1","ref3","1931","1989","92"
"11","ref5","4157","4640","80"
"12","ref3","1618","1668","80"
"12","ref1","4140","4153","99"
"12","ref1","4592","4702","81"
"12","ref3","1694","1720","94"
"3","ref1","2953","2969","81"
"11","ref5","6591","7590","96"
"8","ref3","1538","1728","93"
"12","ref4","7232","7553","87"
"7","ref3","1876","1928","92"
"3","ref4","7277","7468","90"
"1","ref2","3431","3560","96"
"7","ref4","8690","8934","81"
"10","ref1","5454","5502","92"
"7","ref1","294","432","90"
"4","ref3","1529","1536","96"
"2","ref2","3567","3755","87"
"2","ref5","4209","4293","100"
"5","ref2","3743","4742","82"
"5","ref1","2280","2401","84"
"1","ref5","8065","8480","83"
"3","ref5","6491","6703","83"
"1","ref1","1566","1703","89"
"6","ref1","2152","2264","98"
"11","ref4","7224","7497","84"
"10","ref3","1637","1879","96"
"8","ref1","1275","1428","94"
"11","ref3","1548","1561","87"
"11","ref3","1819","1838","92"
"10","ref5","4495","5204","92"
"9","ref1","2293","2378","96"
"6","ref4","7934","8256","91"
"8","ref5","8109","9049","91"
"3","ref1","1370","1448","85"
"12","ref2","3331","3493","86"
"1","ref2","2162","2338","93"
"9","ref2","2235","2297","83"
"11","ref1","7700","7822","84"
"11","ref2","3737","3755","100"
"1","ref5","6626","7374","99"
"6","ref1","6798","6912","100"
"11","ref1","2091","2122","84"
"8","ref1","5017","5065","86"
"7","ref1","6376","6637","100"
"11","ref3","1678","1704","88"
"6","ref1","1100","1157","95"
"2","ref1","5480","5882","93"
"6","ref1","3820","3883","88"
"1","ref3","1804","1812","87"
"9","ref1","1","91","99"
"9","ref4","7563","7593","89"
"2","ref2","3012","3896","92"
"4","ref3","1938","2150","88"
"3","ref4","6727","6918","82"
"8","ref1","5602","5610","80"
"3","ref4","6094","6186","91"
"8","ref2","3671","4670","88"
"11","ref2","3122","3615","96"
"3","ref4","6695","6876","90"
"9","ref1","7817","7952","81"
"4","ref3","1988","2036","80"
"6","ref2","2050","2264","95"
"10","ref1","6771","6801","99"
"8","ref3","1633","1700","90"
"4","ref3","1879","2073","83"
"12","ref4","9947","10451","92"
"5","ref1","4544","4920","97"
"12","ref3","1578","1606","90"
"11","ref5","8264","8681","84"
"3","ref2","2758","2976","83"
"3","ref1","1739","1803","96"
"3","ref4","9129","9539","92"
"2","ref4","8151","8195","86"
"1","ref1","7297","7395","86"
"1","ref1","3530","3567","98"
"12","ref3","1765","1787","97"
"10","ref3","2000","2011","89"
"7","ref4","6213","6327","83"
"6","ref1","2787","2828","96"
"9","ref3","1631","1853","85"
"4","ref2","2414","2632","93"
