"channel","reference","start","end","identity"
"8","ref3","1691","1818","82"
"6","ref4","8060","8273","89"
"10","ref4","7645","7715","93"
"1","ref2","3686","3851","99"
"5","ref4","7486","7822","80"
"5","ref1","3952","4024","80"
"6","ref1","0","72","87"
"10","ref3","1822","1855","94"
"3","ref2","3471","3623","99"
"1","ref5","4000","4385","100"
"9","ref2","3538","3767","98"
"12","ref3","1986","2213","80"
"1","ref1","680","1038","100"
"6","ref1","4867","5142","91"
"11","ref1","6700","6882","94"
"1","ref2","2996","3201","96"
"7","ref1","5082","5182","94"
"4","ref2","3971","4970","87"
"11","ref1","1499","1752","98"
"7","ref4","9278","9480","90"
"4","ref4","9714","10194","94"
"3","ref4","9834","10045","98"
"11","ref1","3374","3919","81"
"5","ref1","7684","7788","96"
"8","ref4","9191","9415","89"
"7","ref4","7350","7543","84"
"7","ref2","3326","3561","83"
"11","ref2","3748","3910","88"
"10","ref1","6073","6591","93"
"2","ref1","2274","2409","90"
"5","ref3","1968","2059","100"
"12","ref2","2892","3546","92"
"9","ref4","9154","9320","100"
"7","ref4","7181","7839","80"
"12","ref1","7771","7883","87"
"5","ref2","2557","2729","95"
"11","ref2","2117","2645","84"
"10","ref1","6000","6999","91"
"10","ref3","1828","1918","83"
"6","ref2","3673","3823","100"
"9","ref3","1842","1845","84"
"4","ref1","6094","6108","86"
"6","ref2","3274","3394","94"
"3","ref1","4399","4922","82"
"5","ref4","6772","7771","81"
"5","ref3","1936","1970","82"
"7","ref5","8779","9778","80"
"11","ref5","7419","7604","87"
"2","ref2","3918","4889","85"
"6","ref4","6911","7230","93"
"9","ref3","1624","1659","88"
"2","ref3","1522","1543","88"
"5","ref4","8225","8281","84"
"1","ref1","2482","2522","89"
"12","ref5","5721","6720","89"
"1","ref5","4235","5021","97"
"6","ref1","4644","5109","86"
"4","ref3","1687","1706","88"
"4","ref2","2751","3750","80"
"3","ref1","7273","7284","98"
"8","ref2","2680","2781","81"
"4","ref1","2357","2688","84"
"12","ref1","7182","7210","95"
"3","ref5","8152","8369","92"
"6","ref1","6841","7352","96"
"6","ref4","7254","7319","81"
"9","ref3","1847","1868","85"
"4","ref3","1593","1635","100"
"4","ref3","1694","1749","99"
"11","ref1","6422","6868","91"
"5","ref4","7462","7549","87"
"9","ref4","9529","10414","84"
"5","ref2","2458","3457","93"
"5","ref2","3397","4276","90"
"8","ref1","5950","6039","81"
"6","ref4","7391","7769","100"
"2","ref1","5755","5806","98"
"9","ref3","1846","1866","93"
"10","ref2","3656","3857","96"
"2","ref4","7825","8034","95"
"5","ref5","4647","5289","99"
"12","ref3","1711","1753","82"
"6","ref2","2263","2629","90"
"1","ref1","6501","6773","97"
"2","ref1","5948","6154","84"
"1","ref2","2101","2264","86"
"4","ref4","8618","8883","95"
"9","ref1","4163","4245","86"
"4","ref4","8747","8843","99"
"4","ref4","7247","7514","92"
"12","ref3","1663","1813","97"
"8","ref1","4308","4441","100"
"11","ref3","1688","1706","95"
"12","ref3","1987","2064","96"
"9","ref1","4044","4055","81"
"6","ref4","7227","7259","97"
"2","ref4","9153","9178","96"
"2","ref2","2748","2838","85"
"12","ref2","3206","3413","86"
"1","ref5","8779","9081","89"
"9","ref3","1584","1658","81"
"5","ref2","2209","2770","90"
"5","ref4","7805","7860","91"
"4","ref1","1079","1394","93"
"4","ref1","6116","6168","88"
"8","ref4","6109","6408","82"
"7","ref3","1840","1946","100"
"9","ref3","1767","1886","98"
"5","ref4","6381","6470","81"
"4","ref4","7877","8075","86"
"4","ref1","6734","7029","81"
"12","ref4","9269","9610","90"
"3","ref2","2353","3289","80"
"9","ref3","1532","1680","82"
"10","ref5","7951","8178","93"
"10","ref2","3525","4055","80"
"9","ref5","7338","7622","83"
"11","ref3","1899","2065","81"
"11","ref2","2699","2953","88"
"4","ref2","2443","2777","88"
"10","ref1","5775","5880","87"
"5","ref1","6301","6377","81"
"6","ref2","2136","2698","100"
"6","ref2","2542","2643","89"
"6","ref1","5203","5218","84"
"12","ref1","5669","5706","96"
"5","ref3","1786","1824","89"
"8","ref4","8442","9052","96"
"6","ref1","7014","7126","81"
"8","ref2","2052","2285","84"
"2","ref2","3757","3953","93"
"11","ref5","7474","8422","95"
"11","ref2","3272","3352","95"
"2","ref2","2879","3494","95"
"7","ref2","2202","2841","94"
"8","ref2","3870","4030","82"
"5","ref3","1829","2017","80"
"2","ref4","9032","9044","98"
"8","ref1","4056","4147","89"
"7","ref2","3161","3213","96"
"9","ref3","1798","1833","99"
"10","ref1","1584","1591","100"
"11","ref3","1864","1920","84"
"9","ref1","1025","1287","100"
"5","ref1","844","955","81"
"8","ref1","2561","2605","95"
"3","ref4","6890","7262","85"
"5","ref1","3717","4019","97"
"1","ref4","9930","10063","86"
"8","ref5","4974","5510","91"
"11","ref1","3938","4243","99"
"11","ref2","2546","2835","85"
"10","ref5","5262","5539","86"
"10","ref4","8864","9024","87"
"2","ref3","1538","1729","99"
"5","ref4","8899","9052","87"
"7","ref3","1628","2154","84"
"12","ref2","3402","3678","90"
"10","ref2","2989","3988","97"
"1","ref4","7972","8455","90"
"8","ref1","7344","7424","90"
"8","ref1","6795","7044","93"
"12","ref3","1994","2011","97"
"5","ref1","5042","5076","88"
"12","ref4","8575","8777","83"
"1","ref1","4715","4786","94"
"5","ref3","1840","1845","88"
"10","ref1","5347","5538","82"
"7","ref4","6355","6760","98"
"7","ref2","3933","4140","87"
"6","ref2","2317","2762","93"
"4","ref1","2400","2953","84"
"12","ref4","6674","6791","84"
"9","ref3","1633","1801","100"
"12","ref2","2491","2915","99"
"10","ref2","3488","4487","88"
"11","ref1","6857","7241","88"
"8","ref4","6153","6232","80"
"1","ref4","7807","7881","98"
"6","ref2","2833","3070","90"
"2","ref5","4821","5348","95"
"8","ref2","3477","3588","92"
"1","ref2","3618","3719","83"
"7","ref2","2177","2857","95"
"2","ref5","6283","7282","80"
"10","ref2","2613","3278","92"
"12","ref5","7909","8183","97"
"8","ref2","2408","2800","99"
"4","ref1","5902","6406","86"
"9","ref1","12","109","85"
"5","ref2","2733","3388","82"
"9","ref2","2928","3249","99"
"5","ref1","5901","6032","98"
"5","ref1","281","372","87"
"9","ref4","6117","6180","90"
"12","ref4","6477","7476","89"
"9","ref3","1766","1869","94"
"10","ref1","6955","7014","80"
"9","ref1","1808","1883","87"
"7","ref3","1622","1640","94"
"8","ref4","9129","9329","88"
"10","ref2","3075","4074","98"
"4","ref4","6299","6477","85"
"6","ref4","9288","9663","94"
"5","ref4","6153","6512","86"
"3","ref4","9002","9102","96"
"9","ref1","4270","4762","97"
"7","ref4","9698","9854","88"
"12","ref5","8402","8564","87"
"8","ref5","7966","8420","97"
"7","ref3","1523","1532","94"
"9","ref3","1712","1868","96"
"9","ref4","8810","8866","97"
"7","ref4","9485","9515","85"
"7","ref1","473","662","83"
"4","ref2","2758","2930","93"
"9","ref4","6028","6089","86"
"11","ref1","7306","7325","95"
"7","ref2","2455","2523","100"
"3","ref2","2003","2261","81"
"1","ref2","2247","3246","81"
"12","ref4","6615","7536","90"
"1","ref4","7207","7230","97"
"3","ref3","1773","1820","87"
"10","ref4","7668","7951","95"
"7","ref1","2454","2488","93"
"8","ref1","3549","3731","82"
"3","ref2","2130","2442","87"
"7","ref4","6694","6748","89"
"4","ref2","3525","3679","97"
"5","ref2","2372","3344","81"
"10","ref3","1797","1838","82"
"9","ref4","9795","10003","86"
"3","ref1","3182","4181","96"
"12","ref2","2935","3028","93"
"11","ref1","4624","4680","99"
"7","ref1","4214","4249","85"
"6","ref3","1602","1623","88"
"6","ref5","5129","5576","84"
"10","ref3","1864","1916","88"
"6","ref1","3097","3240","84"
"6","ref3","1952","1960","86"
"8","ref4","7025","7045","90"
"6","ref2","2664","2771","86"
"11","ref1","683","1103","97"
"1","ref1","6472","6487","96"
"12","ref1","5323","5375","86"
"12","ref4","8945","9944","97"
"10","ref3","1612","1624","90"
"8","ref4","6947","7006","97"
"12","ref4","6262","6493","86"
"6","ref1","7615","7659","84"
"7","ref2","3116","4115","93"
"3","ref2","2967","3275","85"
"4","ref2","2995","3495","91"
"8","ref3","1998","2205","90"
"8","ref3","1744","1774","89"
"5","ref5","5285","5932","92"
"7","ref1","3878","3930","91"
"1","ref3","1599","1605","99"
"9","ref2","3477","3558","93"
"1","ref3","1842","1886","97"
"4","ref1","4244","4956","100"
"8","ref2","2710","2848","99"
"6","ref3","1765","2764","81"
"10","ref1","5288","5306","94"
"3","ref2","3928","4358","83"
"5","ref2","2528","2619","97"
"5","ref4","6103","6190","81"
"11","ref3","1794","1864","86"
"12","ref3","1609","1643","94"
"4","ref4","6668","6922","100"
"1","ref2","2031","2170","82"
"10","ref5","7250","7389","84"
"12","ref3","1509","1525","90"
"12","ref3","1707","1903","85"
"6","ref4","8706","8907","86"
"7","ref3","1801","1826","96"
"10","ref5","6148","6432","92"
"8","ref1","3024","3873","96"
"10","ref1","4871","5004","90"
"2","ref3","1686","1719","98"
"4","ref1","4269","4459","95"
"3","ref4","7641","7734","82"
"12","ref4","7374","7522","95"
"6","ref3","1668","1688","96"
"11","ref2","3777","3954","99"
"3","ref2","3898","4027","95"
"6","ref4","7204","7446","92"
"4","ref1","5550","5810","99"
"12","ref3","1979","2090","93"
"12","ref2","3368","3796","85"
"7","ref4","8018","8329","97"
"10","ref1","1814","1893","93"
"5","ref2","2610","3014","97"
"5","ref2","2645","2767","91"
"3","ref1","4045","4080","92"
"11","ref1","5335","5414","94"
"6","ref4","6006","6096","97"
"8","ref1","5885","6559","91"
"7","ref2","2983","3751","89"
"12","ref1","5305","5346","85"
"7","ref4","9653","10344","83"
"2","ref1","1954","2024","80"
"2","ref4","6676","6750","84"
"10","ref1","1193","1320","91"
"9","ref2","3166","3669","84"
