"channel","reference","start","end","identity"
"12","ref4","6443","6474","99"
"8","ref1","6640","6713","81"
"9","ref3","1522","1559","89"
"7","ref2","3162","3768","98"
"10","ref1","6985","7093","93"
"5","ref5","5886","6318","96"
"9","ref2","2593","2672","97"
"12","ref4","6212","6273","93"
"12","ref3","1503","1509","100"
"6","ref1","4895","4923","90"
"10","ref4","7640","8639","88"
"5","ref1","3455","4338","96"
"2","ref2","2328","2361","80"
"5","ref2","3728","3825","94"
"6","ref5","6633","7119","82"
"8","ref5","5042","5750","93"
"9","ref1","342","369","99"
"11","ref1","2948","3004","86"
"7","ref1","1707","1715","98"
"6","ref1","2088","2186","80"
"10","ref3","1547","1568","99"
"3","ref3","1578","1586","88"
"12","ref3","1823","1863","84"
"11","ref3","1820","1893","99"
"9","ref2","2844","3074","83"
"11","ref5","8838","9837","90"
"11","ref5","4770","4999","95"
"9","ref3","1716","1757","84"
"8","ref1","5047","5312","98"
"11","ref3","1679","1693","81"
"7","ref1","7263","7939","82"
"12","ref3","1637","1711","86"
"4","ref4","8240","8271","84"
"9","ref5","6239","6676","82"
"2","ref2","3743","4241","100"
"3","ref4","8883","9235","99"
"7","ref2","3949","4146","90"
"8","ref4","8867","9807","90"
"4","ref3","1525","1552","85"
"4","ref1","4906","5023","92"
"3","ref4","6778","6899","85"
"11","ref1","2682","2843","98"
"6","ref1","4739","4820","87"
"7","ref2","2676","3320","90"
"1","ref5","6149","6950","97"
"2","ref4","7838","8314","86"
"4","ref1","1226","1267","87"
"12","ref1","7615","7978","81"
"11","ref3","1756","1787","90"
"2","ref5","7497","7999","80"
"5","ref4","8390","8801","92"
"7","ref1","5163","5209","86"
"8","ref2","3456","4335","100"
"11","ref1","2470","2507","85"
"6","ref4","9672","9746","92"
"9","ref1","7770","7869","83"
"9","ref2","3818","4049","94"
"7","ref3","1860","1870","97"
"11","ref4","7888","8436","96"
"5","ref2","2442","2877","84"
"10","ref3","1895","1909","96"
"6","ref4","7351","7386","94"
"8","ref2","3058","3606","85"
"5","ref4","7597","8433","81"
"2","ref1","6188","6234","82"
"2","ref1","278","458","87"
"9","ref3","1678","1813","91"
"3","ref1","5657","5692","98"
"3","ref2","2255","2608","95"
"9","ref1","4049","4073","89"
"6","ref3","1818","1884","88"
"9","ref3","1653","1662","97"
"3","ref1","5714","5738","83"
"4","ref1","6717","6747","87"
"2","ref2","3442","4441","95"
"4","ref4","7735","7870","80"
"3","ref5","6591","6738","84"
"8","ref3","1802","1823","86"
"9","ref4","8280","8383","98"
"8","ref5","8558","9557","97"
"4","ref1","1002","1048","81"
"4","ref1","7862","7993","87"
"11","ref2","2861","3682","86"
"5","ref2","3096","3324","97"
"7","ref4","9532","9536","100"
"4","ref2","2876","3011","93"
"6","ref4","9548","9762","98"
"11","ref1","4044","4143","85"
"1","ref5","5794","5843","90"
"12","ref1","6893","6953","86"
"8","ref2","3027","3147","88"
"5","ref2","2416","2780","91"
"5","ref1","4709","4908","98"
"4","ref1","6196","6229","100"
"3","ref2","2277","2597","92"
"6","ref1","6855","6874","88"
"2","ref4","8246","8371","96"
"11","ref2","2482","3476","94"
"3","ref2","3512","3923","86"
"1","ref1","1895","2111","94"
"9","ref2","3451","3858","82"
"4","ref2","2462","2902","84"
"6","ref5","8402","9401","93"
"9","ref3","1714","1783","95"
"6","ref1","5912","5991","86"
"12","ref1","1795","1926","95"
"2","ref2","3481","4480","90"
"6","ref1","7365","7525","88"
"2","ref2","2765","3218","94"
"4","ref4","9056","9106","98"
"7","ref5","5432","6243","98"
"3","ref3","1577","1585","89"
"7","ref3","1528","1548","83"
"3","ref4","6869","7089","98"
"10","ref3","1792","1876","96"
"3","ref2","3662","3763","93"
"4","ref2","2262","3261","87"
"2","ref3","1878","1936","81"
"5","ref1","4927","4980","93"
"8","ref2","3573","3808","89"
"2","ref1","6537","6789","95"
"12","ref4","7190","7333","84"
"11","ref4","6614","6740","89"
"1","ref1","4552","4904","94"
"12","ref2","3217","3373","95"
"4","ref2","2053","2153","93"
"4","ref1","113","165","83"
"3","ref3","1644","1697","100"
"10","ref3","1808","1901","97"
"1","ref1","1300","1495","94"
"7","ref3","1573","1586","92"
"9","ref1","6230","6497","88"
"7","ref3","1843","1859","81"
"12","ref3","1655","1685","88"
"8","ref2","3508","4507","91"
"1","ref1","1026","1249","82"
"6","ref4","8856","9089","99"
"3","ref2","3481","4480","87"
"4","ref3","1960","2002","87"
"6","ref2","3767","4511","81"
"10","ref3","1515","1767","95"
"12","ref3","1960","2091","96"
"2","ref2","2164","2291","85"
"1","ref1","5153","5808","89"
"7","ref1","1455","1465","85"
"5","ref4","7145","7230","94"
"9","ref5","6925","7141","80"
"2","ref1","6670","7027","83"
"3","ref4","6103","6166","83"
"7","ref4","7740","7849","85"
"4","ref3","1690","1712","86"
"9","ref1","4431","4666","87"
"12","ref4","8878","9040","90"
"10","ref1","5889","6011","89"
"3","ref2","2291","2942","91"
"7","ref3","1729","1733","97"
"11","ref2","2272","2709","100"
