"channel","reference","start","end","identity"
"11","ref2","3819","4017","84"
"4","ref2","2445","2664","96"
"5","ref2","2902","3032","84"
"5","ref4","7654","8324","100"
"1","ref1","1374","1836","83"
"3","ref2","2775","3469","95"
"10","ref2","3071","3438","82"
"5","ref3","1564","1568","87"
"8","ref1","4740","4759","92"
"9","ref3","1738","1765","87"
"2","ref2","2950","3568","99"
"1","ref1","4837","4857","90"
"2","ref4","7384","7732","91"
"9","ref1","7278","7485","93"
"11","ref4","7534","7627","98"
"11","ref1","4416","4533","99"
"1","ref3","1541","1565","88"
"2","ref3","1941","1952","94"
"3","ref1","2581","2626","100"
"8","ref3","1622","1653","89"
"4","ref2","2353","2635","93"
"4","ref1","3300","3337","98"
"7","ref3","1557","1597","80"
"5","ref1","1551","2111","99"
"1","ref1","2354","2433","83"
"3","ref5","4427","4911","99"
"5","ref2","2729","3286","81"
"6","ref3","1773","1846","97"
"5","ref3","1782","1810","90"
"10","ref2","3292","3734","91"
"8","ref4","8932","9345","98"
"8","ref4","9150","9497","87"
"4","ref2","2061","2385","100"
"1","ref5","7921","8089","82"
"11","ref3","1845","1879","86"
"12","ref4","8976","9040","92"
"6","ref3","1588","1600","85"
"5","ref1","3863","3959","88"
"8","ref4","8879","8937","99"
"8","ref3","1560","1604","95"
"8","ref5","4735","5188","87"
"1","ref1","1118","1352","82"
"8","ref2","2722","3265","88"
"10","ref1","1747","1801","86"
"10","ref1","2966","3000","99"
"10","ref1","2563","2729","90"
"3","ref5","4568","5567","85"
"9","ref5","5833","6832","85"
"6","ref1","6712","6865","97"
"12","ref1","5057","5380","85"
"8","ref3","1984","2057","84"
"11","ref1","5250","5323","94"
"8","ref2","3638","3958","81"
"11","ref4","9584","9758","88"
"2","ref4","8488","8588","98"
"10","ref2","3120","3588","99"
"4","ref1","4111","4306","87"
"9","ref1","6949","7069","98"
"4","ref4","8191","8210","90"
"9","ref4","8440","8536","97"
"7","ref4","6401","6576","92"
"6","ref2","3886","4547","92"
"4","ref4","9187","9235","82"
"6","ref4","6411","6833","80"
"12","ref1","4903","4937","91"
"11","ref2","2815","3814","93"
"2","ref1","4753","4799","98"
"2","ref4","7982","8152","98"
"10","ref1","2646","2655","98"
"1","ref1","7003","7017","99"
"4","ref3","1685","2215","94"
"11","ref1","7444","7546","93"
"4","ref2","2349","3034","86"
"2","ref1","1518","1986","82"
"5","ref4","9939","10072","81"
"4","ref3","1622","1739","99"
"11","ref1","5506","5544","83"
"12","ref2","2345","2452","82"
"12","ref1","5163","6049","89"
"4","ref1","5671","5805","86"
"10","ref1","4947","5339","83"
"10","ref4","9858","10542","92"
"9","ref2","3159","3340","100"
"1","ref1","6359","6399","95"
"4","ref4","8591","9042","86"
"5","ref2","2524","2595","82"
"12","ref2","3401","3592","86"
"5","ref2","2869","3472","94"
"7","ref5","6065","6827","87"
"10","ref2","2602","2999","91"
"2","ref3","1741","1872","94"
"5","ref4","8708","8750","83"
"8","ref4","8478","8651","94"
"6","ref4","6952","7107","94"
"7","ref3","1788","1814","81"
"12","ref2","3499","3605","81"
"7","ref1","1356","1477","84"
"12","ref3","1860","1901","85"
"1","ref3","1695","1737","91"
"5","ref3","1842","1888","88"
"2","ref4","6941","7255","99"
"11","ref1","7630","7767","81"
"8","ref4","9582","9741","96"
"10","ref4","8390","8469","90"
"8","ref4","9332","9716","90"
"10","ref2","2677","2812","94"
"7","ref1","6661","6694","97"
"11","ref1","1206","1328","86"
"5","ref5","7216","7363","95"
"11","ref4","7372","7480","80"
"8","ref4","7636","7647","80"
"7","ref2","2355","2517","97"
"7","ref1","2036","2255","82"
"9","ref2","3029","3158","90"
"9","ref2","2128","2577","88"
"7","ref5","4122","5121","91"
"10","ref1","2455","2694","82"
"5","ref1","4791","4809","80"
"11","ref2","3580","3718","96"
"2","ref1","6512","6524","96"
"8","ref2","3103","3225","93"
"8","ref2","3244","4152","85"
"11","ref5","5314","6313","83"
"7","ref3","1572","1594","84"
"5","ref2","2955","3332","90"
"7","ref2","3705","4704","92"
"2","ref2","3964","4232","89"
"3","ref4","7719","7867","88"
"3","ref1","4354","4386","96"
"4","ref3","1804","1823","89"
"11","ref2","3738","4737","80"
"1","ref1","7074","7142","96"
"12","ref3","1783","1882","97"
"5","ref4","8935","9133","85"
"1","ref2","3434","3680","86"
"3","ref4","9607","9724","82"
"12","ref4","6742","7316","81"
"6","ref5","4355","4606","93"
"9","ref2","3398","3579","80"
"8","ref1","5920","6107","98"
"10","ref2","2114","2187","80"
"7","ref4","9830","10100","99"
"11","ref2","3495","3528","81"
"10","ref4","7748","7983","92"
"5","ref1","3821","3953","83"
"1","ref4","6816","6852","93"
"11","ref1","7911","7941","88"
"11","ref3","1535","1715","91"
"8","ref2","3334","3430","83"
"2","ref1","4505","4876","87"
"2","ref3","1971","2222","82"
"8","ref4","9451","9517","100"
"9","ref5","4232","5175","94"
"6","ref1","2616","2654","100"
"1","ref4","9818","10526","92"
"8","ref5","4553","5394","93"
"2","ref1","4658","4677","100"
"2","ref2","2355","2526","97"
"8","ref1","4496","4740","80"
"10","ref4","8513","8768","99"
"11","ref4","9057","9216","89"
"8","ref4","6296","6392","93"
"5","ref1","1924","2023","90"
"6","ref2","2675","3318","96"
"3","ref1","793","828","87"
"8","ref3","1563","1624","84"
"11","ref1","6802","6871","87"
"3","ref1","5928","6252","87"
"7","ref4","6082","6663","99"
"11","ref1","2022","2209","96"
"10","ref4","9449","9783","94"
"8","ref4","9051","9132","100"
"9","ref1","2998","3421","98"
"9","ref5","8507","8984","83"
"8","ref1","7045","7097","82"
"2","ref3","1534","1579","97"
"9","ref4","8273","8448","96"
"3","ref2","2288","2861","83"
"8","ref4","9681","9749","92"
"6","ref2","3300","3461","97"
"8","ref4","7010","7688","95"
"2","ref2","3019","3121","91"
"9","ref1","5011","5154","98"
"2","ref1","6939","6964","92"
"1","ref4","7706","7763","85"
"6","ref2","3704","4703","85"
"4","ref4","8503","8858","93"
"8","ref2","3743","4208","85"
"1","ref2","2296","3024","100"
"10","ref4","6232","6351","100"
"7","ref1","3799","3857","100"
"1","ref1","3728","3742","98"
"6","ref4","8172","8752","98"
"10","ref3","1815","2405","96"
"1","ref4","7130","7385","84"
"11","ref3","1697","1769","91"
"8","ref2","2151","2468","100"
"5","ref1","4472","4709","82"
"6","ref2","3882","4800","98"
"12","ref2","3195","3544","91"
"2","ref3","1739","1785","97"
"8","ref1","1149","1197","96"
"12","ref5","8982","9528","100"
"3","ref2","3287","3600","90"
"11","ref3","1536","1571","92"
"12","ref4","8528","8578","90"
"11","ref1","1287","1299","81"
"9","ref1","2694","3184","95"
"3","ref1","4205","4399","97"
"2","ref3","1967","1976","95"
"7","ref1","6061","6114","82"
"3","ref4","7608","7725","99"
"5","ref2","3964","4025","91"
"11","ref5","4473","5472","82"
"12","ref1","2935","3021","94"
"12","ref2","2039","2174","98"
"10","ref3","1608","1666","83"
"1","ref3","1512","1671","94"
"12","ref1","2230","2537","92"
"8","ref1","6291","6711","95"
"5","ref1","1531","1700","80"
"5","ref2","2328","2411","84"
"4","ref4","8582","8671","85"
"6","ref2","2519","3476","92"
"9","ref3","1524","1594","85"
"11","ref4","8747","9086","88"
"11","ref1","5617","5704","91"
"1","ref2","3510","4509","83"
"10","ref1","4677","4743","94"
"1","ref3","1946","1985","98"
"5","ref4","7832","8016","94"
"8","ref3","1553","1593","96"
"6","ref2","3396","3896","100"
"12","ref1","6574","6777","82"
"11","ref3","1797","1911","81"
"4","ref1","2973","3074","94"
"1","ref2","2331","2399","82"
"11","ref5","7905","8170","98"
"7","ref4","6783","6950","99"
"6","ref2","3901","4203","91"
