"channel","reference","start","end","identity"
"1","ref1","7045","7361","99"
"8","ref4","7524","7554","87"
"7","ref3","1583","1628","97"
"6","ref5","5871","6870","82"
"3","ref5","6504","7204","89"
"4","ref1","3283","3647","90"
"7","ref2","3990","4595","86"
"10","ref2","3749","4494","83"
"10","ref1","6521","6531","85"
"12","ref1","6982","7041","92"
"2","ref4","9561","9632","81"
"12","ref1","4692","4704","85"
"9","ref4","6499","6823","98"
"9","ref4","7394","7504","89"
"4","ref5","6364","7363","84"
"12","ref1","6625","6690","91"
"2","ref4","6819","7142","88"
"1","ref2","3704","4391","88"
"12","ref4","6843","7842","82"
"6","ref1","2704","2745","94"
"6","ref4","7544","7605","80"
"6","ref1","2645","2669","84"
"12","ref2","2566","3450","93"
"1","ref5","6358","6838","94"
"5","ref2","2988","3348","89"
"11","ref4","7301","8300","93"
"8","ref4","9151","9286","84"
"9","ref4","7184","7815","98"
"2","ref4","7123","7181","82"
"5","ref4","7586","8305","83"
"1","ref3","1522","1697","99"
"6","ref1","3921","4224","91"
"1","ref1","6928","7000","91"
"11","ref1","2268","2386","87"
"1","ref4","6744","6824","95"
"4","ref5","6079","6340","92"
"7","ref4","7482","7995","80"
"10","ref2","2357","2411","94"
"2","ref4","9703","9770","80"
"6","ref1","2078","2113","82"
"7","ref1","5154","5164","94"
"10","ref2","2178","2582","93"
"7","ref3","1926","1983","86"
"7","ref1","1091","1189","92"
"7","ref2","3923","4373","99"
"9","ref3","1523","1574","96"
"6","ref1","7520","7543","83"
"5","ref5","4363","4457","86"
"4","ref2","2805","3400","91"
"4","ref2","3989","4719","90"
"10","ref1","62","92","80"
"6","ref1","3808","3883","99"
"9","ref4","6641","6874","98"
"1","ref4","7510","7754","81"
"8","ref1","1411","1689","89"
"4","ref4","7348","7606","87"
"9","ref5","7768","8581","97"
"9","ref1","5987","6107","99"
"6","ref1","5470","5541","83"
"6","ref3","1631","1740","98"
"3","ref4","8376","8419","97"
"7","ref3","1986","2050","98"
"8","ref4","9398","9505","91"
"3","ref4","7963","8086","84"
"6","ref2","3852","3964","92"
"8","ref2","3058","4057","94"
"2","ref2","2581","2702","90"
"11","ref1","5859","6095","82"
"10","ref4","8989","9663","94"
"10","ref3","1815","1901","98"
"8","ref1","7340","7442","90"
"5","ref2","2506","2758","93"
"12","ref3","1925","2088","85"
"6","ref2","3578","3943","94"
"8","ref2","2326","3207","91"
"2","ref4","7858","8022","85"
"2","ref5","6943","7942","97"
"7","ref1","4104","4128","93"
"12","ref4","6270","6793","96"
"2","ref4","9322","9492","100"
"8","ref2","3533","3999","95"
"5","ref3","1653","2255","97"
"12","ref2","2507","3290","96"
"8","ref3","1517","1585","96"
"8","ref1","4230","4504","87"
"2","ref3","1555","1710","99"
"7","ref4","6205","6239","86"
"11","ref4","6290","6398","89"
"2","ref2","3163","3358","84"
"6","ref4","6181","6486","96"
"5","ref4","8020","8199","90"
"1","ref2","2144","2446","84"
"10","ref5","7022","8021","95"
"7","ref3","1998","2011","100"
"9","ref4","8187","8284","100"
"3","ref2","2184","2261","81"
"12","ref4","7045","7153","92"
"7","ref3","1643","1811","83"
"1","ref4","7801","7863","84"
"10","ref3","1642","1693","88"
"5","ref3","1847","1870","98"
"7","ref1","4420","4573","80"
"9","ref4","9760","9772","89"
"4","ref4","7151","7410","94"
"5","ref1","1256","1306","100"
"10","ref1","3696","3914","85"
"6","ref2","3513","3878","93"
"10","ref4","7715","8335","89"
"4","ref1","4184","4246","91"
"2","ref4","6043","6134","91"
"1","ref1","5234","5604","97"
"11","ref1","640","994","82"
"9","ref4","6265","6671","100"
"10","ref1","1973","2972","84"
"9","ref4","6786","7515","95"
"12","ref1","2182","2261","92"
"6","ref3","1937","2068","91"
"1","ref1","2024","2036","93"
"9","ref3","1902","2020","86"
"12","ref4","7970","8454","83"
"3","ref2","3614","3848","91"
"11","ref4","9597","10083","92"
"11","ref2","3538","4251","100"
"7","ref2","3817","4337","91"
"6","ref1","643","690","96"
"11","ref1","3799","3977","88"
"10","ref1","6511","6636","91"
"8","ref3","1657","1710","91"
"11","ref2","3157","3742","82"
"2","ref1","5299","5522","87"
"6","ref1","5674","6009","83"
"2","ref5","8712","9118","92"
"10","ref4","8802","8948","88"
"2","ref3","1602","1695","92"
"12","ref1","1622","2264","97"
"12","ref2","2745","2885","94"
"12","ref3","1836","1956","86"
"10","ref4","8206","8346","96"
"6","ref3","1676","1811","87"
"9","ref3","1635","1641","96"
"5","ref2","3313","3866","87"
"1","ref3","1895","1964","83"
"10","ref4","9871","10086","91"
"9","ref2","2111","2710","93"
"6","ref1","6180","6223","86"
"7","ref3","1804","1919","98"
"7","ref2","3475","4133","86"
"12","ref3","1697","1884","80"
"5","ref1","5740","5922","97"
"6","ref3","1807","1946","86"
"10","ref1","172","270","95"
"5","ref1","2273","2417","89"
"6","ref2","3831","4830","80"
"9","ref4","6984","7481","94"
"8","ref3","1615","1746","80"
"12","ref1","2496","2591","100"
"8","ref3","1816","1840","97"
"12","ref4","9915","10127","82"
"2","ref4","6774","6864","84"
"7","ref1","5439","5532","82"
"7","ref5","4934","5933","100"
"6","ref5","7889","8130","99"
"8","ref1","5149","5198","95"
"8","ref5","5378","6377","82"
"7","ref3","1889","2129","92"
"12","ref1","3954","3992","90"
"9","ref2","2403","2490","90"
"7","ref5","7174","7546","80"
"11","ref5","4128","5127","85"
"7","ref3","1609","1624","96"
"11","ref2","3390","3907","92"
"9","ref2","3617","3805","80"
"11","ref2","2882","3612","80"
"6","ref1","1820","2021","98"
"2","ref3","1722","1805","99"
"3","ref2","2130","2250","91"
"2","ref4","9225","10112","87"
"12","ref1","7823","7962","83"
"4","ref4","8089","8626","94"
"10","ref5","7746","7870","83"
"11","ref1","6083","6377","85"
"4","ref4","7941","8130","95"
"1","ref4","9511","10093","93"
"6","ref2","2046","2904","80"
"11","ref5","5709","5910","100"
"6","ref2","2028","3027","99"
"12","ref4","7795","8036","86"
"2","ref1","4577","4677","87"
"6","ref2","3515","3918","99"
"8","ref4","8231","8299","82"
"2","ref5","7316","8087","100"
"3","ref1","7936","8039","100"
"12","ref2","3737","3767","99"
"3","ref4","9592","9774","82"
"2","ref3","1971","1986","88"
"7","ref4","9019","10018","88"
"11","ref2","2800","3418","81"
"5","ref4","7577","7856","91"
"10","ref2","3145","3252","81"
"9","ref1","865","958","95"
"1","ref3","1507","1537","84"
"1","ref4","9977","10118","93"
"8","ref3","1654","1662","84"
"4","ref4","9812","9882","84"
"5","ref2","3220","3345","90"
"7","ref4","9772","9864","97"
"1","ref4","8967","9032","91"
"11","ref1","7371","7786","82"
"11","ref4","6191","6319","80"
"9","ref5","7726","7990","98"
"9","ref1","2808","2951","92"
"1","ref1","7154","7251","96"
"6","ref1","7750","7813","81"
"12","ref4","7805","8144","85"
"3","ref3","1891","1909","91"
"11","ref2","3773","4772","88"
"5","ref4","8490","8574","91"
"4","ref1","6845","6906","83"
"11","ref4","9308","9587","95"
"3","ref4","8939","9185","98"
"8","ref4","9960","10246","88"
"1","ref2","2888","3193","93"
"11","ref3","1586","1669","95"
"5","ref1","2112","2249","82"
"9","ref2","2219","3089","86"
"9","ref2","2600","2646","81"
"8","ref1","3514","3522","90"
"7","ref2","3263","3963","82"
"5","ref1","7572","7765","82"
"5","ref4","7901","8062","85"
"1","ref4","6087","6192","88"
"1","ref2","2649","2773","94"
"5","ref5","6231","6392","82"
"10","ref3","1742","2023","84"
"8","ref1","7198","7285","84"
"7","ref1","4058","4075","86"
"2","ref1","3629","3729","94"
"11","ref2","3635","4252","89"
"10","ref1","3463","3595","87"
"12","ref3","1875","1882","95"
"9","ref4","9382","9527","89"
"4","ref4","8073","8196","80"
"11","ref1","6752","6953","87"
"2","ref4","9553","9880","88"
"3","ref3","1785","1827","97"
"10","ref1","5955","5992","93"
"1","ref1","4962","5078","86"
"2","ref1","6719","6895","82"
"7","ref4","9086","9897","87"
"4","ref1","3406","3431","85"
"2","ref5","7864","8049","90"
"1","ref1","6390","6412","82"
"2","ref2","2105","2383","82"
"7","ref4","6395","6595","89"
"5","ref4","7845","8108","87"
"1","ref1","2550","2582","98"
"5","ref1","1898","1927","92"
"5","ref2","2108","2628","83"
"2","ref1","3304","3364","99"
"6","ref5","8023","9022","100"
"5","ref3","1974","2016","98"
"5","ref1","2537","2690","89"
"5","ref4","6217","6758","96"
"5","ref1","5324","5387","82"
"12","ref5","6669","7215","86"
"1","ref5","5612","6367","100"
"5","ref1","509","554","99"
"10","ref3","1724","1876","92"
"7","ref1","2541","2556","91"
"3","ref5","5436","6435","81"
"7","ref1","1760","1954","81"
"2","ref5","4245","4581","82"
"8","ref2","3321","3725","96"
"7","ref1","4877","5120","96"
"4","ref2","3053","3348","89"
"4","ref1","955","960","91"
"5","ref4","8508","8528","80"
"3","ref1","7512","7806","90"
"6","ref5","5321","6320","96"
"3","ref1","6407","6710","90"
"1","ref1","2308","2321","85"
"8","ref2","3290","3393","100"
"2","ref3","1657","1664","98"
"8","ref1","3769","3826","97"
"5","ref4","8994","9575","80"
"11","ref1","1724","1746","83"
"7","ref2","3135","3459","90"
"7","ref3","1880","1909","95"
"11","ref2","3260","3652","89"
"4","ref1","1255","1424","92"
"4","ref2","2936","3410","83"
"7","ref2","2982","3757","85"
"3","ref2","2604","3145","100"
"5","ref3","1779","1847","91"
"3","ref5","4470","5246","96"
"8","ref4","9956","10289","100"
"10","ref4","6681","7052","99"
"4","ref2","2262","2913","98"
"10","ref5","6232","7231","100"
"8","ref1","4304","4355","96"
"10","ref4","7702","8149","80"
"12","ref5","6987","7354","89"
"4","ref4","8760","9319","95"
"7","ref4","7664","8184","81"
"11","ref1","1216","1226","97"
"8","ref1","2898","2955","85"
"3","ref5","8816","9480","84"
"5","ref1","5631","5727","98"
"4","ref5","4383","4677","89"
"1","ref3","1715","1943","100"
"6","ref2","2558","2674","82"
"7","ref3","1638","1837","94"
"10","ref3","1601","1654","95"
"11","ref1","5203","5674","93"
"6","ref3","1864","2145","88"
"9","ref4","8074","8340","83"
"3","ref5","4275","4448","85"
"1","ref3","1737","1906","80"
"4","ref1","778","1089","83"
"10","ref1","7902","7931","81"
"9","ref3","1860","1910","87"
"9","ref3","1831","1920","90"
"5","ref4","8991","9159","93"
"12","ref1","3058","3143","100"
"6","ref2","3392","3989","97"
"8","ref4","9082","9418","83"
"1","ref4","8690","9017","89"
"7","ref1","3871","3885","100"
"4","ref3","1666","1688","95"
"11","ref3","1577","1938","87"
"7","ref2","2683","2932","93"
"3","ref1","5142","5189","98"
"10","ref1","3765","3841","98"
"7","ref1","7205","7278","83"
"2","ref2","3991","4378","84"
"3","ref2","2008","2773","85"
"4","ref3","1919","1963","80"
"3","ref1","6699","6882","95"
"3","ref2","3044","3360","95"
"3","ref3","1679","1681","88"
"3","ref2","3463","3681","96"
"11","ref2","2914","3033","89"
"8","ref1","7621","7794","86"
"8","ref1","866","936","82"
"10","ref2","2582","3345","97"
"2","ref1","6282","6619","89"
"10","ref1","3402","3495","88"
"12","ref1","4514","5179","90"
"11","ref2","3217","3509","99"
"5","ref1","5072","5081","95"
"10","ref1","2254","2373","84"
"5","ref4","6232","6398","96"
"7","ref1","2551","3116","99"
"10","ref2","2673","2868","100"
"3","ref1","6466","6568","98"
"7","ref4","6130","6323","84"
"8","ref4","7049","7246","92"
"11","ref4","9774","9843","93"
"12","ref4","8611","9516","84"
"4","ref2","2046","2532","91"
"12","ref4","8174","8787","87"
"3","ref5","7723","8179","98"
"5","ref2","2983","3217","81"
"2","ref1","6672","6708","99"
