"channel","reference","start","end","identity"
"2","ref1","7620","7994","95"
"7","ref4","6395","6451","97"
"9","ref4","7200","7605","82"
"2","ref1","5564","5570","80"
"11","ref1","4573","4726","80"
"1","ref1","2874","2901","92"
"8","ref5","8323","9322","90"
"5","ref2","2796","3377","88"
"4","ref4","6920","7517","96"
"2","ref2","3775","4264","88"
"7","ref4","6920","6957","82"
"10","ref1","4132","4297","100"
"4","ref3","1884","1922","90"
"12","ref5","6831","6906","90"
"5","ref1","6311","6384","95"
"9","ref5","7202","8201","80"
"11","ref1","7204","7317","96"
"10","ref4","9376","9549","81"
"2","ref4","9012","9307","92"
"5","ref4","7075","8074","81"
"7","ref3","1822","1844","96"
"1","ref4","9848","10086","86"
"1","ref2","2629","3135","89"
"2","ref2","3796","4170","85"
"10","ref3","1564","1608","98"
"7","ref3","1690","1798","84"
"3","ref3","1686","1742","95"
"9","ref2","3180","3447","100"
"3","ref4","9795","9887","97"
"10","ref1","2115","2135","84"
"11","ref2","2469","3069","80"
"12","ref2","2324","2417","80"
"8","ref2","2697","2769","97"
"4","ref4","9575","10486","100"
"6","ref1","4844","4878","98"
"3","ref2","3950","4095","98"
"8","ref4","7695","7883","87"
"8","ref2","3312","3656","99"
"6","ref4","7692","7905","100"
"10","ref2","2729","2898","89"
"5","ref3","1975","2090","84"
"8","ref3","1502","1557","88"
"8","ref5","7160","8111","92"
"4","ref2","2832","3831","88"
"10","ref4","7502","8501","95"
"3","ref4","9506","9901","100"
"4","ref2","2737","3180","99"
"9","ref3","1718","1757","82"
"9","ref4","7441","8440","89"
"3","ref5","7023","7046","91"
"12","ref1","4887","5680","92"
"10","ref1","2261","2283","96"
"11","ref1","3320","3681","83"
"5","ref3","1989","2018","92"
"1","ref4","6438","6797","97"
"8","ref5","7065","7606","97"
"1","ref2","2823","3172","94"
"12","ref1","7260","7517","96"
"12","ref1","6971","7131","87"
"12","ref4","6310","6436","95"
"1","ref2","3313","3538","91"
"6","ref5","6681","6981","80"
"7","ref4","6537","6641","92"
"7","ref5","5840","6839","81"
"1","ref1","6000","6464","81"
"8","ref5","5618","5677","89"
"2","ref1","651","829","86"
"11","ref2","2725","2818","89"
"8","ref3","1702","1732","81"
"9","ref2","2244","2802","93"
"8","ref3","1916","1927","86"
"9","ref4","6668","6710","98"
"7","ref5","6275","6335","96"
"5","ref1","7856","8208","80"
"1","ref2","3986","4985","96"
"12","ref3","1575","1643","81"
"1","ref1","1740","2151","99"
"1","ref1","2850","2924","90"
"9","ref3","1900","1936","85"
"6","ref2","2839","3811","89"
"2","ref1","4308","4457","97"
"8","ref1","4354","4574","86"
"2","ref2","2264","2625","92"
"11","ref1","873","944","85"
"8","ref1","2206","2337","94"
"7","ref2","2195","2326","86"
"5","ref4","6249","6405","88"
"1","ref4","8973","9060","80"
"8","ref4","6391","6567","96"
"11","ref4","8484","8638","88"
"10","ref2","3795","3858","94"
"2","ref3","1622","2154","97"
"4","ref4","6900","7174","89"
"8","ref3","1743","1939","85"
"10","ref1","2588","2812","94"
"6","ref4","6664","7228","85"
"2","ref1","4706","4862","90"
"5","ref1","200","310","96"
"10","ref2","2818","2972","84"
"12","ref2","2196","2893","85"
"2","ref3","1890","1936","92"
"9","ref5","7254","7426","89"
"8","ref5","4420","5062","84"
"4","ref4","9548","10187","90"
"1","ref4","9105","10104","82"
"11","ref4","7910","8733","82"
"3","ref5","5597","6122","81"
"5","ref4","6774","6945","90"
"6","ref4","7902","7959","84"
"4","ref2","3040","4039","88"
"6","ref2","3298","3544","91"
"5","ref2","3002","4001","99"
"1","ref4","9794","9817","94"
"7","ref5","6284","6630","88"
"11","ref4","7815","7910","95"
"6","ref3","1652","1729","93"
"2","ref3","1846","1869","80"
"6","ref4","8767","9182","80"
"6","ref4","6026","6300","97"
"4","ref4","6319","6405","80"
"12","ref4","6638","7637","92"
"7","ref1","2536","2672","88"
"12","ref5","4917","5916","83"
"3","ref3","1774","1800","97"
"3","ref2","3404","3425","100"
"8","ref2","3185","3329","97"
"7","ref2","3089","3410","94"
"9","ref3","1773","1813","99"
"6","ref1","4381","4413","95"
"6","ref2","3714","4099","96"
"1","ref4","9138","9634","88"
"3","ref1","1275","1299","80"
"1","ref4","7696","8320","85"
"5","ref2","3581","3904","87"
"6","ref3","1797","2023","93"
"7","ref3","1811","1912","100"
"7","ref1","279","427","86"
"6","ref4","8026","8056","100"
"8","ref3","1851","2039","86"
"4","ref1","1907","2016","96"
"9","ref4","9240","9491","93"
"7","ref2","2807","2946","86"
"2","ref3","1934","1951","96"
"8","ref2","2879","3878","95"
"6","ref1","3248","3298","86"
"8","ref3","1700","1739","97"
"12","ref1","2686","2710","100"
"1","ref5","7625","7758","99"
"6","ref1","822","919","91"
"7","ref4","8818","9054","92"
"3","ref4","6374","6425","84"
"1","ref5","8876","9461","86"
"3","ref5","4712","4839","87"
"12","ref3","1694","1736","84"
"2","ref3","1724","1837","99"
"6","ref5","4921","5920","90"
"9","ref5","4863","5768","94"
"5","ref2","2622","3385","89"
"8","ref1","5030","5081","96"
"7","ref1","4125","4383","86"
"5","ref1","1187","1260","100"
"10","ref2","2917","3916","85"
"11","ref3","1847","1986","92"
"6","ref3","1830","1880","81"
"6","ref1","2244","2403","85"
"10","ref4","6634","6733","89"
"2","ref1","903","1048","84"
"8","ref3","1692","1695","96"
"10","ref1","6445","6532","82"
"10","ref1","7165","7307","97"
"1","ref3","1863","2027","85"
"7","ref2","3354","3903","81"
"3","ref5","6913","7684","83"
"9","ref1","7363","7756","85"
"1","ref1","13","149","91"
"12","ref2","2618","3481","91"
"3","ref4","6800","7327","95"
"2","ref4","7533","7571","94"
"1","ref4","9469","9598","86"
"6","ref4","6737","6907","80"
"7","ref2","3137","4136","82"
"11","ref1","7421","7894","85"
"1","ref4","7105","8104","100"
"6","ref4","9802","9990","80"
"9","ref4","9752","10057","100"
"1","ref1","7792","8044","99"
"10","ref1","3336","3356","85"
"11","ref2","3059","3110","89"
"4","ref3","1530","1627","98"
"4","ref1","907","960","80"
"3","ref3","1599","1728","83"
"1","ref1","7827","7926","86"
"7","ref4","9975","10216","84"
"10","ref1","3468","3565","88"
"7","ref1","4520","4593","84"
"7","ref2","3751","4614","96"
"9","ref4","9115","9212","81"
"10","ref1","6778","6904","97"
