"channel","reference","start","end","identity"
"7","ref3","1504","1671","81"
"3","ref2","3603","3710","82"
"10","ref4","7112","7235","88"
"2","ref3","1624","1635","100"
"6","ref5","4285","4587","87"
"11","ref1","7873","8000","93"
"7","ref1","6510","6906","96"
"12","ref1","5830","5898","100"
"2","ref3","1697","1769","95"
"12","ref1","3474","3681","83"
"12","ref4","9357","9495","97"
"6","ref1","3588","3592","94"
"6","ref5","7647","8646","87"
"10","ref1","6636","6651","83"
"1","ref3","1748","1794","94"
"11","ref1","6493","6521","96"
"7","ref1","748","837","96"
"4","ref1","765","1052","88"
"5","ref2","3175","3621","82"
"6","ref4","6327","6368","93"
"10","ref2","2816","3228","83"
"3","ref2","2967","3050","87"
"2","ref1","6878","6981","84"
"1","ref4","7304","7688","91"
"12","ref4","7283","7543","90"
"3","ref2","3402","3468","100"
"12","ref1","3993","4072","99"
"1","ref4","9158","9360","81"
"1","ref4","7627","7901","96"
"5","ref3","1589","1622","85"
"3","ref2","3645","3691","88"
"10","ref2","3600","3753","100"
"2","ref5","5356","6156","86"
"1","ref2","2372","2718","96"
"6","ref4","9606","9932","82"
"1","ref1","5082","5162","98"
"4","ref4","7027","7216","83"
"6","ref1","1256","1660","98"
"11","ref5","4720","5719","92"
"12","ref3","1913","2039","85"
"2","ref3","1595","1630","100"
"6","ref1","6747","6837","100"
"11","ref5","8319","9002","96"
"5","ref3","1735","1744","85"
"4","ref2","3310","4309","89"
"2","ref1","46","352","92"
"2","ref3","1797","1901","94"
"10","ref1","1851","2046","93"
"8","ref2","2064","2133","97"
"11","ref5","8859","9858","84"
"7","ref1","1479","1641","84"
"6","ref1","4888","5125","94"
"10","ref1","3037","3217","97"
"10","ref5","6629","6900","94"
"11","ref4","8967","9268","93"
"1","ref1","3171","3466","91"
"7","ref4","6605","6671","90"
"4","ref5","6055","6828","94"
"11","ref4","6557","6872","89"
"5","ref2","2850","3821","84"
"4","ref4","8122","8200","94"
"2","ref5","5093","6092","85"
"12","ref2","3266","3594","83"
"4","ref2","2016","2231","97"
"3","ref3","1847","1885","97"
"9","ref4","9111","9844","82"
"4","ref5","7511","8151","88"
"3","ref1","4329","4771","90"
"10","ref5","8688","9095","98"
"4","ref4","8776","9044","93"
"8","ref5","7102","8101","83"
"11","ref3","1766","1795","92"
"11","ref4","8643","9642","82"
"9","ref2","3064","3396","87"
"1","ref2","2036","2114","83"
"12","ref2","2869","2953","82"
"8","ref2","3453","3812","80"
"4","ref4","7997","8315","81"
"11","ref4","7807","7842","99"
"12","ref1","3923","4008","83"
"7","ref1","6424","6470","95"
"4","ref1","7289","7573","80"
"4","ref1","7532","7609","97"
"4","ref1","490","766","84"
"12","ref4","9978","10080","89"
"2","ref3","1837","1840","80"
"4","ref1","5585","5640","93"
"9","ref3","1817","1875","99"
"6","ref1","5387","5469","85"
"2","ref4","6138","6731","89"
"2","ref4","6845","7114","90"
"10","ref1","803","996","96"
"1","ref1","3494","3510","89"
"3","ref1","6728","7130","83"
"2","ref2","2365","3328","93"
"5","ref4","9169","9415","97"
"4","ref1","1492","1625","89"
"6","ref5","4736","4818","94"
"8","ref1","6405","6498","90"
"2","ref3","1968","2011","82"
"3","ref1","2316","2337","91"
"3","ref4","9385","10384","90"
"4","ref4","8368","8447","89"
"8","ref4","7653","7811","100"
"6","ref1","3610","3965","94"
"6","ref1","867","929","86"
"4","ref1","6068","6132","84"
"5","ref1","3087","3210","81"
"10","ref1","6699","6751","94"
"11","ref1","3669","3684","95"
"5","ref4","8780","9674","91"
"9","ref1","1793","2080","94"
"12","ref2","3409","3951","94"
"9","ref2","3230","3887","81"
"7","ref4","6072","6578","86"
"5","ref2","2836","3221","81"
"7","ref1","6425","6527","96"
"7","ref1","3370","3395","98"
"6","ref3","1913","1991","90"
"10","ref1","2214","2271","90"
"5","ref3","1656","1725","87"
"5","ref1","4257","4363","83"
"9","ref2","3574","4573","94"
"3","ref2","3058","3637","95"
"8","ref3","1633","1684","80"
"12","ref3","1803","1885","84"
"7","ref4","9812","10811","99"
"6","ref1","4220","4381","80"
"2","ref1","6723","6751","82"
"12","ref3","1870","1919","91"
"7","ref1","3645","3722","85"
"8","ref1","2276","2764","86"
"11","ref2","3685","4002","86"
"12","ref1","1518","1743","87"
"7","ref1","7548","7568","92"
"9","ref1","6721","6866","89"
"4","ref4","8512","8911","84"
"12","ref3","1769","1901","100"
"3","ref1","643","1241","98"
"4","ref4","9864","10302","88"
"4","ref1","6259","6571","81"
"3","ref4","6288","6943","84"
"10","ref4","8680","8797","100"
"11","ref4","9951","10066","98"
"2","ref2","3889","4653","98"
"11","ref4","6344","6360","100"
"9","ref2","2180","2627","100"
"5","ref1","5726","5753","80"
"12","ref1","2130","2173","85"
"4","ref2","3143","3402","97"
"4","ref3","1982","2315","83"
"4","ref4","6728","6834","94"
"4","ref2","2254","2596","84"
"4","ref2","3246","4245","90"
"8","ref4","8400","8430","83"
"9","ref2","3980","4072","86"
"4","ref2","3735","3928","83"
"8","ref5","4364","4552","98"
"9","ref1","3138","3363","84"
"10","ref5","8266","8544","98"
"12","ref3","1759","1789","99"
"1","ref3","1622","1658","93"
"11","ref3","1551","1566","96"
"12","ref2","2188","3187","97"
"2","ref1","269","502","100"
"2","ref4","6323","6546","84"
"2","ref2","3580","3724","97"
"12","ref1","4476","4518","93"
"12","ref1","4803","4846","91"
"5","ref4","9974","10154","97"
"1","ref3","1525","1623","81"
"1","ref1","5451","5536","85"
"8","ref1","51","452","92"
"7","ref4","9755","9879","83"
"10","ref1","1498","1773","100"
"6","ref2","2521","2626","98"
"3","ref5","7777","8346","89"
"6","ref2","2602","2789","89"
"2","ref4","9032","9258","85"
"2","ref4","7088","7572","84"
"5","ref4","7088","7139","88"
"1","ref1","6985","7047","82"
"12","ref2","2958","3022","87"
"10","ref4","7745","7952","85"
"11","ref1","4678","4762","95"
"5","ref1","1093","1130","83"
"9","ref4","7130","7413","98"
"7","ref1","6315","6574","82"
"3","ref4","7445","7554","86"
"10","ref1","1862","2019","97"
"3","ref1","2243","2341","98"
"7","ref3","1778","1922","95"
"3","ref2","2871","3551","90"
"10","ref1","4828","5827","96"
"5","ref3","1575","1608","90"
"11","ref1","5096","5120","83"
"10","ref2","3527","3574","87"
"9","ref2","3738","3842","96"
"1","ref3","1596","1772","81"
"9","ref4","9047","9943","98"
"9","ref2","3384","3559","80"
