"channel","reference","start","end","identity"
"7","ref4","9868","10392","87"
"10","ref4","7535","7819","91"
"8","ref5","6823","6985","94"
"7","ref3","1887","2046","92"
"10","ref4","9565","9779","88"
"10","ref4","8988","9987","92"
"8","ref1","3020","4019","99"
"1","ref4","9186","9276","90"
"8","ref4","7103","7158","93"
"4","ref4","9588","9673","92"
"5","ref3","1540","1554","94"
"10","ref1","7041","7074","88"
"3","ref3","1799","1831","97"
"7","ref1","4753","4885","85"
"7","ref3","1542","1585","97"
"9","ref4","9078","9809","84"
"11","ref2","2714","3218","84"
"3","ref4","6975","7696","97"
"5","ref2","3626","4625","94"
"10","ref2","3549","4548","83"
"5","ref1","1390","1475","80"
"8","ref4","9147","9306","100"
"9","ref4","9618","9657","98"
"9","ref1","2924","2962","96"
"4","ref1","2367","2405","86"
"12","ref1","4166","4282","84"
"6","ref3","1968","2031","87"
"4","ref5","8526","8793","80"
"8","ref4","9321","9389","86"
"1","ref5","5187","5697","91"
"4","ref3","1669","1690","92"
"8","ref2","3284","3547","80"
"10","ref1","6320","6440","91"
"6","ref5","8500","9499","95"
"3","ref1","6797","6814","81"
"12","ref4","8262","9261","96"
"9","ref4","9990","10315","80"
"6","ref4","6119","6365","98"
"11","ref2","3550","4097","93"
"10","ref1","580","710","88"
"8","ref3","1864","1875","94"
"8","ref1","1288","1374","90"
"7","ref1","2754","2784","99"
"5","ref2","3290","3549","96"
"10","ref3","1598","1602","87"
"7","ref2","3665","4242","95"
"7","ref1","7222","7280","92"
"10","ref2","3311","3956","83"
"11","ref4","9778","9897","95"
"9","ref3","1614","1628","97"
"3","ref3","1805","1819","90"
"3","ref4","7708","7827","100"
"6","ref1","6814","7813","100"
"10","ref1","5571","5762","92"
"9","ref4","8273","8341","85"
"7","ref5","6936","7098","80"
"8","ref2","2485","2581","90"
"3","ref1","679","811","85"
"5","ref3","1696","1769","86"
"8","ref2","3082","3354","83"
"7","ref1","5266","5367","99"
"11","ref4","6579","6846","100"
"4","ref2","2504","2622","86"
"7","ref1","6394","6483","83"
"6","ref1","4924","4997","89"
"7","ref2","3116","3570","86"
"2","ref2","3879","4878","97"
"9","ref3","1687","1734","100"
"3","ref1","7308","7351","91"
"1","ref4","8456","8689","99"
"4","ref4","6267","6361","89"
"5","ref1","5801","5807","80"
"4","ref4","7110","8109","83"
"5","ref1","3296","3344","93"
"5","ref3","1552","1625","91"
"7","ref3","1665","1818","95"
"4","ref1","7818","8049","88"
"7","ref5","4343","5342","84"
"8","ref5","5382","6068","92"
"5","ref3","1658","2657","98"
"10","ref4","6646","6983","91"
"8","ref1","5695","5815","86"
"11","ref2","3441","3687","87"
"12","ref4","6630","6762","85"
"12","ref4","6591","6936","93"
"2","ref2","3854","4370","94"
"8","ref2","2107","2228","87"
"2","ref3","1514","1625","86"
"9","ref4","9467","9710","82"
"4","ref4","6823","7109","85"
"2","ref3","1800","1828","93"
"7","ref4","8785","8857","86"
"4","ref4","6761","7056","97"
"4","ref2","3636","4294","82"
"6","ref2","3398","4397","82"
"10","ref1","1242","1449","87"
"8","ref5","8011","8084","87"
"6","ref1","2225","2295","85"
"7","ref5","6903","7479","84"
"7","ref2","3485","3791","93"
"3","ref2","2097","3096","98"
"2","ref3","1870","1997","80"
"3","ref4","6886","6935","88"
"4","ref1","110","142","97"
"1","ref1","6864","6979","91"
"12","ref1","5571","6081","97"
"2","ref4","8174","9173","86"
"1","ref4","9267","9383","89"
"5","ref2","3631","4630","89"
"6","ref4","7160","7794","93"
"2","ref1","1807","1842","83"
"2","ref4","9171","9404","83"
"11","ref1","6084","6098","80"
"5","ref2","3850","4206","99"
"5","ref5","6158","6326","82"
"10","ref1","1644","1671","84"
"7","ref5","4886","5534","83"
"4","ref2","2125","2795","86"
"7","ref2","3249","3451","93"
"8","ref1","485","526","97"
"4","ref2","3852","3975","81"
"3","ref5","5438","6437","97"
"7","ref2","2891","3051","98"
"1","ref4","9360","9396","95"
"2","ref2","2472","3471","80"
"9","ref4","8282","8590","86"
"1","ref5","8343","9342","95"
"6","ref3","1738","1747","97"
"2","ref3","1832","1848","81"
"5","ref1","1678","1762","97"
"6","ref1","7795","7840","100"
"8","ref1","7812","7876","94"
"12","ref1","880","981","92"
"11","ref3","1895","1989","91"
"11","ref2","2991","3115","91"
"4","ref2","2158","3157","83"
"1","ref1","7759","7962","89"
"6","ref5","7355","7470","95"
"3","ref1","4982","5397","100"
"3","ref4","6737","6868","99"
"9","ref4","8206","8234","98"
"11","ref4","8132","8395","81"
"10","ref2","2928","3927","88"
"7","ref1","4974","4997","90"
"12","ref4","7374","8356","100"
"10","ref2","3836","4101","80"
"1","ref4","7219","7295","80"
"2","ref1","7969","8250","87"
"4","ref1","6534","6651","91"
"1","ref5","8194","9193","80"
"8","ref3","1508","1565","91"
"12","ref3","1569","2007","91"
"4","ref2","2015","2321","87"
"8","ref4","6131","6339","96"
"4","ref4","7016","7440","91"
"10","ref3","1556","1722","100"
"7","ref2","2672","3049","89"
"5","ref2","2018","2210","85"
"11","ref4","9698","9881","94"
"8","ref1","2150","2469","81"
"6","ref1","3674","3859","98"
"4","ref3","1631","1717","96"
"3","ref3","1669","1696","99"
"12","ref1","3001","3026","95"
"3","ref2","3097","3253","87"
"2","ref1","301","633","85"
"1","ref4","8491","9236","86"
"10","ref2","3206","4205","89"
"9","ref1","7668","7954","83"
"1","ref2","2158","2315","86"
"5","ref2","2679","3005","89"
"8","ref2","2015","2275","93"
"8","ref3","1770","1785","81"
"8","ref2","2286","2481","85"
"9","ref3","1570","1831","83"
"4","ref3","1909","1924","82"
"3","ref4","7775","8683","84"
"3","ref2","2977","3087","84"
"7","ref2","2605","2892","82"
"1","ref2","2761","2993","87"
"11","ref4","9781","10051","92"
"5","ref4","8733","9156","100"
"8","ref3","1628","1657","100"
"11","ref3","1518","1542","85"
"7","ref3","1794","1908","86"
"12","ref3","1714","1786","97"
"2","ref2","2847","3001","85"
"12","ref2","3101","3760","94"
"8","ref4","7412","8185","99"
"8","ref1","1794","1878","88"
"2","ref2","2059","2421","90"
"4","ref4","9022","9191","96"
"5","ref4","6596","6656","86"
"12","ref4","6128","6283","81"
"7","ref2","3222","3368","99"
"3","ref4","6317","6396","97"
"2","ref2","3297","3569","87"
"12","ref1","7606","7652","98"
"2","ref1","3084","3144","93"
"11","ref5","4293","4354","95"
"3","ref2","3084","3358","87"
"4","ref4","9702","9777","90"
"5","ref4","9039","10004","91"
"6","ref2","2727","3116","94"
"11","ref2","2152","2974","93"
"3","ref5","6466","7465","98"
"1","ref4","7453","7590","91"
"10","ref1","2428","2451","81"
"12","ref2","2101","2456","95"
"7","ref2","2718","3490","99"
"8","ref4","8928","9023","89"
"3","ref2","3146","3476","96"
"12","ref1","5454","5713","92"
"7","ref2","3718","3798","90"
"12","ref3","1888","1904","94"
"6","ref4","8974","9000","89"
"12","ref5","5680","6291","95"
"2","ref3","1889","1897","91"
"2","ref1","4388","4580","85"
"3","ref1","2404","2567","88"
"10","ref3","1637","1675","93"
"11","ref1","7612","7720","91"
"6","ref1","6164","6380","82"
"7","ref1","598","1550","86"
"1","ref3","1584","1642","82"
"8","ref1","4292","4315","80"
"5","ref4","9829","10424","94"
"9","ref1","7222","7313","90"
"3","ref1","11","208","93"
"3","ref5","5290","6170","95"
"2","ref2","3094","3172","96"
"4","ref4","7205","7434","97"
"3","ref4","8009","8366","93"
"3","ref4","9361","9445","88"
"10","ref1","998","1039","82"
"4","ref1","4310","4363","89"
"4","ref1","3521","3917","92"
"8","ref3","1765","1778","96"
"6","ref2","2336","2601","94"
"10","ref1","3123","3188","97"
"5","ref1","4850","4917","83"
"7","ref3","1833","2071","98"
"1","ref1","3439","3491","82"
"4","ref1","1464","1628","94"
"10","ref3","1678","1740","96"
"11","ref1","5655","5722","96"
"6","ref2","3615","3954","90"
"9","ref3","1751","1789","94"
"1","ref1","7202","7282","84"
"1","ref1","1329","1656","80"
"11","ref3","1555","1672","93"
"3","ref4","6350","7078","81"
"6","ref3","1587","1661","87"
"1","ref2","2423","2712","85"
"8","ref3","1500","1579","82"
"1","ref1","5351","5937","92"
"4","ref1","5007","5931","98"
"10","ref5","6099","6629","87"
"2","ref5","4613","4957","84"
"9","ref3","1994","2309","95"
"1","ref4","8268","8457","81"
"2","ref4","9958","10147","86"
"9","ref4","7575","7728","100"
"5","ref1","2997","3031","85"
"12","ref5","4005","4624","100"
"1","ref3","1543","1563","89"
"9","ref5","4531","5523","87"
"9","ref4","6447","7031","84"
"7","ref4","9254","9380","81"
"1","ref5","6358","7357","85"
"6","ref3","1778","1824","98"
"6","ref4","8865","9205","85"
"4","ref2","2025","3024","92"
"10","ref3","1758","1884","84"
"12","ref4","8484","8750","86"
"4","ref3","1635","1707","82"
"6","ref1","1072","1127","92"
"6","ref2","3560","4559","98"
"2","ref1","2267","2281","94"
"7","ref4","7824","8325","95"
"3","ref3","1881","1972","92"
"7","ref1","7263","7349","99"
"1","ref4","8387","8429","82"
"1","ref1","765","881","100"
"2","ref2","2349","2385","99"
"11","ref4","9128","9486","86"
"9","ref4","8790","8955","92"
"9","ref1","1496","1720","89"
"10","ref1","3690","3693","84"
"12","ref1","2916","3011","91"
"5","ref2","3347","3466","93"
"6","ref2","3387","3647","93"
"7","ref3","1529","1534","85"
"10","ref4","8622","9207","98"
"5","ref3","1987","2004","89"
"12","ref4","8346","8419","88"
"8","ref2","3611","3873","90"
"2","ref3","1524","1599","83"
"3","ref1","6847","6860","99"
"10","ref1","3319","3346","87"
"4","ref3","1669","1736","93"
"5","ref1","5010","5218","86"
"2","ref4","7985","8194","90"
"3","ref1","1222","1237","95"
"1","ref1","4001","4451","83"
"1","ref3","1631","1649","82"
"6","ref2","3154","3376","93"
"9","ref4","9187","9279","82"
"9","ref2","2013","3012","90"
"1","ref1","6028","6075","91"
"9","ref4","6591","6902","91"
"7","ref2","3148","3249","92"
"2","ref2","3565","4564","92"
"8","ref2","3793","4054","91"
"1","ref2","2405","3404","80"
"3","ref2","3905","4273","96"
"11","ref2","3446","3719","93"
"9","ref3","1553","1627","98"
"6","ref1","6835","6851","84"
"6","ref1","6685","7049","80"
"11","ref1","386","658","92"
"8","ref2","2247","3246","96"
"4","ref1","2228","2348","85"
"12","ref1","6554","6595","94"
"8","ref1","6531","7398","100"
"8","ref1","4522","4767","85"
"2","ref1","7923","7974","86"
"1","ref3","1680","1685","97"
"7","ref2","2854","3026","88"
"6","ref3","1800","1805","85"
"2","ref1","2444","2517","86"
"9","ref1","1041","1296","99"
"6","ref3","1702","1731","81"
"4","ref3","1814","1835","96"
"4","ref5","7365","7745","95"
"4","ref1","7848","8383","95"
"8","ref1","4953","4984","95"
"7","ref1","6211","6381","84"
"5","ref4","9356","10283","95"
"4","ref4","9590","9728","93"
"8","ref3","1984","2092","81"
"4","ref3","1640","1657","87"
"12","ref4","7091","7175","94"
"9","ref1","5981","6092","88"
"4","ref4","9602","10145","99"
"3","ref1","3544","3577","88"
"9","ref5","4795","5794","97"
"7","ref2","3771","4090","95"
"8","ref1","4336","4446","97"
"3","ref3","1962","2053","96"
"2","ref2","3191","3633","99"
"12","ref3","1725","1798","92"
"4","ref2","2013","2125","100"
"6","ref3","1572","1600","84"
"3","ref1","577","623","97"
"10","ref4","6299","6416","100"
"9","ref4","8498","8677","99"
"10","ref2","3215","3459","83"
"4","ref1","2973","3233","91"
"10","ref3","1595","1598","89"
"11","ref1","176","279","94"
"6","ref4","6494","6712","86"
"4","ref4","9955","10328","93"
"7","ref2","2261","2693","97"
"4","ref1","6233","6481","90"
"3","ref2","3586","3967","86"
"9","ref1","2149","2165","97"
"4","ref5","5797","6510","94"
"6","ref2","3962","4142","87"
"12","ref1","3228","3501","89"
"10","ref1","4083","4140","100"
"6","ref3","1848","1876","88"
"1","ref1","7839","7915","82"
"3","ref2","3525","3620","97"
"3","ref3","1910","1999","86"
"9","ref1","1729","1790","97"
"5","ref3","1969","2130","85"
"2","ref4","9325","9395","86"
"4","ref2","3595","3904","91"
"7","ref2","3668","4667","92"
"3","ref1","3631","3684","88"
"2","ref2","2823","3320","89"
"1","ref4","6754","7006","90"
"5","ref1","137","197","91"
"4","ref2","2064","2362","85"
"11","ref4","7404","7490","85"
"11","ref2","2616","2824","84"
"3","ref1","1385","1653","91"
"10","ref3","1670","1773","99"
"11","ref3","1735","1757","94"
"8","ref4","8512","9093","88"
"10","ref3","1951","1995","81"
"6","ref1","3506","3523","99"
"7","ref1","3946","4176","89"
"2","ref4","7292","7367","83"
"3","ref2","2547","2780","90"
"8","ref4","8080","8570","81"
"7","ref5","7348","7923","81"
"11","ref1","7221","7344","84"
"3","ref2","2682","3006","92"
"4","ref4","8525","8553","92"
"9","ref2","3228","3275","98"
"6","ref1","3404","3439","100"
"2","ref1","4013","4272","89"
"5","ref2","3378","3490","91"
"9","ref5","6974","7132","91"
"4","ref5","6190","7189","96"
"5","ref4","6775","7475","80"
"11","ref3","1778","1959","100"
"6","ref2","2563","2643","90"
"9","ref3","1959","1994","97"
"2","ref2","2779","2911","98"
"10","ref5","4017","4142","96"
"6","ref3","1948","2038","99"
"4","ref3","1520","1525","82"
"1","ref1","2910","2967","95"
"2","ref5","6070","6378","84"
"8","ref1","5228","5459","89"
"4","ref2","3478","4477","94"
"2","ref3","1909","1970","87"
"11","ref2","3963","4029","92"
"6","ref2","2485","2759","99"
"11","ref4","8904","9146","92"
"9","ref2","2938","3212","95"
"8","ref3","1957","2061","87"
"9","ref1","7502","7645","100"
"5","ref4","8914","9099","83"
"12","ref4","9587","9929","87"
"9","ref1","3816","3948","89"
"5","ref1","1412","1822","89"
"5","ref1","1491","1828","90"
"3","ref4","6546","6681","88"
