"channel","reference","start","end","identity"
"9","ref5","8068","8208","81"
"1","ref4","7501","7652","93"
"11","ref2","3356","4355","97"
"6","ref1","6965","7026","84"
"12","ref2","2957","3513","84"
"1","ref4","7495","7533","94"
"6","ref2","3609","3680","81"
"8","ref4","9923","10163","86"
"3","ref1","4924","4960","81"
"12","ref4","7811","7928","83"
"11","ref1","878","908","89"
"12","ref4","9901","10187","96"
"8","ref4","9725","9952","86"
"4","ref3","1950","2079","90"
"7","ref1","3629","4031","92"
"7","ref4","8201","8448","96"
"1","ref3","1504","1578","95"
"3","ref5","7830","7976","99"
"11","ref1","1892","1912","81"
"6","ref4","6537","6605","85"
"8","ref3","1902","1923","83"
"12","ref4","8174","8644","88"
"7","ref2","3131","4130","89"
"12","ref5","4032","4284","96"
"3","ref5","8374","8467","96"
"2","ref2","2980","3022","82"
"5","ref5","4256","5194","89"
"9","ref1","3080","3115","88"
"12","ref4","9138","9985","83"
"10","ref2","2178","2581","92"
"7","ref1","1257","1363","90"
"3","ref1","6812","6844","86"
"7","ref1","2805","2909","97"
"7","ref3","1801","1816","85"
"12","ref3","1741","2065","100"
"8","ref1","3407","3492","82"
"12","ref5","5311","6310","86"
"9","ref4","6037","6097","99"
"9","ref5","4045","4137","84"
"12","ref2","3461","3718","90"
"8","ref1","2011","2641","96"
"6","ref1","634","719","91"
"11","ref3","1982","2105","90"
"12","ref5","7153","7581","92"
"12","ref1","2450","2510","86"
"11","ref2","2412","2530","80"
"3","ref3","1666","1730","86"
"7","ref4","8323","8466","80"
"7","ref2","3625","4346","93"
"6","ref2","2876","3052","89"
"6","ref1","7242","7367","99"
"3","ref2","2266","2321","100"
"9","ref4","7662","7867","98"
"6","ref1","1994","2202","99"
"1","ref4","8083","8434","97"
"4","ref2","2781","2880","90"
"8","ref4","8427","8774","92"
"9","ref4","7200","7506","90"
"12","ref2","2312","2387","88"
"5","ref4","7729","7789","86"
"1","ref3","1527","1770","82"
"6","ref2","2231","2362","96"
"2","ref3","1774","1806","88"
"6","ref4","7257","7341","99"
"7","ref2","2985","3145","95"
"4","ref1","2972","3052","86"
"8","ref3","1599","1609","85"
"10","ref1","3710","3975","87"
"4","ref1","656","733","99"
"8","ref1","4457","5456","91"
"3","ref4","9318","9777","96"
"5","ref3","1779","1861","89"
"11","ref1","6461","6877","87"
"7","ref1","7666","8665","95"
"2","ref1","2903","3030","94"
"10","ref5","6645","7644","84"
"1","ref1","414","533","96"
"5","ref1","4957","5007","83"
"12","ref1","332","408","90"
"4","ref4","7691","7787","98"
"3","ref3","1950","2045","98"
"7","ref1","6152","6270","81"
"7","ref4","9857","10043","100"
"1","ref2","3043","3545","88"
"9","ref3","1634","1652","82"
"1","ref2","3675","3924","94"
"11","ref2","3413","3514","81"
"10","ref2","2440","2753","87"
"9","ref5","6820","6982","97"
"7","ref4","9496","9651","91"
"10","ref5","5282","5750","89"
"2","ref2","3454","4453","91"
"3","ref1","368","490","98"
"3","ref1","6392","6628","97"
"3","ref1","3990","4027","91"
"12","ref4","8531","8617","86"
"9","ref3","1655","1676","95"
"1","ref3","1609","1741","82"
"5","ref1","7350","7487","86"
"2","ref1","499","639","100"
"11","ref1","3646","3775","88"
"5","ref5","7115","7850","97"
"2","ref5","4775","4879","100"
"1","ref4","9571","9846","90"
"12","ref3","1656","1790","87"
"10","ref2","2092","2194","100"
"12","ref3","1935","1995","91"
"4","ref1","2478","2529","91"
"12","ref3","1978","2030","86"
"6","ref4","9235","9439","97"
"6","ref1","7326","7608","80"
"7","ref4","6179","6202","91"
"10","ref1","5789","5876","90"
"3","ref1","6709","6961","96"
"3","ref4","7815","8006","99"
"11","ref3","1845","1854","97"
"7","ref2","2889","3075","85"
"1","ref5","6008","6147","100"
"4","ref2","3996","4121","97"
"7","ref2","2897","2964","98"
"6","ref1","2573","2692","91"
"11","ref1","7138","7289","91"
"2","ref3","1536","1614","81"
"7","ref5","4442","4669","87"
"12","ref1","4909","5121","80"
"3","ref1","1211","1988","96"
"10","ref2","2053","2330","93"
"3","ref3","1614","1621","89"
"9","ref1","2451","2473","92"
"8","ref4","9648","9765","80"
"11","ref4","8854","8950","81"
"3","ref1","5174","5286","84"
"9","ref1","4078","4266","95"
"12","ref4","9010","9324","81"
"2","ref1","3406","3953","92"
"10","ref4","6275","7274","96"
"2","ref4","8475","8640","81"
"10","ref1","3097","3275","94"
"8","ref2","2032","2234","92"
"1","ref4","9801","9942","80"
"8","ref4","8912","8960","81"
"7","ref2","2687","2894","99"
"9","ref5","8042","8161","81"
"3","ref2","3446","3594","90"
"4","ref4","6431","7308","91"
"8","ref5","4728","4906","80"
"6","ref4","9799","9845","92"
"10","ref1","1948","2012","89"
"11","ref4","6153","6820","84"
"4","ref3","1816","2055","93"
"1","ref1","4208","4672","94"
"4","ref3","1794","1837","84"
"5","ref2","3684","4075","90"
"4","ref4","9243","9298","82"
"11","ref1","7087","7275","98"
"10","ref3","1997","2022","92"
"10","ref5","7585","7745","90"
"6","ref4","6621","6819","99"
"3","ref2","2973","3016","93"
"11","ref4","9009","9129","96"
"4","ref2","2106","2439","87"
"1","ref2","3096","3409","88"
"8","ref4","8433","8493","80"
"12","ref4","7813","8163","83"
"12","ref2","2855","3271","100"
"10","ref3","1746","1786","82"
"4","ref3","1851","2013","85"
"12","ref1","5517","5542","91"
"8","ref1","1053","1210","81"
"1","ref3","1908","2039","92"
"5","ref4","8386","8420","90"
"9","ref2","2263","2365","95"
"9","ref5","8804","9657","85"
"12","ref1","6141","6254","97"
"12","ref4","8472","9471","92"
"3","ref3","1549","1651","93"
"9","ref3","1733","1935","83"
"2","ref2","2348","2728","81"
"10","ref4","8047","8339","100"
"10","ref3","1515","1515","91"
"8","ref2","2441","2525","96"
"7","ref4","8877","8941","89"
"1","ref1","4030","4104","98"
"4","ref1","4213","4264","84"
"3","ref2","3166","3395","88"
"12","ref2","3692","3922","98"
"7","ref2","3463","4235","97"
"11","ref1","7293","8060","86"
"6","ref1","6359","6395","89"
"11","ref1","4110","5109","87"
"9","ref5","8183","8816","88"
"1","ref3","1745","1844","92"
"9","ref3","1884","1900","98"
"11","ref4","8737","8949","93"
"1","ref4","9484","10284","100"
"6","ref2","3346","3777","83"
"2","ref2","2996","3722","92"
"1","ref1","2575","2735","80"
"2","ref2","2302","2411","80"
"9","ref3","1703","1876","96"
"8","ref3","1920","2019","88"
"8","ref2","2537","2746","86"
"9","ref2","3488","4356","94"
"1","ref3","1854","1899","98"
"3","ref3","1762","1827","86"
"11","ref3","1824","1848","94"
"2","ref2","3483","3510","85"
"5","ref3","1772","1799","89"
"4","ref2","2843","3095","95"
"6","ref4","6671","7029","85"
"8","ref4","6026","6116","91"
"10","ref3","1933","1964","100"
"7","ref1","6738","7176","84"
"10","ref4","8929","9402","80"
"11","ref4","8350","8427","99"
"7","ref4","7004","7436","97"
"2","ref4","9013","9052","89"
"2","ref3","1522","1682","81"
"1","ref1","7617","7755","90"
"4","ref1","787","816","89"
