"channel","reference","start","end","identity"
"4","ref5","7204","7565","85"
"3","ref1","524","599","98"
"2","ref1","2649","2736","81"
"3","ref2","2541","2644","88"
"5","ref1","1832","2018","93"
"1","ref4","9227","9522","100"
"10","ref2","2765","3764","80"
"6","ref5","4903","5657","94"
"2","ref4","7717","8193","84"
"3","ref5","5292","6291","91"
"1","ref2","2660","3659","91"
"8","ref3","1917","2041","80"
"1","ref2","3607","3631","90"
"8","ref3","1609","1688","85"
"12","ref1","5520","6140","91"
"3","ref4","6464","6560","82"
"3","ref3","1932","1975","90"
"6","ref4","6786","6988","81"
"5","ref4","8752","9457","93"
"12","ref3","1512","1594","91"
"3","ref3","1778","1798","81"
"3","ref4","6898","7052","90"
"6","ref2","2369","2697","85"
"12","ref1","1540","1676","86"
"1","ref2","2217","2450","88"
"4","ref3","1727","1761","86"
"12","ref3","1564","1680","91"
"7","ref2","2614","3613","85"
"2","ref5","8644","9643","97"
"2","ref4","8060","8138","94"
"9","ref1","6013","6187","99"
"10","ref1","5989","6014","80"
"4","ref3","1580","1643","95"
"10","ref4","6487","6737","82"
"12","ref5","5483","6039","81"
"6","ref3","1963","1977","81"
"8","ref4","6653","6781","86"
"8","ref4","6167","6294","90"
"8","ref2","2788","3593","80"
"8","ref3","1857","1927","86"
"9","ref2","2556","3310","87"
"2","ref2","3368","4213","86"
"9","ref1","453","518","90"
"12","ref2","3641","3976","92"
"5","ref5","6843","7148","87"
"1","ref4","7569","7668","100"
"4","ref1","4172","4271","87"
"3","ref4","7855","8113","93"
"7","ref3","1577","1621","100"
"4","ref2","2371","2581","86"
"10","ref2","2663","3191","83"
"12","ref1","490","708","94"
"5","ref4","8869","9239","97"
"12","ref2","3497","3594","96"
"5","ref1","6907","6966","92"
"7","ref1","1912","1975","98"
"4","ref3","1598","1613","91"
"3","ref4","8396","8488","85"
"10","ref4","9592","9955","97"
"4","ref2","2142","2893","80"
"9","ref5","4860","4969","91"
"10","ref3","1819","1988","94"
"10","ref1","3512","3602","87"
"9","ref2","2125","2938","89"
"4","ref3","1772","2507","96"
"3","ref4","8114","8168","95"
"1","ref1","6208","6428","90"
"1","ref3","1860","1866","97"
"11","ref3","1694","1747","80"
"2","ref2","3971","4097","81"
"1","ref4","8778","8798","91"
"8","ref1","5064","5355","95"
"6","ref2","2838","3124","80"
"6","ref3","1589","1599","92"
"1","ref2","3559","4558","89"
"7","ref1","4333","4348","93"
"3","ref2","2189","2455","81"
"1","ref3","1683","1756","96"
"10","ref4","6179","6885","90"
"1","ref1","2336","2647","85"
"6","ref4","8663","8805","88"
"3","ref1","4215","4315","94"
"2","ref1","5459","5547","87"
"6","ref3","1596","1626","84"
"12","ref3","1552","1575","80"
"6","ref2","2173","2880","83"
"5","ref2","2206","2450","80"
"7","ref4","8321","8539","96"
"6","ref5","6502","6793","80"
"5","ref4","6476","6908","92"
"9","ref1","2845","2891","90"
"2","ref3","1943","1988","82"
"2","ref1","7790","7941","80"
"2","ref1","6299","6360","96"
"1","ref2","2046","2096","95"
"12","ref1","7028","7075","95"
"8","ref1","6252","6533","97"
"2","ref1","1532","1645","99"
"10","ref4","10000","10378","84"
"2","ref1","7504","7616","99"
"3","ref3","1925","1977","83"
"7","ref2","3442","3716","82"
"8","ref4","9370","9477","96"
"10","ref1","6597","6702","85"
"1","ref2","3593","3649","94"
"4","ref2","2281","2688","95"
"10","ref2","3307","4306","96"
"5","ref4","8517","8870","84"
"12","ref2","2291","2811","90"
"11","ref5","8409","8971","88"
"5","ref1","5385","5490","93"
"5","ref2","2950","3226","82"
"3","ref2","2002","2491","99"
"7","ref3","1895","1930","91"
"5","ref3","1855","1858","80"
"8","ref1","7326","7659","100"
"6","ref4","7428","7517","99"
"11","ref2","2099","2484","98"
"9","ref5","5162","5526","83"
"6","ref3","1645","1753","82"
"12","ref1","4186","4329","85"
"8","ref2","3621","3823","98"
"4","ref1","691","953","82"
"10","ref4","9454","9771","94"
"1","ref3","1530","1796","85"
"4","ref1","6572","6605","88"
"4","ref2","2346","3153","82"
"10","ref1","1485","1634","95"
"5","ref3","1671","1765","85"
"4","ref3","1597","1672","94"
"6","ref3","1840","1851","85"
"1","ref1","3070","3230","85"
"1","ref2","2695","3122","96"
"12","ref1","5899","6007","81"
"5","ref1","353","388","84"
"8","ref2","2101","2155","85"
"7","ref5","5379","6337","81"
"1","ref2","2721","2864","90"
"3","ref4","6408","6461","92"
"8","ref1","4225","4297","86"
"3","ref1","2175","2242","92"
"10","ref4","6514","6866","85"
"1","ref1","7442","7640","99"
"7","ref4","6395","6535","83"
"8","ref1","3663","3736","82"
"9","ref4","9117","9261","87"
"7","ref2","2751","2983","80"
"1","ref1","7561","7710","84"
"5","ref4","9430","9473","100"
"1","ref4","8919","9100","87"
"4","ref1","6235","6462","85"
"9","ref1","1537","1587","99"
"11","ref4","6856","7270","100"
"3","ref2","2634","2773","83"
"5","ref2","2327","3326","99"
"9","ref3","1565","1607","96"
"4","ref4","8534","8764","81"
"3","ref2","3590","3652","81"
"2","ref1","5714","5737","85"
"5","ref3","1765","1799","91"
"10","ref2","3639","3820","94"
"8","ref2","2556","2610","97"
"4","ref1","1279","1404","86"
"5","ref5","8161","9160","90"
"9","ref3","1909","1939","90"
"5","ref4","6147","7146","85"
"3","ref3","1865","1907","95"
"11","ref3","1856","1894","93"
"11","ref1","1429","1617","91"
"7","ref1","870","994","89"
"3","ref5","6018","6273","99"
"9","ref1","1577","1651","81"
"12","ref2","3270","3497","95"
"5","ref4","6518","6960","99"
"7","ref1","516","587","90"
"12","ref1","2195","2301","88"
"10","ref3","1836","1865","95"
"5","ref3","1859","1869","86"
"10","ref2","3160","3238","86"
"3","ref5","7490","7839","80"
"7","ref1","2446","2480","100"
"12","ref4","7525","7615","92"
"10","ref4","8799","8848","87"
"8","ref4","8242","8580","90"
"1","ref1","5759","6066","86"
"5","ref3","1917","1927","92"
"12","ref4","9565","10564","99"
"2","ref2","2460","3459","100"
"1","ref4","7138","7298","97"
"6","ref4","9849","9968","81"
"7","ref1","1642","1886","85"
"12","ref2","2290","2541","97"
"11","ref3","1848","1919","84"
"4","ref1","523","664","90"
"10","ref1","6744","6797","91"
"3","ref2","2874","3819","93"
"12","ref4","6378","6474","97"
"1","ref4","7623","7681","100"
"2","ref4","6832","6971","90"
"10","ref1","2432","2590","95"
"8","ref3","1934","2109","98"
"8","ref4","8645","8742","80"
"5","ref2","2422","2601","85"
"5","ref1","6540","6717","98"
"4","ref3","1581","1591","83"
"11","ref5","6466","6532","91"
"6","ref4","6006","6188","82"
"9","ref3","1959","2023","80"
"7","ref3","1929","1977","99"
"12","ref1","1982","2202","82"
"1","ref1","7197","7638","90"
"1","ref1","6325","6401","89"
"10","ref4","7889","8216","91"
"6","ref4","9179","9521","83"
"6","ref5","5170","5452","91"
"5","ref1","378","721","86"
"8","ref1","5149","5220","100"
"5","ref1","5154","5165","80"
"9","ref1","4631","5211","84"
"7","ref2","3486","3628","84"
"3","ref1","6892","7026","94"
"12","ref1","264","268","100"
"8","ref3","1925","2026","94"
"3","ref4","9715","10135","91"
"12","ref4","8605","9316","80"
"6","ref4","8586","8811","94"
"10","ref1","7732","7821","87"
"4","ref4","6702","6787","96"
"10","ref2","2916","3478","93"
"5","ref1","41","564","92"
"4","ref1","5405","5425","86"
"4","ref3","1611","1644","85"
"3","ref2","3967","4303","80"
"10","ref3","1988","1996","84"
"2","ref3","1582","1615","83"
"1","ref1","644","688","99"
"11","ref4","6152","6286","99"
"3","ref4","7376","7981","95"
"9","ref2","2212","2852","86"
"5","ref5","6726","7000","90"
"10","ref3","1906","2008","92"
"8","ref2","2969","3212","95"
"5","ref3","1857","1997","100"
"1","ref5","6718","7105","98"
"5","ref1","4321","4452","84"
"9","ref1","4819","5083","100"
"5","ref1","6766","7765","92"
"1","ref4","7479","7819","89"
"12","ref4","6436","6740","85"
"6","ref4","7169","7480","89"
"7","ref1","4052","4312","86"
"8","ref4","9754","9903","88"
"5","ref1","854","1127","92"
"1","ref3","1757","1777","94"
"12","ref2","3911","3970","92"
"3","ref2","3728","4727","100"
"7","ref2","3880","4164","89"
"6","ref5","5074","5538","96"
"7","ref4","8769","8963","87"
"3","ref4","7787","8318","83"
"7","ref1","3514","3666","98"
"3","ref3","1759","1823","89"
"1","ref1","5410","5468","92"
"7","ref2","2625","2658","89"
"8","ref3","1725","1770","93"
"7","ref1","6193","6258","90"
"1","ref3","1952","2104","91"
"2","ref3","1649","1783","80"
"1","ref4","9742","10011","86"
"10","ref2","3700","4379","100"
"10","ref1","1674","1702","92"
"12","ref5","6872","7356","84"
"2","ref2","2846","2967","96"
"3","ref4","8180","8343","100"
"12","ref1","7698","7709","85"
"8","ref1","5783","5845","83"
"4","ref1","3701","4489","96"
"11","ref2","3068","3140","94"
"6","ref5","6927","7072","85"
"7","ref1","4528","4629","80"
"11","ref5","5984","6405","92"
"9","ref1","2585","2694","87"
"4","ref1","1702","1910","99"
"1","ref4","6408","6518","98"
"9","ref2","2729","3728","99"
"2","ref1","6992","7354","86"
"12","ref4","7052","7630","80"
"4","ref4","8386","8472","80"
"8","ref4","6474","6587","84"
"7","ref3","1783","2443","88"
"4","ref4","6980","7009","80"
"12","ref3","1649","1735","83"
"4","ref2","3973","4972","97"
"5","ref3","1644","1678","81"
"9","ref4","7553","7613","93"
"11","ref5","5428","5630","99"
"1","ref3","1564","1577","92"
"9","ref4","7490","7767","93"
"3","ref1","6982","7010","93"
"5","ref4","9152","9213","94"
"11","ref2","2973","3144","96"
"1","ref2","3531","3614","81"
"3","ref1","2294","2582","80"
"5","ref3","1980","1994","92"
"4","ref5","6358","6864","90"
"12","ref4","9841","10024","100"
"11","ref2","3295","3610","100"
"7","ref4","8196","8348","90"
"1","ref2","2587","2849","83"
"1","ref2","3900","4014","94"
"7","ref1","7001","7010","86"
"5","ref1","2436","2549","83"
"11","ref5","6760","6985","96"
"9","ref4","6575","6858","98"
"5","ref1","7991","8028","84"
"10","ref2","3238","3412","85"
"1","ref1","298","371","94"
"7","ref4","9950","10142","91"
"8","ref3","1685","1689","91"
"12","ref4","6523","7204","82"
"8","ref3","1879","1893","90"
"5","ref2","3343","4306","86"
"9","ref4","7505","7804","86"
"3","ref4","9827","10058","82"
"12","ref3","1818","1858","98"
"10","ref4","8155","8928","86"
"8","ref2","2825","2939","90"
"1","ref3","1994","2019","88"
"4","ref4","9734","10089","93"
"9","ref4","8426","8473","92"
"9","ref4","7526","8057","84"
"7","ref1","4428","4439","87"
"3","ref2","2460","2557","98"
"12","ref2","3932","4760","95"
"5","ref2","3216","4215","85"
"11","ref4","9567","9652","92"
"10","ref1","0","473","89"
"8","ref1","6211","6245","94"
"5","ref5","6507","7506","93"
"11","ref3","1718","1767","97"
"3","ref2","3371","4370","84"
"4","ref1","7504","7586","80"
"11","ref5","8262","9241","83"
"8","ref1","7668","7707","94"
"1","ref2","3510","4265","100"
"3","ref3","1959","2116","96"
"3","ref3","1900","1980","88"
"3","ref4","9951","10017","91"
"1","ref3","1874","1902","89"
"9","ref3","1847","1885","90"
"12","ref1","3581","3665","99"
"1","ref1","6013","6060","86"
"3","ref3","1629","1760","88"
"7","ref5","8304","8964","84"
"10","ref3","1937","2093","97"
"7","ref4","8766","8875","90"
"12","ref4","7766","8229","90"
"2","ref4","9625","9724","91"
"4","ref1","6057","6325","86"
"3","ref1","1306","1324","95"
"12","ref1","1555","2111","81"
"2","ref3","1842","1895","94"
"1","ref3","1938","1970","98"
"4","ref4","8836","8893","81"
