"channel","reference","start","end","identity"
"10","ref1","6723","6971","93"
"1","ref2","3476","3881","81"
"4","ref2","3947","4034","85"
"7","ref1","571","773","92"
"3","ref3","1600","1708","85"
"6","ref1","1467","1518","99"
"9","ref2","3098","4097","81"
"11","ref1","4960","5057","82"
"12","ref4","8432","8693","99"
"9","ref1","377","583","83"
"12","ref1","6949","7043","81"
"4","ref4","9187","9303","100"
"2","ref3","1581","1617","100"
"6","ref4","9783","10070","91"
"3","ref2","2898","3897","94"
"11","ref3","1957","2107","94"
"12","ref5","4134","4369","86"
"3","ref1","6506","7505","89"
"4","ref1","1447","1849","88"
"10","ref3","1698","1734","84"
"11","ref1","3102","3281","82"
"1","ref1","5077","5126","90"
"12","ref1","2319","2358","80"
"3","ref5","4489","5149","82"
"11","ref1","7665","7754","100"
"7","ref2","2802","3134","85"
"4","ref4","6498","6680","85"
"9","ref3","1961","2040","93"
"6","ref2","3636","4156","87"
"8","ref4","9848","10290","100"
"7","ref4","6104","7103","83"
"4","ref2","3572","3917","86"
"5","ref2","2057","2360","96"
"8","ref4","6855","7689","80"
"12","ref5","6174","6582","91"
"7","ref4","6494","6897","89"
"6","ref1","6951","6990","82"
"2","ref1","4903","5416","86"
"11","ref3","1895","1968","80"
"6","ref1","5215","5274","87"
"9","ref1","7118","7284","96"
"1","ref4","8422","8480","99"
"2","ref1","6445","6527","89"
"10","ref4","9537","10393","86"
"2","ref4","8017","8456","96"
"10","ref3","1728","1836","89"
"12","ref3","1791","1869","96"
"3","ref1","3171","3315","96"
"1","ref5","5323","5685","94"
"9","ref5","4903","5458","86"
"2","ref1","3987","4110","96"
"11","ref1","2295","2401","90"
"9","ref3","1825","1896","86"
"12","ref1","3498","3575","80"
"10","ref4","8679","8898","99"
"5","ref2","2972","3352","98"
"8","ref1","1760","1881","93"
"12","ref1","2064","2215","96"
"11","ref1","148","166","93"
"12","ref4","9583","9595","95"
"4","ref4","7228","7248","81"
"12","ref1","3806","3828","82"
"9","ref1","7590","7642","86"
"1","ref4","8475","9474","86"
"6","ref1","5154","5281","86"
"2","ref2","3489","3659","100"
"6","ref4","6296","6439","94"
"1","ref4","7275","7436","99"
"6","ref3","1577","1601","95"
"2","ref3","1877","1911","83"
"11","ref4","9643","9675","93"
"9","ref2","3268","3571","83"
"10","ref4","9009","9198","90"
"2","ref5","5474","6473","85"
"1","ref1","5622","5697","95"
"10","ref3","1918","1973","87"
"6","ref4","8106","8190","98"
"11","ref3","1790","1998","90"
"7","ref5","7625","8565","97"
"2","ref1","5812","6310","82"
"5","ref4","6187","7186","90"
"1","ref4","8906","9077","99"
"2","ref1","4878","5007","87"
"12","ref4","7877","8221","92"
"1","ref3","1526","1538","81"
"5","ref1","1888","1923","94"
"5","ref4","9755","9884","91"
"1","ref5","7446","7895","86"
"6","ref4","8845","8893","80"
"11","ref4","7013","7367","97"
"8","ref3","1584","1626","97"
"6","ref2","2840","3697","95"
"10","ref1","3279","3574","92"
"11","ref2","2620","3339","99"
"11","ref4","7786","7927","91"
"11","ref4","9173","9534","83"
"7","ref1","3894","4104","90"
"12","ref1","1939","2065","92"
"7","ref5","4139","5138","81"
"2","ref4","9029","9214","82"
"1","ref2","2228","2438","81"
"3","ref4","6440","6545","83"
"4","ref1","2979","3045","83"
"3","ref4","6616","6707","92"
"7","ref4","8517","8893","90"
"11","ref3","1992","2007","93"
"9","ref4","8950","9241","83"
"9","ref4","8101","8268","90"
"4","ref1","2461","3317","89"
"7","ref3","1633","1661","93"
"9","ref1","4408","4487","97"
"3","ref4","9004","9127","95"
"11","ref1","1149","1304","81"
"10","ref2","3528","3901","95"
"3","ref3","1870","2003","92"
"7","ref2","2146","2952","91"
"5","ref2","2792","3146","82"
"2","ref1","1458","1467","84"
"12","ref4","7497","8487","92"
"5","ref1","5534","5548","82"
"12","ref3","1589","1603","83"
"12","ref5","8590","8765","92"
"12","ref2","2300","2401","94"
"9","ref4","6180","6262","91"
"2","ref3","1736","1897","95"
"6","ref1","2830","2925","89"
"10","ref4","8108","9088","85"
"11","ref2","2217","2537","80"
"9","ref3","1841","1918","83"
"1","ref5","5813","6812","97"
"10","ref4","6238","6405","88"
"9","ref1","5147","5247","80"
"11","ref1","4441","4484","90"
"9","ref3","1864","1916","94"
"11","ref3","1546","1616","86"
"4","ref4","9850","9879","98"
