"channel","reference","start","end","identity"
"8","ref3","1932","1956","83"
"7","ref1","3825","3918","82"
"10","ref4","6368","6451","88"
"7","ref3","1949","1993","97"
"11","ref3","1814","1947","93"
"9","ref3","1560","1646","100"
"5","ref2","2470","3469","88"
"1","ref4","9478","9730","84"
"9","ref3","1536","1645","88"
"1","ref5","7653","7968","85"
"10","ref4","9591","10087","97"
"11","ref4","8708","9145","99"
"3","ref2","3830","3866","98"
"7","ref3","1921","1989","86"
"12","ref1","1793","1873","94"
"10","ref4","7522","7799","96"
"3","ref2","3873","3973","98"
"1","ref4","6497","6816","96"
"6","ref4","7743","7799","99"
"12","ref1","6794","6909","95"
"4","ref1","2342","2415","90"
"6","ref2","3018","3248","100"
"4","ref1","1435","1477","99"
"11","ref3","1720","1824","87"
"9","ref1","2466","2841","99"
"11","ref4","8957","9092","90"
"3","ref5","7895","7963","83"
"7","ref1","4966","5043","83"
"10","ref2","2994","3092","97"
"1","ref4","9018","9321","100"
"5","ref1","5014","5054","93"
"5","ref2","2126","2328","99"
"2","ref4","9239","9317","93"
"5","ref3","1767","1800","99"
"5","ref5","6605","6859","90"
"9","ref4","9159","9425","99"
"6","ref4","6020","6149","82"
"5","ref1","6256","6301","81"
"11","ref3","1741","1775","84"
"5","ref3","1515","1552","88"
"7","ref5","7972","8971","82"
"8","ref3","1529","1539","87"
"9","ref4","8817","8843","81"
"9","ref4","7505","7573","89"
"8","ref1","7108","7185","88"
"7","ref3","1605","1720","99"
"2","ref2","3218","3273","81"
"7","ref1","3776","3826","96"
"10","ref3","1830","1892","94"
"1","ref4","7025","7065","96"
"5","ref1","1916","2249","99"
"10","ref4","7063","7108","91"
"5","ref2","3984","4142","93"
"10","ref3","1898","2034","92"
"10","ref3","1688","1698","98"
"12","ref4","8629","8970","86"
"3","ref1","4622","4931","82"
"11","ref1","6504","6594","87"
"2","ref2","2184","2732","85"
"11","ref4","8021","9020","90"
"6","ref3","1945","2110","86"
"12","ref3","1902","2057","96"
"11","ref2","3248","4161","86"
"2","ref3","1611","1734","96"
"4","ref2","2422","2594","88"
"1","ref1","5460","5522","89"
"12","ref3","1965","2079","85"
"7","ref4","8519","9157","93"
"10","ref4","6932","7087","89"
"11","ref3","1703","1796","100"
"10","ref3","1849","2615","88"
"11","ref3","1619","2076","88"
"1","ref2","3749","4297","99"
"5","ref2","3196","3313","90"
"1","ref1","3721","3848","96"
"12","ref3","1534","1596","90"
"7","ref4","6048","6180","98"
"12","ref3","1624","1784","85"
"6","ref3","1654","1806","93"
"6","ref4","6611","7152","82"
"5","ref5","4420","4953","92"
"6","ref1","884","908","83"
"6","ref4","7153","7873","85"
"3","ref1","2026","2083","86"
"8","ref4","7710","8021","100"
"12","ref1","1699","1723","84"
"9","ref1","52","155","81"
"9","ref4","7724","8113","81"
"1","ref4","7230","8229","88"
"1","ref3","1530","1626","98"
"8","ref3","1963","2026","94"
"9","ref1","2381","2447","94"
"9","ref1","5355","5498","100"
"10","ref2","3982","4981","85"
"4","ref4","7674","8072","92"
"12","ref4","9098","9132","83"
"2","ref4","8742","8930","97"
"11","ref1","6733","6809","83"
"7","ref4","7961","8088","100"
"2","ref2","3756","4227","87"
"11","ref1","1147","1267","93"
"2","ref4","6459","6549","99"
"5","ref2","3213","3753","83"
"5","ref5","4197","4361","95"
"12","ref3","1800","1856","86"
"5","ref2","2463","2672","92"
"1","ref1","2592","2949","89"
"8","ref1","5028","5156","96"
"6","ref1","2885","2991","89"
"9","ref3","1779","1883","100"
"8","ref2","3417","3989","85"
"5","ref2","3160","3419","84"
"2","ref1","1558","1571","81"
"10","ref4","6606","6774","90"
"7","ref1","7196","7292","98"
"6","ref3","1624","1694","80"
"9","ref3","1884","1966","92"
"12","ref1","4744","4864","93"
"11","ref4","6423","6517","99"
"10","ref2","2250","2379","88"
"12","ref4","7375","7396","93"
"11","ref2","2814","3489","82"
"9","ref3","1691","1712","80"
"11","ref4","9253","9367","82"
"8","ref1","2794","2894","91"
"12","ref4","9893","10370","93"
"5","ref1","6456","6548","85"
"12","ref1","4006","4082","85"
"5","ref1","5963","5997","91"
"5","ref4","7576","7934","92"
"10","ref4","6148","6473","80"
"10","ref2","2091","2156","90"
"2","ref1","6644","6745","83"
"5","ref2","3192","3310","93"
"1","ref4","8319","8736","99"
"8","ref3","1691","1735","97"
"9","ref2","2696","3695","93"
"10","ref4","6735","6804","88"
"3","ref2","3596","3843","90"
"11","ref1","2627","2634","93"
"6","ref2","2120","2653","100"
"3","ref1","3440","3476","89"
"2","ref3","1866","1897","94"
