"channel","reference","start","end","identity"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16578","0.922920892494929"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3304","3791","0.8807157057654076"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1264","1752","0.8231827111984283"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1343","0.8313253012048193"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16965","0.8727272727272727"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.9529652351738241"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11650","12134","0.9411764705882353"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13325","0.9074074074074074"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10966","0.9507186858316222"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","433","929","0.903921568627451"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","871","1349","0.9608247422680413"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16578","0.8622047244094488"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1252","1750","0.9076620825147348"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.903353057199211"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9365","0.91875"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1337","0.9363449691991786"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","14088","14566","0.8828282828282829"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5291","5779","0.9133064516129032"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12840","13333","0.8895348837209303"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14154","0.8814229249011858"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4493","4953","0.9175475687103594"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10968","0.9022403258655805"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1713","2144","0.7780126849894292"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1748","0.932"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5355","0.9508196721311475"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9454926624737946"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4503","4970","0.8914405010438413"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4855","5354","0.9025341130604289"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13678","14148","0.8895833333333333"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5363","0.8156862745098039"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9337","0.9213483146067416"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4882","5366","0.8495049504950495"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1339","0.9282786885245902"
"3","KR063672|Kikwit-807223|DRC|1995-04-01","9268","9772","0.9080459770114943"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10025","10186","0.9221556886227545"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9363","0.9246861924686193"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.924901185770751"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14144","0.9360824742268041"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4888","5344","0.7628865979381443"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4625","4970","0.924791086350975"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4886","5353","0.9125"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1752","0.8891013384321224"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16961","0.8466257668711656"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9368","0.8929292929292929"
"3","KR063672|Kikwit-807223|DRC|1995-04-01","858","1344","0.7669902912621359"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12131","0.9323770491803278"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11669","12145","0.9105691056910569"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13275","13734","0.8137651821862348"
"3","KC242784|9_Luebo|DRC|2007","3289","3779","0.8356164383561644"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12130","0.9081632653061225"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10501","10967","0.9398340248962656"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11731","12145","0.8588235294117647"
"3","KR063671|Yambuku-Mayinga|DRC|1976-10-01","879","1343","0.7752577319587629"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4118","4588","0.8863636363636364"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.8979591836734694"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5475","5749","0.9110320284697508"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4082","4562","0.936734693877551"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.8934426229508197"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12145","0.8809523809523809"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3304","3781","0.7947686116700201"
"3","KC242784|9_Luebo|DRC|2007","8524","8993","0.9494736842105264"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9365","0.9073684210526316"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9368","0.918918918918919"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9367","0.8545081967213115"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4892","5366","0.8161616161616162"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8526","8993","0.9514767932489452"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","870","1343","0.8588709677419355"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","862","1349","0.9065040650406504"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7353","7763","0.8199052132701422"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1704","2161","0.9275053304904051"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","858","1349","0.8355899419729207"
"1","KC242798|1Ikot|Gabon|1996","8902","9368","0.8574380165289256"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4882","5366","0.9166666666666666"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9276","9786","0.9058380414312618"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","5294","5772","0.8498985801217038"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","1701","2163","0.9046610169491526"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1753","0.9226305609284333"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9300847457627118"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","12852","13320","0.9066390041493776"
"3","KF113528|Kelle_1|DRC|2003","1597","1748","0.9673202614379085"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5290","5765","0.9411764705882353"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10967","0.9308176100628931"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8523","8973","0.9401330376940134"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5290","5779","0.922"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10504","10963","0.9399141630901288"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","862","1338","0.9022403258655805"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12134","0.8877551020408163"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.9405737704918032"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5355","0.9247967479674797"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12134","0.9465020576131687"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13668","14144","0.875"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9351","0.8677685950413223"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","860","1332","0.8930041152263375"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16959","0.8914405010438413"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1260","1762","0.8377862595419847"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","873","1349","0.8810483870967742"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4881","5350","0.8786610878661087"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6537","6997","0.8653846153846154"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16162","16564","0.857487922705314"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13670","14146","0.901840490797546"
