"channel","reference","start","end","identity"
"12","ref2","3800","4105","83"
"11","ref1","7085","7564","89"
"1","ref1","1732","1897","96"
"4","ref2","2413","2594","87"
"7","ref1","2307","2313","93"
"3","ref2","2648","3055","82"
"8","ref4","6531","6716","88"
"7","ref2","2842","3284","87"
"2","ref1","4019","4167","90"
"12","ref3","1973","2004","91"
"3","ref5","6097","6301","91"
"12","ref2","2447","3446","98"
"2","ref1","4195","4529","81"
"11","ref3","1624","1728","94"
"4","ref3","1557","1590","88"
"3","ref1","146","375","93"
"6","ref5","7704","7818","95"
"5","ref1","2000","2040","97"
"10","ref1","4504","4523","87"
"7","ref1","7062","7143","87"
"3","ref1","6233","6604","95"
"12","ref1","4014","4221","87"
"7","ref2","2540","3335","83"
"7","ref1","2006","2181","94"
"5","ref5","8662","9661","92"
"10","ref3","1581","1657","97"
"10","ref2","3863","4007","83"
"8","ref2","3633","3761","83"
"11","ref2","2591","2671","98"
"9","ref5","5765","6409","91"
"3","ref4","9710","9794","81"
"2","ref4","8903","9413","89"
"5","ref4","6736","7735","89"
"9","ref1","1847","2089","94"
"2","ref4","9184","9294","94"
"7","ref1","2016","2107","100"
"7","ref3","1569","1602","99"
"9","ref2","2835","3293","93"
"6","ref4","8349","8407","96"
"6","ref1","11","113","95"
"2","ref2","3174","3434","93"
"4","ref2","2751","2877","89"
"10","ref3","1534","1537","84"
"3","ref4","8207","8316","100"
"7","ref4","6669","7481","89"
"9","ref1","1419","1520","97"
"9","ref4","7965","8119","98"
"7","ref3","1599","1648","99"
"1","ref3","1843","1933","88"
"5","ref5","7265","8030","86"
"8","ref2","2473","2585","97"
"10","ref1","593","809","98"
"10","ref4","8889","9187","90"
"6","ref2","3950","4075","84"
"6","ref4","9456","9562","85"
"5","ref1","758","1005","96"
"6","ref5","6479","6836","89"
"1","ref4","6951","7215","84"
"7","ref3","1609","1722","96"
"6","ref4","7576","7919","94"
"10","ref2","2819","2877","86"
"8","ref1","895","1381","91"
"2","ref1","4470","4660","94"
"7","ref1","4099","4324","86"
"3","ref4","7147","7244","96"
"3","ref1","5494","5556","88"
"1","ref1","1052","1227","96"
"4","ref3","1614","1633","83"
"1","ref2","3523","3574","87"
"8","ref1","176","267","87"
"1","ref3","1998","2028","90"
"10","ref3","1883","1919","89"
"9","ref4","7029","7043","98"
"5","ref2","3646","3878","94"
"4","ref4","6894","7893","91"
"4","ref1","6348","6531","90"
"9","ref3","1955","2167","81"
"5","ref2","3936","4230","93"
"9","ref4","7424","7480","94"
"7","ref3","1963","2039","80"
"7","ref1","3376","3474","93"
"2","ref1","6868","6987","94"
"9","ref1","5752","5886","92"
"9","ref4","8877","9015","81"
"2","ref4","6097","6199","85"
"9","ref5","6551","6872","90"
"9","ref2","3790","3850","92"
"7","ref2","2005","3004","93"
"10","ref5","8876","8950","86"
"6","ref5","6765","7030","92"
"8","ref5","4348","4661","98"
"1","ref4","8720","8952","86"
"8","ref1","2691","2762","98"
"4","ref4","6562","6812","89"
"4","ref4","7148","7405","99"
"9","ref1","1928","1982","85"
"8","ref4","6323","6468","96"
"1","ref4","9536","10083","91"
