"channel","reference","start","end","identity"
"10","ref3","1833","1855","92"
"7","ref1","3829","3937","86"
"6","ref1","1675","1750","89"
"11","ref3","1674","1730","89"
"4","ref4","7435","7554","84"
"8","ref3","1568","1608","96"
"1","ref4","7216","7590","88"
"8","ref4","8423","9092","86"
"6","ref4","8388","8576","88"
"6","ref3","1667","1673","89"
"3","ref3","1578","1718","99"
"8","ref1","1249","1561","99"
"2","ref1","2015","2033","83"
"5","ref2","2453","2649","94"
"8","ref3","1594","2058","91"
"12","ref1","3972","4131","87"
"2","ref1","2648","2950","95"
"7","ref1","492","564","89"
"5","ref1","6241","6270","98"
"10","ref3","1600","1610","86"
"11","ref3","1647","1649","93"
"8","ref1","5295","5353","97"
"2","ref1","1487","1746","92"
"5","ref2","3630","3854","98"
"4","ref1","3045","3190","93"
"2","ref2","2252","3251","96"
"8","ref2","3235","3624","83"
"3","ref3","1956","2078","99"
"11","ref1","5466","5514","99"
"10","ref1","1934","1949","97"
"12","ref4","9636","9776","98"
"1","ref3","1836","1961","88"
"5","ref3","1911","1928","86"
"11","ref2","3229","3530","84"
"1","ref4","9264","9412","90"
"4","ref2","3639","4001","98"
"6","ref3","1568","1581","95"
"10","ref1","4101","4141","100"
"8","ref3","1921","2076","96"
"1","ref1","5046","5897","95"
"8","ref1","479","527","95"
"6","ref3","1884","1954","88"
"3","ref2","3901","4438","100"
"5","ref1","4547","4599","86"
"8","ref4","7988","8294","97"
"6","ref1","334","442","86"
"10","ref1","7405","8404","92"
"11","ref3","1615","1642","91"
"12","ref1","1955","2284","80"
"6","ref1","3076","3327","80"
"9","ref5","5315","6314","90"
"5","ref4","7089","7657","98"
"4","ref1","4882","4977","95"
"4","ref5","4119","4341","96"
"6","ref1","6582","6767","83"
"4","ref4","8295","8358","93"
"9","ref4","9926","10225","97"
"12","ref3","1636","1692","93"
"11","ref2","3541","3569","81"
"12","ref4","7766","8329","93"
"2","ref4","9911","10148","100"
"7","ref2","3667","3796","94"
"1","ref1","7531","7568","81"
"4","ref5","4520","5279","85"
"3","ref2","3712","3996","93"
"9","ref1","3858","4118","92"
"6","ref5","4041","4586","94"
"9","ref2","3930","4269","82"
"10","ref3","1722","1728","97"
"6","ref4","7480","7555","100"
"5","ref4","7317","7367","86"
"4","ref1","1675","1948","100"
"10","ref1","5503","5702","84"
"7","ref3","1953","2823","82"
"3","ref1","5070","6040","100"
"1","ref2","2116","2709","98"
"4","ref1","6664","6921","95"
"1","ref1","1694","1761","89"
"6","ref2","2089","3072","86"
"7","ref2","2394","2590","99"
"2","ref1","62","126","81"
"1","ref4","9673","9925","97"
"9","ref1","4243","4290","85"
"5","ref1","438","452","88"
"11","ref3","1747","1930","89"
"5","ref1","3608","3646","86"
"6","ref3","1684","1690","89"
"10","ref4","8013","8078","86"
"9","ref4","6524","6707","97"
"6","ref1","5887","6010","84"
"2","ref5","5688","6687","94"
"11","ref1","1718","1747","92"
"3","ref4","8278","8778","88"
"10","ref4","9183","9750","92"
"4","ref1","7222","7335","82"
"7","ref1","2706","2712","87"
"12","ref4","7492","7555","98"
"7","ref4","9801","9878","95"
"12","ref2","3625","3818","81"
"12","ref4","6106","6145","95"
"1","ref1","3761","3838","97"
"8","ref5","8935","9120","80"
"9","ref4","6906","7055","97"
"10","ref3","1901","1914","82"
"3","ref3","1706","1728","97"
"6","ref1","3926","3942","90"
"11","ref4","9636","9940","84"
"3","ref1","6455","6587","85"
"3","ref3","1567","1611","100"
"7","ref2","3486","4260","99"
"8","ref4","8549","8574","85"
"6","ref1","982","1093","87"
"9","ref1","3663","3863","83"
"7","ref3","1666","1755","100"
"2","ref5","6462","6703","98"
"4","ref1","1476","1502","93"
"6","ref3","1908","1917","91"
"6","ref4","7563","7795","100"
"10","ref2","3374","3424","98"
"7","ref5","4576","5575","87"
"12","ref3","1687","1690","99"
"5","ref4","8994","9619","80"
"12","ref2","2300","3083","85"
"5","ref3","1998","2268","87"
"8","ref3","1604","1663","92"
"7","ref1","387","479","98"
"2","ref1","3362","3468","91"
"2","ref4","9684","10316","87"
"1","ref4","6546","7116","97"
"5","ref1","1510","1788","83"
"6","ref4","6515","6599","90"
"12","ref2","2885","3884","92"
"7","ref3","1542","1597","84"
"2","ref3","1555","1582","99"
"7","ref1","7851","7994","98"
"6","ref1","5091","5537","81"
"7","ref5","7237","7393","92"
"2","ref2","2517","2568","86"
"5","ref4","7677","7725","95"
"5","ref5","8586","9435","87"
"5","ref3","1724","1799","90"
"10","ref2","2010","2176","96"
"1","ref2","3072","3375","80"
"10","ref3","1645","1781","90"
"1","ref1","765","794","92"
"9","ref1","3664","3766","99"
"9","ref3","1735","1812","98"
"1","ref5","5720","6328","92"
"5","ref1","7890","7933","90"
"5","ref4","7003","7027","81"
"5","ref2","2355","2639","81"
"6","ref1","7945","8025","82"
"12","ref3","1821","1838","98"
"10","ref3","1993","2024","84"
"1","ref4","8224","8319","98"
"10","ref3","1643","1789","87"
"11","ref4","7723","8607","91"
"11","ref1","2914","3247","89"
"7","ref4","9333","9554","89"
"12","ref1","7193","7217","96"
"8","ref4","9616","10615","86"
"4","ref1","4213","4314","92"
"12","ref4","8733","9009","85"
"5","ref2","2730","2959","88"
"6","ref2","3720","4719","84"
"8","ref1","3852","3867","82"
"8","ref1","3000","3013","98"
"3","ref4","9358","9519","87"
"11","ref2","2907","3328","95"
"4","ref2","3309","3915","94"
"6","ref2","3633","3852","100"
"10","ref5","8453","9183","85"
"5","ref3","1789","1847","85"
"6","ref4","6928","7178","83"
"3","ref3","1555","1589","96"
"1","ref1","7198","7280","86"
"7","ref2","2541","2828","98"
"3","ref1","1246","2122","90"
"2","ref3","1947","2112","82"
"9","ref3","1654","1821","98"
"12","ref2","3521","4113","85"
"6","ref4","6934","6979","98"
"12","ref3","1681","1742","83"
"4","ref1","1359","1758","94"
"5","ref2","3621","4491","99"
"8","ref4","7353","7735","90"
"9","ref1","7354","7479","89"
"1","ref2","2623","3233","81"
"2","ref3","1598","1753","96"
"12","ref4","7902","7997","87"
"11","ref2","3599","4588","80"
"2","ref5","5709","5829","86"
"3","ref4","9275","10265","90"
"2","ref5","5902","5966","97"
"2","ref4","9485","10334","96"
"7","ref3","1813","2754","99"
"7","ref1","7558","7651","95"
"2","ref2","3167","4066","94"
"12","ref3","1665","2058","83"
"2","ref3","1811","1832","99"
"3","ref5","5211","6210","81"
"12","ref1","5399","5593","82"
"9","ref4","8834","9261","97"
"5","ref1","5624","5682","86"
"6","ref2","3191","4190","81"
"7","ref4","7618","8040","89"
"4","ref5","4094","5093","100"
"3","ref4","8550","8618","92"
"9","ref1","3150","3476","96"
"3","ref4","9907","10348","90"
"10","ref3","1530","1622","83"
"11","ref2","2343","2677","88"
"1","ref4","6705","6766","88"
"4","ref1","1936","2045","84"
"9","ref4","7280","7454","85"
"7","ref4","8697","8788","84"
"10","ref1","4860","5020","96"
"2","ref1","4822","5006","82"
"10","ref3","1948","1971","95"
"8","ref5","8144","8451","85"
"4","ref3","1870","1906","95"
"8","ref1","5273","5478","88"
"7","ref5","7554","7746","88"
"5","ref1","6621","6719","99"
"2","ref3","1573","1792","86"
"1","ref1","373","417","100"
"4","ref3","1730","1800","94"
"10","ref4","8781","9749","81"
"1","ref4","9569","9652","84"
"12","ref3","1952","1976","98"
"12","ref5","8418","8489","92"
"4","ref4","7675","7878","96"
"5","ref4","7870","8080","82"
"8","ref1","3424","3479","98"
"1","ref4","8304","8597","94"
"12","ref4","6624","6735","85"
"9","ref1","5542","5848","89"
"11","ref1","5776","5886","88"
"9","ref1","1553","1626","84"
"1","ref5","7169","8168","82"
"11","ref1","3244","3303","94"
"12","ref4","6332","6430","92"
"9","ref1","7358","7502","81"
"6","ref4","8211","9210","99"
"4","ref4","9740","9791","85"
"10","ref1","4746","4814","94"
"2","ref4","6638","6896","98"
"2","ref3","1552","1599","80"
"5","ref2","2779","2976","90"
"10","ref1","2011","2137","91"
"9","ref4","7841","7876","97"
"12","ref2","3482","3790","91"
"1","ref2","2808","3312","97"
"11","ref1","2378","2491","87"
"4","ref2","3671","4154","100"
"2","ref4","7729","7987","96"
"7","ref2","2384","2839","100"
"2","ref1","1263","1313","87"
"2","ref3","1906","2008","98"
"11","ref2","3881","4338","83"
"9","ref4","8272","8340","80"
"12","ref2","3453","3978","80"
"1","ref5","4622","5038","82"
"6","ref1","4580","4605","84"
"5","ref1","7225","7242","89"
"2","ref3","1916","1957","85"
"7","ref3","1668","1675","92"
"12","ref2","3225","3651","91"
"4","ref4","8234","8517","85"
"8","ref3","1630","1645","94"
"12","ref3","1772","1807","83"
"7","ref1","5995","6115","85"
"1","ref4","8186","8257","81"
"10","ref1","451","531","94"
"8","ref1","2619","2751","91"
"4","ref4","7852","8062","87"
"3","ref1","1642","1844","97"
"5","ref2","3747","4079","81"
"9","ref3","1524","1536","100"
"10","ref4","7072","7175","92"
"1","ref1","233","360","87"
"6","ref2","3747","4436","84"
"11","ref3","1733","1815","93"
"6","ref4","7595","7682","89"
"6","ref1","1911","2302","81"
"7","ref5","8526","8589","100"
"11","ref1","1993","2012","94"
"4","ref3","1655","1705","83"
"2","ref2","2827","2994","87"
"2","ref2","3771","4770","93"
"11","ref2","2864","3022","93"
"7","ref1","3331","3558","94"
"6","ref2","3142","3445","100"
"2","ref3","1909","1978","99"
"8","ref4","8609","8675","94"
"3","ref5","6375","7374","95"
"6","ref5","6697","6960","91"
"10","ref1","2951","3017","82"
"1","ref4","7926","8076","98"
"7","ref1","7680","8091","88"
"4","ref3","1885","2214","89"
"6","ref5","4313","4720","80"
"3","ref1","3066","3174","89"
"6","ref2","2642","2715","96"
"6","ref3","1636","1643","81"
"5","ref1","1758","1775","91"
"4","ref1","7206","7550","83"
"2","ref1","4900","4945","85"
"9","ref1","7362","7525","100"
"6","ref3","1962","1985","83"
"1","ref1","3766","3782","84"
"8","ref1","7728","7835","88"
"3","ref1","5678","5735","98"
"2","ref1","2717","2732","100"
"6","ref4","8921","9352","91"
"12","ref3","1776","1843","92"
"5","ref3","1696","1715","82"
"12","ref5","5701","6063","98"
"4","ref1","1254","1414","97"
"8","ref3","1939","1976","97"
"6","ref1","7697","7735","89"
"2","ref4","7267","7320","84"
"11","ref1","315","342","86"
"11","ref1","6111","6428","91"
"9","ref5","6830","7829","95"
"10","ref4","6358","6650","84"
"6","ref1","7969","8107","92"
"2","ref5","8847","9846","80"
"8","ref1","3170","3699","97"
"9","ref2","3844","4098","96"
"7","ref3","1956","1994","92"
"4","ref2","2285","2673","86"
"10","ref5","6192","6737","87"
"3","ref4","7533","7646","99"
"6","ref1","904","1216","96"
"9","ref4","8554","9553","90"
"1","ref1","3288","3431","97"
"9","ref3","1952","2009","92"
"2","ref2","2989","3150","93"
"8","ref4","8825","8899","92"
"5","ref1","5836","5922","99"
"1","ref1","505","565","88"
"7","ref5","4522","4618","87"
"7","ref1","4959","5548","94"
"8","ref4","6456","6551","83"
"2","ref2","2074","2389","86"
"11","ref3","1991","2221","90"
"12","ref1","4197","4269","96"
"3","ref2","2021","2079","99"
"3","ref5","7603","7679","82"
"10","ref3","1521","1550","84"
"7","ref3","1634","1734","90"
"12","ref5","5226","5383","93"
"3","ref1","731","780","88"
"3","ref3","1503","1680","83"
"6","ref1","6361","6464","80"
"3","ref4","8706","9237","84"
"4","ref2","2543","2812","100"
"8","ref2","2794","2811","86"
"1","ref3","1781","1868","94"
"11","ref2","2960","3201","83"
"5","ref4","6396","6636","81"
"12","ref4","8992","9466","81"
"10","ref1","7312","7428","90"
"7","ref3","1504","1800","82"
"1","ref2","3991","4289","97"
"6","ref5","8526","9525","86"
"2","ref4","9044","9508","83"
"5","ref4","9105","9215","98"
"2","ref1","2159","2309","97"
"11","ref2","3878","4362","82"
"2","ref1","5076","5105","87"
"4","ref4","9806","10805","88"
"6","ref4","6584","6833","93"
"10","ref1","5150","5180","92"
"10","ref1","7589","7955","91"
"4","ref1","2742","2857","99"
"6","ref1","3061","3246","82"
"10","ref3","1682","1737","85"
"8","ref1","299","488","90"
"12","ref1","5022","5445","83"
"10","ref2","3229","3377","92"
"6","ref1","2245","2294","92"
"2","ref4","9315","9603","86"
"11","ref1","5883","6364","97"
"6","ref1","5555","5592","99"
"5","ref5","7005","7222","89"
"5","ref3","1561","1622","93"
"5","ref1","4694","4961","86"
"12","ref1","2404","2473","100"
"3","ref1","6119","6345","84"
"8","ref1","4228","4376","94"
"12","ref1","2320","2331","96"
"2","ref4","6103","6410","84"
"3","ref5","4643","4801","81"
"7","ref1","7824","7865","86"
"2","ref3","1692","2000","94"
"6","ref4","7744","7921","87"
"9","ref3","1730","1828","91"
"1","ref4","7470","7802","80"
"3","ref2","3329","3465","84"
"1","ref1","7729","7826","87"
"9","ref2","2880","3022","83"
"11","ref4","8617","8850","91"
"11","ref1","5419","5453","97"
