"channel","reference","start","end","identity"
"11","ref5","6892","7891","84"
"11","ref5","5658","6042","83"
"10","ref3","1640","1652","80"
"4","ref4","7646","8463","95"
"2","ref1","1443","1561","100"
"10","ref2","3226","3295","97"
"9","ref4","7953","8707","99"
"12","ref2","2502","3261","86"
"3","ref4","9648","9971","92"
"3","ref4","6048","7006","85"
"2","ref1","988","1262","90"
"2","ref2","3149","3412","98"
"9","ref3","1811","1967","89"
"8","ref4","6990","7113","80"
"3","ref3","1754","2292","86"
"11","ref4","8361","8706","93"
"2","ref2","3026","4025","84"
"6","ref1","2538","3537","80"
"6","ref1","5209","5214","95"
"8","ref5","4803","5364","93"
"9","ref4","9763","9847","93"
"6","ref1","5999","6076","87"
"10","ref5","5755","6392","88"
"1","ref3","1739","1780","90"
"5","ref4","7970","8060","88"
"1","ref2","2679","2914","88"
"12","ref1","7028","7153","87"
"11","ref1","373","550","97"
"4","ref1","4441","4519","98"
"10","ref3","1871","1881","83"
"10","ref2","2026","2050","80"
"7","ref1","7818","8218","84"
"11","ref1","7157","7590","93"
"10","ref2","3856","4263","90"
"11","ref2","2930","3453","84"
"3","ref1","4497","4692","84"
"9","ref2","2086","3085","90"
"10","ref5","7779","8778","89"
"5","ref3","1646","1660","93"
"7","ref2","2947","3054","95"
"6","ref1","4670","4928","87"
"9","ref4","7568","8375","98"
"1","ref2","2770","3232","97"
"6","ref2","2978","3681","85"
"5","ref2","2854","2944","87"
"5","ref4","9426","9630","95"
"2","ref1","5262","5332","82"
"4","ref1","5991","6033","86"
"11","ref4","9391","9692","94"
"2","ref4","7553","7873","99"
"7","ref5","6661","7057","100"
"2","ref4","6137","6410","89"
"6","ref1","6391","6556","83"
"7","ref1","711","826","84"
"6","ref1","5086","5154","94"
"4","ref2","3665","3772","89"
"6","ref5","6822","7821","87"
"2","ref2","2539","2675","99"
"3","ref4","8510","8586","99"
"7","ref1","2950","3006","81"
"5","ref3","1866","1912","95"
"1","ref1","7220","7297","88"
"11","ref2","3928","4057","86"
"12","ref2","2542","2663","96"
"4","ref3","1662","1666","87"
"10","ref4","8499","8871","81"
"6","ref1","734","855","91"
"1","ref4","9464","10463","90"
"1","ref1","1646","1723","85"
"3","ref4","7454","7906","80"
"4","ref3","1679","1715","81"
"4","ref1","6561","6705","92"
"11","ref1","2822","2873","80"
"4","ref4","9104","9162","87"
"5","ref1","2929","3115","84"
"5","ref5","5678","6677","87"
"8","ref4","7308","7367","90"
"11","ref1","4391","4417","90"
"10","ref4","6811","6935","98"
"8","ref2","3663","3804","89"
"11","ref2","3497","3620","88"
"9","ref1","1862","1932","94"
"7","ref2","2892","3340","88"
"7","ref1","2244","2291","84"
"9","ref4","8506","8574","96"
"6","ref4","9416","9590","95"
"7","ref2","2124","2261","83"
"6","ref2","3364","3423","95"
"6","ref4","6247","6266","96"
"10","ref3","1605","1634","92"
"9","ref4","7238","7355","92"
"5","ref4","9787","9883","80"
"12","ref3","1506","1570","89"
"4","ref1","5816","5846","97"
"3","ref3","1882","2528","96"
"7","ref5","6143","6196","81"
"7","ref1","4766","4863","82"
"6","ref1","482","574","89"
"6","ref3","1824","1845","84"
"6","ref2","2300","2459","81"
"1","ref3","1965","2067","100"
"2","ref4","8022","8184","94"
"7","ref2","2820","3819","84"
"7","ref3","1930","1971","94"
"12","ref2","2322","2702","94"
"1","ref3","1830","1901","99"
"8","ref4","8132","9131","97"
"10","ref1","7272","7371","92"
"8","ref1","3149","3843","81"
"2","ref1","4419","4605","95"
"8","ref1","7422","7477","97"
"3","ref5","4218","5051","95"
"12","ref2","2333","2700","100"
"3","ref4","7668","8165","84"
"4","ref4","7296","8101","89"
"1","ref1","1488","2006","90"
"6","ref4","8061","9060","84"
"5","ref4","7077","7215","99"
"4","ref5","4666","4820","93"
"2","ref5","6270","7269","99"
"3","ref1","2049","2109","86"
"12","ref2","2875","3207","99"
"2","ref1","1735","1886","98"
"3","ref1","4482","4694","92"
"8","ref5","5392","5705","100"
"5","ref2","3266","3748","81"
"4","ref1","2046","2081","80"
"10","ref2","3896","4065","94"
"11","ref2","3604","3867","92"
"8","ref3","1506","1616","82"
"12","ref3","1695","1779","85"
"9","ref3","1749","1816","93"
"4","ref3","1520","1567","99"
"10","ref2","3316","3672","81"
"11","ref1","971","1039","82"
"3","ref1","1348","1376","100"
"4","ref1","258","782","99"
"7","ref1","3165","3252","95"
"6","ref1","1312","1377","86"
"11","ref1","5993","6059","95"
"2","ref1","6120","6186","84"
"9","ref1","2245","2520","97"
"4","ref3","1791","1865","81"
"12","ref3","1840","1864","80"
"6","ref4","9895","10236","99"
"3","ref1","6215","6477","99"
"8","ref4","6487","6736","93"
"3","ref3","1705","1725","94"
"10","ref4","9384","9428","95"
"6","ref2","2618","2679","85"
"8","ref1","4281","4664","99"
"7","ref1","2529","3528","82"
"4","ref3","1949","1975","86"
"6","ref4","8425","8894","80"
"12","ref1","6130","6176","89"
"6","ref1","3936","4137","94"
"2","ref3","1839","1896","84"
"5","ref3","1518","1735","86"
"10","ref4","6496","6558","88"
"7","ref1","6831","6858","94"
"3","ref1","329","344","91"
"11","ref2","2432","2734","95"
"11","ref4","8698","8793","94"
"11","ref2","2426","2764","99"
"3","ref4","9591","9713","85"
"10","ref3","1608","1749","96"
"9","ref1","5333","5383","97"
"7","ref1","494","558","88"
"8","ref4","7938","8937","97"
"3","ref4","9221","9566","86"
"11","ref5","8824","9823","96"
"5","ref2","3981","4340","90"
"3","ref3","1715","1829","84"
"7","ref4","6115","6400","81"
"12","ref2","3242","3259","85"
"1","ref2","3937","4286","100"
"11","ref3","1736","1758","94"
"3","ref4","6974","7299","97"
"11","ref4","7765","7972","91"
"5","ref3","1893","1910","85"
"6","ref2","3866","4148","85"
"11","ref2","2489","2670","93"
"6","ref4","7058","7263","83"
"6","ref3","1509","1607","94"
"8","ref2","2291","2531","97"
"3","ref1","2770","2821","98"
"8","ref5","6700","6907","81"
"11","ref1","5373","5423","89"
"11","ref1","3091","3112","96"
"6","ref5","7548","8547","95"
"7","ref1","1262","1755","91"
"1","ref1","3993","4125","82"
"2","ref1","851","905","84"
"12","ref1","4990","5173","100"
"6","ref4","9964","10079","98"
"3","ref2","3127","3256","98"
"6","ref2","3981","4648","97"
"3","ref2","3334","4137","95"
"12","ref1","4074","4183","92"
"2","ref2","2402","2838","80"
"10","ref4","9941","10170","100"
"9","ref1","7385","7469","86"
"7","ref3","1595","1648","100"
"8","ref4","8993","9254","98"
"8","ref4","7661","8302","95"
"3","ref2","2792","3219","98"
"1","ref1","1748","1826","82"
"4","ref3","1750","1754","96"
"9","ref2","3847","3953","82"
"5","ref1","5451","5491","90"
"6","ref4","9878","10877","97"
"7","ref4","7494","7593","87"
"1","ref4","7381","7503","98"
"10","ref3","1978","2064","85"
"2","ref5","7445","8444","94"
"3","ref3","1699","1989","91"
"9","ref4","8067","8129","95"
"7","ref1","6044","6109","91"
"1","ref1","249","364","83"
"1","ref2","3581","4115","82"
"12","ref4","8837","9075","99"
"9","ref2","3259","3880","84"
"8","ref1","5897","6344","81"
"4","ref4","7405","7460","80"
"6","ref4","6538","6935","93"
"4","ref1","6584","6781","89"
"12","ref3","1993","2025","82"
"2","ref1","803","1267","80"
"11","ref3","1940","1962","90"
"4","ref4","6731","6782","82"
"11","ref2","2975","3145","89"
"5","ref1","5438","5459","95"
"1","ref1","817","829","84"
"5","ref1","5496","5587","92"
"12","ref4","6254","6363","91"
"10","ref1","3911","3933","94"
"11","ref5","7178","8177","91"
"10","ref1","1269","1336","88"
"7","ref4","6808","7185","95"
"10","ref5","4509","4776","92"
"3","ref4","6849","6903","96"
"1","ref2","3754","3869","90"
"8","ref3","1627","1789","86"
"4","ref4","7492","7804","99"
"1","ref4","7150","7516","94"
"1","ref4","7550","7856","84"
"12","ref5","4224","4309","90"
"7","ref2","3789","3994","82"
"8","ref5","5660","6445","95"
"6","ref1","704","767","100"
"10","ref3","1687","1696","90"
"11","ref4","9236","9479","92"
"7","ref1","5028","5042","88"
"7","ref5","7918","8127","85"
"4","ref2","3388","3618","92"
"3","ref4","8356","9068","99"
"8","ref2","3355","3829","82"
"11","ref2","2744","2849","85"
"3","ref1","7057","7115","88"
"1","ref2","2396","2608","86"
"8","ref1","7351","7369","97"
"5","ref4","7649","7737","98"
"9","ref1","4270","4431","90"
"3","ref3","1730","1796","94"
"12","ref2","3495","3662","83"
"4","ref1","5945","6038","95"
"1","ref3","1823","1847","95"
"10","ref4","9086","9300","93"
"10","ref4","8489","8539","82"
"3","ref4","6098","6161","87"
"4","ref5","8857","8966","91"
"5","ref2","2865","3864","95"
"10","ref1","1944","1954","87"
"1","ref2","2984","3175","81"
"5","ref3","1638","1673","100"
"8","ref4","7648","7729","99"
"11","ref3","1795","1897","87"
"4","ref4","9238","10237","89"
"1","ref1","6484","6580","85"
"1","ref3","1717","1782","99"
"10","ref1","5152","5219","81"
"10","ref1","6006","6163","93"
"10","ref4","9991","10044","93"
"11","ref1","3808","3874","83"
"8","ref3","1769","1785","93"
"6","ref4","8437","8838","88"
"2","ref3","1969","1991","92"
"8","ref2","2797","2904","93"
"6","ref1","5587","6233","91"
"8","ref5","8936","9052","96"
"8","ref1","3003","3097","93"
"8","ref3","1633","2632","94"
"8","ref4","7436","7954","84"
"12","ref4","9243","9598","81"
"10","ref3","1582","1646","90"
"6","ref1","1775","2137","85"
"1","ref4","9224","9286","90"
"12","ref1","5301","5350","81"
"1","ref2","2070","2241","99"
"3","ref4","6018","7017","82"
"1","ref3","1675","1726","81"
"9","ref1","1291","1567","81"
"2","ref1","993","1026","83"
"10","ref1","5883","6246","94"
"9","ref4","9454","9745","87"
"12","ref5","4665","5258","84"
"3","ref3","1944","1969","97"
"6","ref4","7503","8139","84"
"10","ref3","1523","1606","94"
"4","ref3","1657","1663","88"
"2","ref2","2527","2859","89"
"8","ref1","1909","1966","80"
"1","ref4","7238","7370","99"
"8","ref5","8937","9936","100"
"12","ref2","3962","4961","89"
"2","ref3","1829","2119","90"
"3","ref3","1873","1894","89"
"12","ref4","9469","9544","89"
"4","ref4","9234","9289","99"
"4","ref3","1837","1862","91"
"12","ref3","1613","1661","82"
"9","ref4","6936","7658","91"
"10","ref4","8611","8729","99"
"9","ref2","2639","2806","95"
"2","ref4","6707","6928","85"
"1","ref1","2752","3088","100"
"12","ref1","194","234","94"
"1","ref3","1921","1961","100"
"11","ref5","6202","6343","91"
"2","ref3","1988","2191","90"
"8","ref2","2744","2991","88"
"1","ref4","9630","9917","81"
"10","ref1","6151","6439","97"
"2","ref2","3150","3730","81"
"11","ref3","1649","1719","97"
"1","ref5","7220","7569","92"
"2","ref5","4600","4953","81"
"9","ref5","8392","9391","83"
"12","ref4","8626","8856","80"
"11","ref5","5037","5282","83"
"1","ref4","7700","8395","89"
"12","ref4","9645","10644","89"
"10","ref1","4801","4816","83"
"12","ref1","367","420","80"
"1","ref3","1963","1973","83"
"2","ref1","7255","7283","99"
"3","ref1","745","1398","82"
"5","ref2","2075","2108","87"
"1","ref3","1923","1993","85"
"11","ref4","6924","7368","82"
"7","ref4","8096","8350","92"
"10","ref1","5128","5194","82"
"1","ref2","2084","2131","84"
"4","ref1","1444","1472","88"
"6","ref1","4734","4885","85"
"10","ref4","7190","7712","84"
"10","ref2","2683","3179","94"
"9","ref2","2062","3061","89"
"10","ref3","1852","1888","98"
"7","ref1","906","1220","89"
"9","ref3","1962","2029","99"
"12","ref1","1581","1702","96"
"5","ref4","7865","8864","86"
"10","ref2","3446","3988","95"
"3","ref1","2250","2277","100"
"8","ref2","2912","3911","84"
"6","ref5","7909","8908","89"
"8","ref3","1894","1929","90"
"8","ref1","3416","3547","96"
"6","ref3","1628","1722","84"
"5","ref3","1867","1947","97"
"9","ref5","7779","8715","94"
"6","ref1","3031","3089","98"
"6","ref3","1561","1703","80"
"9","ref3","1989","2011","94"
"1","ref2","3592","3760","99"
"6","ref2","2718","2881","84"
"4","ref3","1756","1852","92"
"1","ref4","6320","6426","97"
"1","ref2","3686","3845","81"
"4","ref2","2247","2665","85"
"3","ref2","3709","4013","100"
"3","ref4","9398","9863","91"
"5","ref1","7993","8143","81"
"9","ref5","8824","9823","100"
"9","ref4","9959","10018","99"
"8","ref2","3397","3471","80"
"10","ref1","121","157","90"
"1","ref4","9039","9604","88"
"12","ref5","4458","4732","98"
"1","ref1","5816","6074","89"
"12","ref2","2526","2728","84"
"10","ref1","2589","2893","86"
"12","ref1","1143","1297","82"
"8","ref4","6680","6756","90"
"10","ref2","3714","3786","81"
"6","ref1","985","1049","96"
"3","ref1","294","318","91"
"6","ref1","1684","1799","94"
"8","ref1","5034","5241","80"
"2","ref2","2784","3591","90"
