"channel","reference","start","end","identity"
"1","ref2","3117","3387","86"
"3","ref4","9428","9700","82"
"11","ref3","1867","1891","95"
"8","ref5","8443","9442","89"
"2","ref1","3047","3348","91"
"6","ref2","3290","3783","99"
"12","ref3","1576","1587","89"
"7","ref3","1649","1658","91"
"7","ref3","1503","1517","85"
"8","ref2","3776","4446","96"
"12","ref3","1744","1766","90"
"3","ref1","4610","5609","89"
"10","ref2","3696","4198","82"
"2","ref2","3936","4423","94"
"12","ref2","2350","2576","98"
"8","ref2","2171","2400","100"
"2","ref2","3934","4933","87"
"12","ref4","8380","8627","95"
"10","ref4","7235","7300","98"
"7","ref1","6912","7079","82"
"4","ref1","827","846","94"
"6","ref2","2410","3056","80"
"3","ref4","7576","8072","96"
"2","ref3","1910","1942","85"
"8","ref1","2781","2987","82"
"8","ref5","7486","8485","96"
"9","ref1","1859","2064","80"
"6","ref1","2893","3005","86"
"7","ref5","4723","5649","93"
"3","ref5","7488","7998","88"
"8","ref1","6620","6699","81"
"8","ref1","3051","3149","84"
"7","ref2","3951","4950","87"
"6","ref4","9143","9970","85"
"4","ref3","1974","2045","100"
"6","ref3","1815","1986","83"
"4","ref1","1283","1313","98"
"10","ref1","1703","1767","92"
"10","ref1","863","1037","100"
"5","ref2","3934","4415","85"
"11","ref2","3154","3943","81"
"10","ref4","6634","6759","96"
"10","ref2","3833","4832","92"
"9","ref3","1502","1518","97"
"11","ref5","7220","8219","89"
"11","ref1","1934","1970","87"
"10","ref2","3204","4203","93"
"12","ref2","2867","3011","84"
"11","ref4","8096","8364","92"
"4","ref4","8768","8933","89"
"11","ref3","1954","2024","88"
"8","ref1","7215","7495","94"
"6","ref1","65","111","99"
"12","ref1","607","815","95"
"4","ref4","6340","6561","83"
"11","ref1","5203","5217","84"
"12","ref1","7241","7550","86"
"7","ref3","1916","2007","88"
"9","ref1","6718","7283","100"
"4","ref4","7024","7060","94"
"10","ref3","1763","1839","88"
"8","ref4","8001","8074","81"
"8","ref1","2677","2815","94"
"7","ref3","1590","1658","87"
"7","ref5","5607","6115","91"
"8","ref1","2120","2175","89"
"7","ref2","3892","4891","90"
"8","ref2","3222","3769","100"
"7","ref4","8287","8458","85"
"7","ref2","3785","4390","97"
"2","ref4","9120","9576","85"
"1","ref1","2527","2633","89"
"1","ref1","639","724","87"
"3","ref1","4863","4937","92"
"12","ref1","3598","3658","99"
"4","ref1","3664","3729","96"
"12","ref1","307","323","90"
"7","ref2","3011","3060","83"
"10","ref3","1945","1980","88"
"1","ref3","1968","1995","83"
"7","ref4","7765","7968","95"
