"channel","reference","start","end","identity"
"12","ref1","1898","2206","90"
"4","ref2","3902","4081","85"
"2","ref4","6296","6565","80"
"8","ref3","1767","1813","94"
"2","ref3","1914","1927","86"
"9","ref3","1553","1586","95"
"12","ref2","2092","3091","90"
"2","ref2","3479","3660","93"
"3","ref2","3843","3927","95"
"11","ref4","9705","10452","82"
"6","ref1","1295","1378","80"
"10","ref5","6319","6677","83"
"3","ref1","2060","2344","94"
"8","ref1","4599","4830","82"
"2","ref2","2634","3633","93"
"5","ref1","1278","1371","83"
"12","ref4","8543","8832","80"
"3","ref3","1980","2001","100"
"12","ref1","38","152","84"
"2","ref2","3898","4314","96"
"2","ref2","2138","2615","83"
"9","ref1","7538","7597","99"
"4","ref3","1588","1621","87"
"5","ref5","8160","8455","88"
"6","ref4","7141","7268","90"
"3","ref3","1858","1879","80"
"1","ref4","7960","8122","93"
"9","ref2","2150","2654","100"
"12","ref1","6919","6939","97"
"10","ref1","5904","5983","84"
"12","ref2","3159","4158","91"
"3","ref3","1711","1741","90"
"4","ref5","8559","8855","92"
"8","ref1","141","184","94"
"7","ref1","7823","7974","87"
"6","ref4","7766","8202","94"
"2","ref2","2489","2701","83"
"9","ref1","1553","1829","91"
"4","ref3","1543","1574","92"
"2","ref2","2741","2873","82"
"3","ref4","8268","8356","97"
"1","ref1","5421","5543","95"
"2","ref4","9782","9833","84"
"2","ref2","3064","3359","82"
"12","ref4","7016","7191","90"
"6","ref2","2411","2595","94"
"6","ref3","1514","1688","86"
"9","ref2","2460","2783","92"
"8","ref3","1797","2038","95"
"11","ref3","1796","1950","97"
"10","ref5","6166","6657","92"
"6","ref1","7811","8008","87"
"8","ref1","7221","7305","95"
"8","ref2","2904","2974","85"
"5","ref4","8312","8380","82"
"5","ref1","2359","2416","96"
"10","ref4","6243","7242","86"
"10","ref3","1638","1690","83"
"9","ref5","7627","7833","95"
"1","ref4","8013","8038","100"
"10","ref1","60","81","81"
"10","ref1","4474","4503","100"
"2","ref1","6883","7064","88"
"6","ref3","1989","2067","84"
"5","ref1","7658","8036","96"
"4","ref1","4913","5646","89"
"4","ref1","525","550","87"
"10","ref2","3590","4119","92"
"5","ref2","2546","2605","91"
"11","ref3","1535","1641","96"
"2","ref1","6197","6427","95"
"3","ref1","5550","5657","93"
"1","ref1","3942","4128","91"
"9","ref2","3291","3484","87"
"9","ref1","6994","7070","86"
"11","ref4","9356","9437","95"
"4","ref2","2246","2674","84"
"3","ref1","4062","4681","92"
"3","ref4","8640","8748","94"
"4","ref1","1098","1166","91"
"10","ref4","9312","10115","89"
"2","ref2","2555","2631","96"
"12","ref1","209","291","97"
"11","ref4","8231","8736","89"
"11","ref1","229","289","97"
"1","ref1","6894","6989","92"
"9","ref1","4631","4791","81"
"9","ref3","1755","1788","99"
"12","ref4","6017","6086","83"
"12","ref4","8859","8895","95"
"4","ref2","3789","4117","88"
"5","ref1","5377","5885","96"
"1","ref4","6902","7588","80"
"5","ref4","6194","6345","93"
"9","ref1","3741","3989","86"
"2","ref2","2017","2260","88"
"4","ref2","2223","2427","92"
"5","ref4","9104","9624","99"
"9","ref4","8839","9147","96"
"6","ref3","1705","1781","89"
"4","ref1","6277","6610","99"
"11","ref3","1940","2183","97"
"5","ref1","6593","6610","81"
"11","ref4","8735","9036","94"
"3","ref3","1592","1608","81"
"11","ref4","7653","7894","83"
"9","ref3","1634","1721","85"
"2","ref2","3331","3857","80"
"4","ref3","1925","1934","99"
"3","ref3","1815","2005","100"
"5","ref1","2799","3027","91"
"6","ref3","1955","2380","80"
"11","ref1","4462","4818","94"
"3","ref1","6208","6393","98"
"9","ref3","1678","1728","90"
"3","ref2","2060","2235","98"
"11","ref3","1714","1749","98"
"6","ref1","7146","7255","80"
"10","ref4","6873","7092","85"
"7","ref3","1708","1738","93"
"3","ref4","9856","9916","97"
"8","ref1","3365","3397","93"
"3","ref4","8703","9702","82"
"3","ref3","1956","1968","93"
"4","ref1","6172","6618","99"
"3","ref4","9651","9866","88"
"5","ref5","5330","6329","95"
"11","ref3","1780","1828","96"
"12","ref1","3878","3912","82"
"12","ref1","3443","3543","80"
"4","ref1","6459","6687","88"
"7","ref4","8357","8525","84"
"1","ref2","2867","2997","100"
"8","ref3","1579","1726","90"
"7","ref4","9032","9234","93"
"11","ref2","2008","3007","84"
"7","ref2","3674","3864","97"
"11","ref2","3857","4141","98"
"7","ref4","8042","8322","92"
"11","ref4","6892","7008","96"
"10","ref1","6191","6308","89"
"8","ref1","7139","7167","82"
"10","ref1","2249","2571","97"
"8","ref3","1573","1588","80"
"5","ref3","1901","2106","100"
"10","ref4","9885","10478","83"
"10","ref4","7328","7359","83"
"1","ref4","8845","9135","87"
"12","ref1","4103","4175","88"
"11","ref3","1893","1895","89"
"4","ref1","7514","7549","97"
"10","ref5","6776","7007","86"
"12","ref1","1","173","81"
"8","ref1","6063","6114","99"
"8","ref2","2445","3375","93"
"7","ref4","9953","10040","95"
"3","ref4","6025","6322","93"
"2","ref3","1563","1665","83"
"3","ref2","3291","3602","93"
"5","ref2","3661","3958","87"
"12","ref2","3156","3858","100"
"10","ref2","3809","4655","100"
"1","ref3","1537","1734","83"
"10","ref3","1700","1750","84"
"3","ref3","1948","1984","90"
"6","ref4","8391","8707","91"
"2","ref1","2102","2201","95"
"1","ref4","6249","6478","86"
"1","ref4","8975","9072","97"
"12","ref3","1515","1673","82"
"7","ref2","3801","4800","81"
"6","ref2","3290","3595","84"
"7","ref3","1852","1883","86"
"6","ref4","8716","9329","94"
"11","ref4","6654","6779","88"
"1","ref4","8064","8578","85"
"8","ref3","1837","2025","89"
"11","ref2","2836","2985","89"
"10","ref2","2485","2837","81"
"6","ref1","9","423","90"
"7","ref4","6103","6856","83"
"10","ref1","5898","6025","87"
"8","ref3","1585","1709","86"
"4","ref3","1720","1772","80"
"1","ref5","7563","7880","84"
"12","ref2","2389","2639","92"
"11","ref4","6418","6469","95"
"11","ref4","7603","7665","92"
"10","ref4","7264","7446","81"
"10","ref2","2010","2227","80"
"10","ref4","8438","9246","91"
"9","ref4","6707","7028","85"
"5","ref3","1977","1995","80"
"10","ref4","8523","8699","88"
"2","ref2","3138","4137","98"
"7","ref4","9961","10111","82"
"1","ref4","9548","9622","81"
"5","ref5","8906","9905","90"
"8","ref1","6538","6553","85"
"10","ref3","1844","1962","86"
"2","ref2","3860","4138","90"
"7","ref5","4170","5169","98"
"1","ref2","2084","2160","98"
"8","ref4","6285","6355","97"
"1","ref2","2098","3097","96"
"6","ref1","7717","8217","87"
"5","ref3","1597","1673","86"
"9","ref1","1489","1513","91"
