"channel","reference","start","end","identity"
"2","ref2","3208","3630","84"
"9","ref4","7477","7532","89"
"6","ref1","832","907","98"
"7","ref5","4257","4455","82"
"7","ref5","7832","8052","88"
"2","ref3","1535","1551","87"
"2","ref2","2953","3442","99"
"4","ref1","5428","5479","95"
"5","ref1","2013","2096","83"
"6","ref1","1516","1530","85"
"2","ref1","5182","5244","99"
"8","ref1","6558","6742","89"
"1","ref4","9288","9464","90"
"3","ref1","4902","4947","96"
"2","ref4","9316","9598","100"
"9","ref3","1615","1662","96"
"4","ref4","6850","7041","87"
"10","ref1","3317","3372","90"
"9","ref3","1703","1757","90"
"4","ref3","1542","1629","97"
"7","ref1","5842","6004","85"
"6","ref4","7570","7642","93"
"4","ref3","1905","1956","91"
"7","ref4","7234","7312","97"
"4","ref1","4053","4223","95"
"1","ref4","8664","9026","80"
"1","ref4","7624","7739","90"
"6","ref3","1819","1859","83"
"12","ref5","6123","6532","83"
"2","ref2","3858","3973","82"
"8","ref1","6114","7052","88"
"6","ref5","5612","5786","99"
"4","ref1","7603","7636","88"
"5","ref3","1640","1674","84"
"6","ref1","999","1015","94"
"6","ref3","1535","1615","88"
"10","ref4","6742","6788","80"
"11","ref4","6642","6907","100"
"3","ref5","6571","7176","84"
"10","ref3","1735","1764","91"
"8","ref2","3251","3418","81"
"9","ref4","8479","8594","96"
"3","ref4","8506","9107","98"
"9","ref3","1889","1993","91"
"2","ref1","6379","6620","93"
"12","ref2","3021","3413","90"
"1","ref3","1921","1986","85"
"5","ref1","166","418","87"
"5","ref4","7956","8195","87"
"3","ref4","8106","8128","88"
"2","ref4","6263","6786","98"
"4","ref2","3680","4357","96"
"3","ref2","2531","2721","87"
"2","ref1","6768","6792","91"
"7","ref4","6109","6199","91"
"10","ref2","2460","2762","80"
"9","ref3","1805","1818","98"
"10","ref3","1979","2046","98"
"3","ref3","1948","1961","96"
"8","ref1","1603","1643","83"
"6","ref1","910","1015","95"
"10","ref1","6707","6777","94"
"4","ref1","4374","4394","89"
"2","ref4","8926","9198","97"
"11","ref1","6807","6838","92"
"9","ref1","1592","1734","90"
"4","ref1","2850","3122","88"
"4","ref4","6420","6513","91"
"9","ref4","8100","8496","97"
"8","ref1","7069","7418","99"
"11","ref5","7162","7362","89"
"3","ref1","597","721","88"
"7","ref2","3040","3177","91"
"11","ref4","9782","9896","85"
"6","ref1","4417","4498","83"
