"channel","reference","start","end","identity"
"4","ref2","3626","4017","92"
"9","ref3","1667","1786","99"
"12","ref2","3321","3726","85"
"7","ref2","2452","3285","83"
"6","ref3","1706","1800","95"
"10","ref2","2552","3551","91"
"8","ref1","5500","5535","84"
"11","ref1","2447","2866","80"
"11","ref2","2761","3726","86"
"7","ref4","9712","9722","98"
"1","ref2","2825","3323","89"
"6","ref4","7346","8046","90"
"11","ref5","4598","5597","99"
"4","ref2","3746","3872","86"
"7","ref1","6377","6427","91"
"4","ref1","7744","7807","82"
"11","ref2","3409","4408","81"
"5","ref1","7293","7376","98"
"11","ref3","1862","1883","88"
"7","ref4","7452","7787","91"
"1","ref5","8516","8796","81"
"9","ref2","2333","2402","82"
"6","ref3","1676","1688","87"
"12","ref3","1644","1716","88"
"6","ref2","2509","2716","85"
"7","ref4","8003","8541","98"
"1","ref5","5980","6069","85"
"2","ref3","1823","1856","84"
"12","ref3","1860","1913","86"
"5","ref2","2303","3302","100"
"11","ref4","7455","7841","91"
"8","ref2","3989","4085","80"
"1","ref1","1687","1755","80"
"7","ref1","5531","5613","84"
"2","ref3","1834","1860","93"
"7","ref1","142","300","99"
"4","ref1","5008","5038","98"
"7","ref1","209","389","87"
"1","ref2","2318","2371","93"
"9","ref2","3027","3291","93"
"11","ref4","6058","7057","83"
"6","ref4","7794","7862","85"
"7","ref1","6760","6837","85"
"1","ref2","2790","2830","86"
"7","ref4","8976","9160","84"
"2","ref3","1999","2284","97"
"3","ref2","3035","4034","91"
"3","ref3","1977","2011","93"
"8","ref4","9988","10127","80"
"11","ref3","1636","1824","88"
"12","ref5","6566","7565","87"
"3","ref2","3920","4019","100"
"9","ref3","1966","2026","98"
"10","ref2","2452","2549","99"
"10","ref4","7480","7801","84"
"10","ref2","3140","3436","91"
"6","ref1","7399","7414","95"
"4","ref1","4711","4759","93"
"8","ref2","3878","4877","98"
"4","ref1","2042","2513","87"
"11","ref3","1535","1679","98"
"4","ref2","3340","3427","94"
