"channel","reference","start","end","identity"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4078","4576","0.8980392156862745"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","10504","10967","0.9261603375527426"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","858","1344","0.9127789046653144"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","2064","2580","0.8752293577981651"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","7333","7798","0.8809034907597536"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","1704","2158","0.9229166666666667"
"2","KM519951|Boende-Lokolia|DRC|2014","11651","11945","0.9466666666666667"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","4089","4586","0.9044834307992202"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","1699","2163","0.9397089397089398"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","9268","9769","0.9001956947162426"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","1705","2160","0.9184549356223176"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","7328","7776","0.9181034482758621"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","16490","16950","0.9385593220338984"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","16490","16971","0.9409368635437881"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","16490","16961","0.9281314168377823"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","434","929","0.899009900990099"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","3294","3773","0.9403292181069959"
"2","KR063672|Kikwit-807223|DRC|1995-04-01","873","1349","0.9126016260162602"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13687","14155","0.9327731092436975"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3694","4158","0.9368421052631579"
"1","KM519951|Boende-Lokolia|DRC|2014","7322","7798","0.872"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","434","929","0.9110671936758893"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5280","5770","0.9309664694280079"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8524","8993","0.9538784067085954"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1687","2153","0.9426751592356688"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","434","929","0.9214145383104125"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16494","16962","0.8948453608247423"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14566","0.9143426294820717"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5283","0.9542168674698795"
"1","KM519951|Boende-Lokolia|DRC|2014","16494","16970","0.8194726166328601"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16490","16971","0.9291497975708503"
"1","KM519951|Boende-Lokolia|DRC|2014","1251","1753","0.9069767441860465"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8531","8993","0.9516806722689075"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8894","9351","0.9188034188034188"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16892","17067","0.96045197740113"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3702","4161","0.9278131634819533"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","444","929","0.9611451942740287"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11253","11712","0.9147121535181236"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1255","1751","0.952191235059761"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4084","4538","0.8723404255319149"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1341","0.9141716566866267"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.9142857142857143"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","15276","15768","0.944"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6534","6997","0.9300847457627118"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4588","0.895910780669145"
"3","KC242784|9_Luebo|DRC|2007","4871","5354","0.85"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","872","1338","0.9309623430962343"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3301","3775","0.9"
"3","KR063672|Kikwit-807223|DRC|1995-04-01","13678","14145","0.8954918032786885"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10496","10967","0.8559837728194726"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5294","5779","0.8102766798418972"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16505","16971","0.8893360160965795"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9368","0.875"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4870","5344","0.8954918032786885"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.904950495049505"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10511","10967","0.9152542372881356"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10525","10950","0.8803611738148984"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16521","16971","0.9130434782608695"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4566","0.9421157684630739"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4084","4588","0.9339805825242719"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13321","13742","0.8426966292134831"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16566","0.9004149377593361"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13670","14142","0.9382716049382716"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11244","11704","0.9337606837606838"
"3","KF113528|Kelle_1|DRC|2003","18000","18191","0.898989898989899"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13669","14156","0.9305555555555556"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5280","5779","0.8675623800383877"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","3299","3791","0.9296875"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12145","0.9402390438247012"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","882","1349","0.8661087866108786"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4872","5363","0.7430830039525692"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10957","0.9356846473029046"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13710","14120","0.8920863309352518"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1253","1762","0.9090909090909091"
"3","KC242784|9_Luebo|DRC|2007","8518","8990","0.9403292181069959"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16566","0.9316770186335404"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","873","1347","0.9213250517598344"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16490","16971","0.92"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4873","5363","0.9226190476190477"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1699","2157","0.9527896995708155"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13663","14155","0.934"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13048","13293","0.8832684824902723"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4074","4588","0.8952380952380953"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6997","0.9035639412997903"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","869","1350","0.896414342629482"
