"channel","reference","start","end","identity"
"10","ref1","392","489","91"
"1","ref2","2849","2886","88"
"11","ref2","2938","3812","98"
"10","ref4","6851","7135","81"
"2","ref4","6506","6809","100"
"8","ref4","9798","10341","91"
"9","ref4","8916","9167","86"
"11","ref1","7571","7580","94"
"11","ref2","3415","3490","90"
"6","ref4","8331","8416","93"
"5","ref2","3485","3545","91"
"6","ref1","255","269","84"
"11","ref1","5748","5826","85"
"7","ref4","6704","6778","85"
"1","ref4","9431","9561","90"
"10","ref3","1712","1765","98"
"11","ref2","2475","2733","100"
"8","ref3","1716","1734","98"
"11","ref5","6627","7173","96"
"5","ref4","9197","9379","88"
"7","ref1","7310","7371","95"
"11","ref1","6475","6718","97"
"11","ref4","6817","6856","90"
"3","ref1","5803","5853","100"
"5","ref4","6130","6177","81"
"2","ref4","9400","9620","88"
"8","ref2","3779","4778","93"
"8","ref3","1853","1865","99"
"7","ref5","6624","6712","95"
"4","ref2","2092","2443","80"
"7","ref1","6659","6706","87"
"6","ref1","46","151","83"
"8","ref1","6726","6820","90"
"8","ref3","1815","1858","89"
"10","ref4","9432","9491","93"
"9","ref2","3204","4203","86"
"1","ref1","3711","3759","80"
"12","ref1","1784","1887","86"
"11","ref2","3525","3617","86"
"5","ref4","9708","9983","96"
"6","ref2","2168","3167","94"
"11","ref2","3208","4207","90"
"3","ref2","3834","4465","93"
"6","ref1","3538","3696","99"
"10","ref4","7241","7351","84"
"9","ref4","7596","7756","86"
"9","ref4","6222","6465","90"
"10","ref5","6910","7056","93"
"9","ref1","4794","4976","83"
"7","ref3","1955","2022","95"
"8","ref1","6705","6746","81"
"7","ref2","3004","3228","98"
"2","ref1","1181","1276","91"
"11","ref3","1704","1731","80"
"3","ref1","4250","4365","91"
"3","ref1","2032","2090","85"
"11","ref2","3533","3750","94"
"2","ref1","1937","1961","97"
"3","ref1","4744","4789","93"
"2","ref1","1708","1801","85"
"2","ref2","3970","4205","86"
"5","ref1","6919","7108","97"
"7","ref1","1123","1178","87"
"6","ref5","6273","6523","96"
"8","ref3","1683","1731","91"
"2","ref1","7234","7349","84"
"2","ref2","2694","3617","92"
"6","ref5","5621","5800","94"
"7","ref1","7382","7412","86"
"11","ref4","6934","6998","98"
"3","ref4","8865","8905","88"
"11","ref3","1863","1911","87"
"10","ref1","6974","7178","100"
"9","ref2","3377","4097","81"
"12","ref1","3356","3470","95"
"9","ref1","5307","5869","97"
"1","ref1","7171","7406","96"
"10","ref5","4782","5125","89"
"3","ref2","2047","2532","91"
"3","ref4","8742","8796","83"
"9","ref1","6294","6319","99"
"11","ref4","9759","9975","83"
"8","ref2","3869","4385","90"
"9","ref1","7690","7766","99"
"6","ref2","3210","3341","93"
"11","ref1","479","677","94"
"4","ref3","1792","1818","93"
"4","ref1","5545","5895","80"
"3","ref4","6788","7116","95"
"8","ref4","6952","7327","97"
"3","ref2","2235","3158","95"
"7","ref3","1790","1957","85"
"10","ref3","1971","2033","90"
"5","ref4","7360","7717","84"
"8","ref1","5035","5305","92"
"5","ref2","2306","3305","83"
"10","ref2","2308","2818","95"
"10","ref1","4433","4486","95"
"4","ref2","2097","2180","83"
"2","ref2","2362","2533","97"
"2","ref4","6362","6901","89"
"8","ref4","8670","8914","81"
"9","ref4","9183","9238","81"
"5","ref1","7399","7529","95"
"12","ref4","6469","6519","85"
"8","ref1","1999","2225","84"
"9","ref4","8577","8659","94"
"7","ref1","2993","3053","91"
"7","ref2","3787","4786","87"
"6","ref4","6153","6599","84"
"10","ref1","930","971","86"
"8","ref1","728","780","84"
"12","ref3","1617","1663","89"
"5","ref1","2240","2353","83"
"6","ref1","6883","6961","80"
"5","ref3","1845","1952","95"
"9","ref2","2879","3012","97"
"6","ref4","7162","7239","94"
"10","ref5","5031","5649","97"
"2","ref3","1860","1884","80"
"1","ref2","3831","4265","96"
"6","ref2","2607","3606","100"
"2","ref2","2640","2803","91"
"3","ref2","2121","2633","96"
"11","ref4","6704","7245","91"
"11","ref4","9751","9830","99"
"11","ref3","1739","1770","94"
"12","ref4","7983","8014","84"
"8","ref1","3525","3802","98"
"1","ref2","2017","2425","85"
"11","ref4","7445","7502","85"
"10","ref2","3864","3978","85"
"11","ref1","1660","1967","80"
"4","ref3","1849","1930","80"
"1","ref2","3882","4513","84"
"6","ref1","1955","2239","97"
"5","ref4","7825","8824","98"
"3","ref5","5040","5415","91"
"12","ref4","8953","9384","92"
"10","ref1","5405","5504","100"
"6","ref3","1579","1691","87"
"9","ref4","7779","7972","91"
"2","ref1","1364","1905","83"
"2","ref1","302","439","100"
"5","ref1","1726","1783","94"
"3","ref3","1712","1749","82"
"2","ref3","1639","1729","82"
"7","ref1","771","905","100"
"8","ref4","7666","8364","91"
"9","ref1","3914","3974","89"
"5","ref2","3298","4059","87"
"3","ref1","2410","2440","92"
"12","ref4","9625","10496","99"
"1","ref1","5598","5693","98"
"8","ref3","1535","1785","91"
"9","ref4","9809","10323","99"
"2","ref4","8522","9075","92"
"5","ref4","7262","7312","97"
"4","ref1","2417","2799","85"
"9","ref5","6996","7995","97"
"6","ref3","1594","1612","81"
"6","ref4","7494","7969","94"
"5","ref4","6266","6410","88"
"6","ref3","1570","1610","99"
"11","ref4","8158","8265","83"
"8","ref2","2971","3027","81"
"8","ref4","7778","7877","94"
"11","ref4","9892","10129","84"
"7","ref1","7183","7230","85"
"4","ref2","2877","3271","86"
"12","ref2","3807","4008","100"
"11","ref4","9464","9640","83"
"11","ref4","6731","6942","80"
"11","ref1","4211","4269","86"
"5","ref1","2956","3010","85"
"8","ref2","2197","2725","96"
"10","ref1","4660","5659","98"
"4","ref5","5067","5225","87"
"7","ref1","6705","6991","86"
"6","ref1","808","1147","87"
"7","ref5","8897","9701","94"
"5","ref1","1000","1155","83"
"11","ref2","3800","3880","100"
"9","ref1","3728","4021","80"
"7","ref1","6308","6445","99"
"6","ref4","6476","6518","92"
