"channel","reference","start","end","identity"
"7","ref2","2806","3678","92"
"8","ref2","2204","2322","80"
"10","ref1","6741","7155","96"
"4","ref2","3064","3508","80"
"4","ref2","3901","4111","97"
"9","ref2","3830","4829","87"
"4","ref4","6209","6338","83"
"3","ref1","6950","7093","100"
"3","ref1","1524","1544","92"
"6","ref1","4043","4258","93"
"9","ref5","7035","8034","94"
"4","ref4","8304","8461","97"
"7","ref4","6040","6717","97"
"12","ref5","6933","7932","91"
"11","ref2","3867","4828","98"
"6","ref5","8796","9100","92"
"9","ref1","1642","2386","90"
"7","ref2","3620","4619","80"
"6","ref1","1044","1432","95"
"8","ref3","1627","1724","81"
"11","ref4","6502","6677","85"
"8","ref2","3628","3893","81"
"12","ref1","5368","5448","91"
"12","ref2","2300","2386","97"
"11","ref3","1895","1922","87"
"9","ref4","6129","6371","95"
"4","ref3","1752","1859","93"
"10","ref1","427","532","100"
"10","ref1","427","544","99"
"4","ref1","2336","2481","97"
"4","ref3","1982","2185","90"
"10","ref4","9552","10417","93"
"11","ref3","1930","2029","87"
"9","ref4","9442","10441","92"
"2","ref2","2257","2390","97"
"4","ref3","1624","1703","83"
"4","ref2","3786","4651","87"
"5","ref1","5038","5178","90"
"4","ref5","4819","5818","89"
"7","ref5","4928","5312","99"
"9","ref3","1612","1703","92"
"7","ref2","2315","2887","98"
"3","ref4","7082","7634","85"
"5","ref1","6531","6604","84"
"10","ref5","6683","7545","83"
"10","ref4","6859","6996","95"
"9","ref1","2043","2169","80"
"6","ref2","3350","4271","88"
"12","ref5","5066","5680","92"
"10","ref2","3571","4067","88"
"7","ref1","981","1061","94"
"8","ref1","3956","4111","93"
"6","ref3","1746","1840","89"
"11","ref1","2505","2536","80"
"4","ref3","1540","1553","81"
"4","ref4","9484","9769","88"
"3","ref2","3297","4231","97"
"11","ref2","3680","3843","82"
"10","ref4","9817","10072","80"
"4","ref1","1000","1200","84"
"12","ref1","4932","5162","80"
"6","ref2","2881","3394","90"
"2","ref5","6951","7221","94"
"9","ref1","7894","7916","81"
"1","ref3","1905","1961","90"
"11","ref3","1516","1535","83"
"4","ref2","3783","4511","99"
"4","ref4","9715","9909","92"
"11","ref1","6257","6306","90"
"12","ref4","8300","8362","91"
"9","ref2","2226","2404","97"
"12","ref1","4901","5157","87"
"11","ref5","7342","7409","87"
"4","ref5","7432","7931","96"
"2","ref1","155","306","92"
"2","ref3","1898","1928","83"
"6","ref3","1522","1711","83"
"11","ref4","6827","7167","90"
"10","ref5","7137","8136","86"
"11","ref1","2536","2602","92"
"12","ref1","7567","7612","97"
"11","ref4","9008","9121","81"
"3","ref2","2974","3018","83"
"10","ref1","6145","6282","87"
"12","ref4","8258","9257","92"
"6","ref2","2280","3279","91"
"6","ref1","4329","4661","84"
"6","ref5","8626","9625","98"
"7","ref4","8159","8452","87"
"4","ref2","3990","4245","99"
"7","ref4","9666","10042","91"
"8","ref3","1734","1770","85"
"12","ref2","2437","2529","86"
"5","ref5","7609","8608","99"
"9","ref3","1709","1884","91"
"3","ref3","1955","2015","84"
"7","ref4","9868","10065","81"
"10","ref5","5868","5973","87"
"9","ref2","3195","4115","98"
"12","ref1","2066","2504","92"
"3","ref2","2739","2956","80"
"9","ref2","3144","3544","92"
"9","ref3","1761","1936","96"
"11","ref1","2081","2122","89"
"12","ref2","2841","3680","97"
"10","ref3","1989","2151","94"
"6","ref2","3552","3894","80"
"7","ref2","3620","3839","89"
"10","ref2","3544","4109","80"
"5","ref1","3425","3463","96"
"11","ref2","2968","3100","98"
"7","ref5","4877","5876","83"
"11","ref4","9365","9528","98"
"4","ref1","6838","7211","100"
"1","ref2","2462","2905","80"
"12","ref2","3021","4020","80"
"6","ref1","6675","6778","88"
"6","ref1","6608","6634","99"
"1","ref2","2128","2879","84"
"2","ref1","7868","8017","100"
"1","ref2","2452","2823","91"
"3","ref5","4108","4814","95"
"2","ref5","8131","8706","95"
"11","ref2","2527","2752","90"
"3","ref3","1770","1848","92"
"12","ref2","3086","3259","100"
"8","ref1","4246","4269","82"
"8","ref1","32","167","95"
"2","ref5","7426","7582","99"
"8","ref3","1762","1943","87"
"11","ref3","1813","1902","84"
"2","ref4","7709","8056","94"
"12","ref2","3957","4894","86"
"6","ref3","1612","1991","97"
"4","ref3","1947","1962","87"
"2","ref3","1732","1752","82"
"11","ref1","1405","1429","98"
"1","ref3","1512","1557","86"
"5","ref3","1563","1611","86"
"1","ref1","1730","1927","83"
"12","ref4","9655","9784","95"
"11","ref1","151","372","82"
"12","ref3","1636","1647","98"
"3","ref4","6844","6890","100"
"8","ref4","6613","6652","88"
"1","ref1","6917","7037","94"
"2","ref2","3457","3547","80"
"2","ref1","6482","6502","95"
"8","ref4","7451","7766","82"
"10","ref1","190","293","82"
"1","ref4","9785","9961","87"
"5","ref2","2226","2645","95"
"6","ref1","3118","3175","87"
"7","ref4","8278","9172","90"
"7","ref2","2269","2767","98"
"9","ref5","4750","4863","89"
"8","ref3","1802","1811","85"
"7","ref5","6447","6703","97"
"7","ref4","6550","7306","96"
"7","ref4","9298","9428","82"
"9","ref1","6864","6890","94"
"6","ref2","2685","3051","93"
"12","ref1","3002","3113","88"
"12","ref3","1978","2030","99"
"1","ref4","7772","8450","86"
"12","ref2","2971","3168","80"
"8","ref3","1783","1794","99"
"5","ref1","874","987","100"
"12","ref4","8353","8481","96"
"12","ref2","3339","3901","85"
"1","ref4","6075","6539","92"
"12","ref3","1906","1975","91"
"9","ref4","9184","9649","88"
"3","ref2","2329","3328","82"
